event_id,latitude,longitude,soil_ph,soil_organic_carbon,soil_texture,soil_moisture,data_source,data_quality
ISRO-2002-0502,24.556112,93.781893,5.68,34.79,sandy loam,48.17,soilgrids_synthetic,simulated
ISRO-2004-0503,22.876386,92.593869,4.51,40.94,sandy loam,58.06,soilgrids_synthetic,simulated
ISRO-2017-0504,26.723446,94.075981,6.72,2.25,loam,60.78,soilgrids_synthetic,simulated
ISRO-2014-0505,26.32307,94.51201,4.92,51.81,sandy loam,44.0,soilgrids_synthetic,simulated
ISRO-2009-0506,27.32675,88.117641,6.72,25.06,loam,40.16,soilgrids_synthetic,simulated
ISRO-2007-0507,25.50876,91.624802,4.73,38.24,loam,59.86,soilgrids_synthetic,simulated
ISRO-2005-0508,26.62671,92.747558,6.94,90.87,sandy clay loam,82.03,soilgrids_synthetic,simulated
ISRO-2000-0509,26.644571,94.090658,5.16,17.31,sandy clay loam,52.93,soilgrids_synthetic,simulated
ISRO-2008-0510,23.237409,92.464536,6.95,21.76,clay,83.72,soilgrids_synthetic,simulated
ISRO-2007-0511,26.287101,92.914636,6.11,17.68,sandy clay loam,79.82,soilgrids_synthetic,simulated
ISRO-1999-0512,26.839067,92.800476,6.36,36.39,clay,43.56,soilgrids_synthetic,simulated
ISRO-2012-0513,26.560898,94.293377,6.2,4.93,loam,55.47,soilgrids_synthetic,simulated
ISRO-2020-0514,25.197742,91.506001,6.97,3.79,clay loam,33.98,soilgrids_synthetic,simulated
ISRO-2017-0515,27.200158,88.433929,6.76,37.46,sandy clay loam,69.62,soilgrids_synthetic,simulated
ISRO-2021-0516,26.349106,94.69352,4.92,74.36,sandy loam,39.82,soilgrids_synthetic,simulated
ISRO-2017-0517,25.904309,90.41557,5.71,5.14,clay loam,69.26,soilgrids_synthetic,simulated
ISRO-2010-0518,27.177985,93.104637,5.65,3.09,sandy loam,45.47,soilgrids_synthetic,simulated
ISRO-2009-0519,25.377604,90.76562,6.29,9.09,sandy loam,48.66,soilgrids_synthetic,simulated
ISRO-2008-0520,25.386992,91.440436,4.82,5.18,clay loam,73.0,soilgrids_synthetic,simulated
ISRO-2011-0521,23.590115,92.680003,4.78,11.37,sandy loam,33.63,soilgrids_synthetic,simulated
ISRO-2011-0522,24.479774,94.131007,6.71,7.3,silty clay loam,51.1,soilgrids_synthetic,simulated
ISRO-2013-0523,25.642927,91.476994,4.78,23.03,silty clay loam,60.97,soilgrids_synthetic,simulated
ISRO-2020-0524,25.453417,91.902067,5.26,23.88,clay,67.59,soilgrids_synthetic,simulated
ISRO-2011-0525,23.667943,91.489898,6.75,23.74,clay loam,74.0,soilgrids_synthetic,simulated
ISRO-2003-0526,23.853116,92.302907,4.82,6.07,clay loam,46.39,soilgrids_synthetic,simulated
ISRO-2009-0527,25.351243,91.099635,6.45,24.53,clay,60.57,soilgrids_synthetic,simulated
ISRO-2014-0528,27.085584,95.437947,6.92,18.8,sandy loam,57.17,soilgrids_synthetic,simulated
ISRO-2003-0529,27.486375,88.651602,5.01,6.16,silty clay loam,48.08,soilgrids_synthetic,simulated
ISRO-2016-0530,25.436499,91.883581,5.42,72.35,sandy loam,53.62,soilgrids_synthetic,simulated
ISRO-2017-0531,23.064061,92.788142,6.79,39.64,loam,42.68,soilgrids_synthetic,simulated
ISRO-2002-0532,23.6501,91.520129,5.82,21.36,sandy clay loam,45.5,soilgrids_synthetic,simulated
ISRO-1998-0533,27.282584,88.828094,6.36,4.36,clay loam,34.84,soilgrids_synthetic,simulated
ISRO-2015-0534,23.805911,91.261458,6.07,89.73,sandy loam,72.4,soilgrids_synthetic,simulated
ISRO-2018-0535,27.181239,92.855801,5.29,10.64,clay loam,39.72,soilgrids_synthetic,simulated
ISRO-1998-0536,23.427682,91.657758,4.73,1.17,silty clay loam,51.84,soilgrids_synthetic,simulated
ISRO-2022-0537,23.452374,92.492172,5.83,10.38,sandy loam,48.29,soilgrids_synthetic,simulated
ISRO-2009-0538,26.544644,94.21652,6.81,33.01,loam,72.38,soilgrids_synthetic,simulated
ISRO-1998-0539,26.012813,94.526757,5.09,11.26,loam,83.25,soilgrids_synthetic,simulated
ISRO-2004-0540,25.659869,92.451531,4.9,2.7,loam,55.94,soilgrids_synthetic,simulated
ISRO-2018-0541,23.425416,92.75927,5.37,99.98,sandy clay loam,35.47,soilgrids_synthetic,simulated
ISRO-2019-0542,25.010181,94.200884,6.54,3.83,silty clay loam,51.26,soilgrids_synthetic,simulated
ISRO-1998-0543,25.262474,92.705635,5.02,14.18,clay loam,78.53,soilgrids_synthetic,simulated
ISRO-2016-0544,25.724818,91.133017,4.69,50.19,clay,69.67,soilgrids_synthetic,simulated
ISRO-2014-0545,25.975976,94.696241,5.93,0.06,loam,67.86,soilgrids_synthetic,simulated
ISRO-2004-0546,26.220924,94.579734,5.65,6.75,loam,63.49,soilgrids_synthetic,simulated
ISRO-2001-0547,24.965983,93.992003,6.2,51.41,clay loam,78.19,soilgrids_synthetic,simulated
ISRO-2016-0548,24.847621,94.298143,6.61,27.45,clay loam,38.42,soilgrids_synthetic,simulated
ISRO-2019-0549,27.507639,95.101624,5.77,40.88,clay loam,59.9,soilgrids_synthetic,simulated
ISRO-2010-0550,25.576698,92.62967,5.38,0.03,clay loam,83.07,soilgrids_synthetic,simulated
ISRO-2017-0551,23.8233,92.259711,6.04,6.76,sandy loam,43.67,soilgrids_synthetic,simulated
ISRO-2019-0552,24.631715,94.33564,4.65,12.98,loam,50.15,soilgrids_synthetic,simulated
ISRO-2011-0553,23.556986,91.051118,4.94,90.99,sandy clay loam,77.45,soilgrids_synthetic,simulated
ISRO-2012-0554,24.739633,94.243373,4.74,2.23,loam,54.56,soilgrids_synthetic,simulated
ISRO-2018-0555,26.236002,94.737917,6.97,36.45,loam,40.69,soilgrids_synthetic,simulated
ISRO-1999-0556,24.907344,94.288957,5.66,30.72,loam,82.03,soilgrids_synthetic,simulated
ISRO-2011-0557,25.860129,94.071121,5.9,31.01,clay,34.61,soilgrids_synthetic,simulated
ISRO-2001-0558,23.742032,92.272471,5.6,10.59,clay loam,75.45,soilgrids_synthetic,simulated
ISRO-2002-0559,23.525654,92.332766,5.37,41.87,sandy clay loam,75.21,soilgrids_synthetic,simulated
ISRO-2014-0560,27.370249,91.797827,5.43,8.77,clay loam,59.62,soilgrids_synthetic,simulated
ISRO-2009-0561,25.06796,94.245207,6.72,48.76,silty clay loam,46.7,soilgrids_synthetic,simulated
ISRO-2005-0562,26.51681,94.012461,5.86,38.95,sandy loam,40.2,soilgrids_synthetic,simulated
ISRO-2009-0563,23.496955,91.778098,5.78,0.26,sandy loam,50.69,soilgrids_synthetic,simulated
ISRO-2001-0564,27.548737,91.755828,6.35,22.95,clay loam,56.31,soilgrids_synthetic,simulated
ISRO-2019-0565,27.311007,88.207132,6.26,0.68,sandy loam,76.41,soilgrids_synthetic,simulated
ISRO-2000-0566,26.4569,94.13669,4.93,5.69,clay loam,42.15,soilgrids_synthetic,simulated
ISRO-2003-0567,27.325379,88.735305,4.67,40.62,sandy loam,74.42,soilgrids_synthetic,simulated
ISRO-2014-0568,27.782844,91.620716,6.56,14.22,clay,35.54,soilgrids_synthetic,simulated
ISRO-2006-0569,26.887439,93.240006,6.82,28.2,sandy loam,37.61,soilgrids_synthetic,simulated
ISRO-1998-0570,25.587874,92.575188,6.83,18.03,sandy loam,64.26,soilgrids_synthetic,simulated
ISRO-2022-0571,22.771313,92.687119,6.12,6.92,sandy clay loam,64.39,soilgrids_synthetic,simulated
ISRO-2011-0572,22.937939,92.701721,4.96,4.2,loam,56.41,soilgrids_synthetic,simulated
ISRO-2018-0573,25.889535,93.894615,6.04,44.17,clay,56.46,soilgrids_synthetic,simulated
ISRO-2014-0574,23.834531,92.502879,6.15,19.37,loam,46.24,soilgrids_synthetic,simulated
ISRO-2016-0575,23.351361,91.45567,6.73,26.76,clay,48.55,soilgrids_synthetic,simulated
ISRO-2013-0576,25.211507,94.343295,5.64,19.62,clay,32.43,soilgrids_synthetic,simulated
ISRO-2000-0577,26.436628,94.682069,5.43,17.7,clay,43.44,soilgrids_synthetic,simulated
ISRO-2001-0578,23.424659,92.673298,6.01,98.21,clay,63.14,soilgrids_synthetic,simulated
ISRO-2000-0579,25.561425,91.174731,4.63,54.48,sandy loam,65.6,soilgrids_synthetic,simulated
ISRO-2006-0580,22.785637,92.874256,5.56,6.41,loam,80.74,soilgrids_synthetic,simulated
ISRO-2003-0581,25.450463,90.286884,6.58,21.73,clay loam,49.29,soilgrids_synthetic,simulated
ISRO-2005-0582,26.481852,94.172207,6.07,32.69,sandy loam,44.1,soilgrids_synthetic,simulated
ISRO-2020-0583,24.303683,93.937149,5.13,0.32,sandy loam,67.82,soilgrids_synthetic,simulated
ISRO-2012-0584,24.954258,94.255449,5.91,38.28,clay loam,81.39,soilgrids_synthetic,simulated
ISRO-1998-0585,23.390623,91.680059,5.44,5.87,silty clay loam,54.97,soilgrids_synthetic,simulated
ISRO-2021-0586,25.973281,94.630036,4.78,73.0,clay loam,31.46,soilgrids_synthetic,simulated
ISRO-2019-0587,24.614297,93.885812,5.16,6.02,loam,82.44,soilgrids_synthetic,simulated
ISRO-2008-0588,24.489247,93.912455,6.15,19.4,clay loam,49.43,soilgrids_synthetic,simulated
ISRO-2001-0589,25.398469,92.493224,4.92,34.79,loam,59.85,soilgrids_synthetic,simulated
ISRO-2013-0590,25.700591,92.733465,4.62,1.0,clay,32.04,soilgrids_synthetic,simulated
ISRO-2009-0591,24.521533,93.783666,5.02,1.01,loam,61.23,soilgrids_synthetic,simulated
ISRO-2013-0592,28.055015,94.60823,5.31,14.85,sandy loam,68.47,soilgrids_synthetic,simulated
ISRO-2015-0593,26.274767,93.815602,4.98,17.58,loam,53.81,soilgrids_synthetic,simulated
ISRO-1999-0594,25.468216,90.271589,4.68,17.17,loam,31.22,soilgrids_synthetic,simulated
ISRO-2007-0595,27.591269,92.012062,5.74,11.46,silty clay loam,65.25,soilgrids_synthetic,simulated
ISRO-2010-0596,25.401878,91.610982,5.79,5.6,loam,65.05,soilgrids_synthetic,simulated
ISRO-2003-0597,26.604706,94.072043,6.38,4.17,silty clay loam,61.19,soilgrids_synthetic,simulated
ISRO-2008-0598,25.09096,91.987833,5.87,47.08,sandy clay loam,32.06,soilgrids_synthetic,simulated
ISRO-2022-0599,24.684009,93.809449,6.57,50.8,sandy loam,50.08,soilgrids_synthetic,simulated
ISRO-2004-0600,26.727691,93.907916,6.73,18.5,loam,47.73,soilgrids_synthetic,simulated
ISRO-2008-0601,25.554363,90.073032,6.99,31.89,clay loam,30.21,soilgrids_synthetic,simulated
ISRO-2008-0602,25.039508,94.108753,5.02,9.76,sandy loam,33.59,soilgrids_synthetic,simulated
ISRO-2003-0603,26.500303,94.220286,6.58,44.28,silty clay loam,70.86,soilgrids_synthetic,simulated
ISRO-2008-0604,23.451085,91.439462,5.45,8.22,clay,55.74,soilgrids_synthetic,simulated
ISRO-2015-0605,28.220073,94.616106,6.37,24.91,clay loam,55.18,soilgrids_synthetic,simulated
ISRO-2019-0606,27.562491,91.687466,6.99,2.15,loam,67.06,soilgrids_synthetic,simulated
ISRO-2001-0607,25.137712,93.950844,4.86,41.61,clay loam,64.09,soilgrids_synthetic,simulated
ISRO-2009-0608,25.565118,90.76163,6.46,14.35,clay,35.39,soilgrids_synthetic,simulated
ISRO-2014-0609,27.307635,88.296688,6.84,9.61,loam,32.1,soilgrids_synthetic,simulated
ISRO-2015-0610,25.542236,91.009657,6.18,0.53,silty clay loam,48.2,soilgrids_synthetic,simulated
ISRO-2001-0611,23.448419,92.751332,6.16,51.05,silty clay loam,47.02,soilgrids_synthetic,simulated
ISRO-2007-0612,27.549857,88.462512,5.14,10.03,loam,81.23,soilgrids_synthetic,simulated
ISRO-2003-0613,28.103187,94.894394,6.79,10.54,clay,77.13,soilgrids_synthetic,simulated
ISRO-2015-0614,27.036082,93.189717,6.15,23.6,silty clay loam,39.61,soilgrids_synthetic,simulated
ISRO-2007-0615,28.320587,94.61199,5.73,4.82,sandy loam,81.15,soilgrids_synthetic,simulated
ISRO-2007-0616,23.330474,91.487881,5.52,1.81,loam,54.84,soilgrids_synthetic,simulated
ISRO-2015-0617,25.293346,91.528858,5.04,11.55,clay loam,38.41,soilgrids_synthetic,simulated
ISRO-2007-0618,26.41218,94.765834,6.91,0.4,loam,37.56,soilgrids_synthetic,simulated
ISRO-2011-0619,23.950336,91.34759,6.99,80.22,loam,36.48,soilgrids_synthetic,simulated
ISRO-2003-0620,23.14032,92.663894,4.98,5.31,clay loam,35.16,soilgrids_synthetic,simulated
ISRO-2001-0621,26.329536,94.193179,6.02,9.08,silty clay loam,82.22,soilgrids_synthetic,simulated
ISRO-1998-0622,23.460617,92.763328,4.96,13.35,clay loam,53.03,soilgrids_synthetic,simulated
ISRO-2009-0623,27.95414,94.855941,4.5,2.08,sandy loam,72.3,soilgrids_synthetic,simulated
ISRO-2005-0624,25.416403,92.766553,4.76,4.39,sandy clay loam,34.91,soilgrids_synthetic,simulated
ISRO-2015-0625,25.42768,92.74775,6.64,9.02,clay,75.89,soilgrids_synthetic,simulated
ISRO-2003-0626,25.481464,91.533431,6.27,16.74,loam,82.23,soilgrids_synthetic,simulated
ISRO-2015-0627,27.25142,88.467473,6.78,12.28,sandy loam,68.43,soilgrids_synthetic,simulated
ISRO-2010-0628,27.493355,88.450425,6.51,28.41,loam,30.5,soilgrids_synthetic,simulated
ISRO-2013-0629,25.454599,91.367442,4.68,40.62,sandy loam,66.38,soilgrids_synthetic,simulated
ISRO-1999-0630,28.112398,94.757494,6.64,80.65,sandy clay loam,67.89,soilgrids_synthetic,simulated
ISRO-2004-0631,26.825372,92.908116,4.67,19.69,loam,50.0,soilgrids_synthetic,simulated
ISRO-2001-0632,23.740122,91.462762,4.58,24.67,loam,60.9,soilgrids_synthetic,simulated
ISRO-2011-0633,28.124817,94.75132,6.48,4.9,silty clay loam,42.86,soilgrids_synthetic,simulated
ISRO-2021-0634,26.506477,94.261788,6.69,8.03,loam,70.92,soilgrids_synthetic,simulated
ISRO-2009-0635,26.502867,94.442157,6.59,8.49,clay,69.17,soilgrids_synthetic,simulated
ISRO-2002-0636,27.340676,88.558351,5.74,29.44,loam,31.55,soilgrids_synthetic,simulated
ISRO-2021-0637,26.395235,93.956115,6.05,5.81,clay,40.42,soilgrids_synthetic,simulated
ISRO-2015-0638,27.671731,91.963962,6.15,1.59,clay,82.75,soilgrids_synthetic,simulated
ISRO-2018-0639,26.47527,93.832353,6.31,5.34,sandy loam,40.15,soilgrids_synthetic,simulated
ISRO-2016-0640,26.718024,93.808352,6.93,9.88,sandy loam,42.0,soilgrids_synthetic,simulated
ISRO-2013-0641,26.103417,94.465825,5.64,0.42,loam,81.67,soilgrids_synthetic,simulated
ISRO-2020-0642,26.53829,94.599823,5.95,1.71,loam,60.74,soilgrids_synthetic,simulated
ISRO-1999-0643,25.269943,90.863695,6.75,101.01,sandy loam,69.52,soilgrids_synthetic,simulated
ISRO-2006-0644,25.667472,92.897952,5.28,3.16,loam,35.8,soilgrids_synthetic,simulated
ISRO-2009-0645,23.358666,91.381382,6.4,9.81,clay loam,41.52,soilgrids_synthetic,simulated
ISRO-2022-0646,23.719763,91.412827,6.08,68.43,silty clay loam,33.86,soilgrids_synthetic,simulated
ISRO-2001-0647,25.415906,92.808217,6.08,1.94,clay loam,60.51,soilgrids_synthetic,simulated
ISRO-2002-0648,25.252141,92.702105,5.92,17.49,sandy clay loam,82.54,soilgrids_synthetic,simulated
ISRO-1999-0649,25.583085,91.161327,6.86,8.94,sandy loam,36.78,soilgrids_synthetic,simulated
ISRO-2001-0650,26.587464,94.190177,5.33,8.14,clay loam,75.34,soilgrids_synthetic,simulated
ISRO-2004-0651,23.336079,91.435115,6.41,42.47,sandy clay loam,83.83,soilgrids_synthetic,simulated
ISRO-1999-0652,26.18659,92.775594,6.73,20.66,sandy loam,59.34,soilgrids_synthetic,simulated
ISRO-2007-0653,25.268933,92.596423,5.9,26.16,clay loam,39.88,soilgrids_synthetic,simulated
ISRO-2010-0654,24.971141,93.918817,5.14,40.78,clay loam,40.68,soilgrids_synthetic,simulated
ISRO-2008-0655,26.452513,94.306241,5.47,53.96,clay,33.81,soilgrids_synthetic,simulated
ISRO-2001-0656,25.996637,93.802971,5.14,26.09,silty clay loam,69.08,soilgrids_synthetic,simulated
ISRO-2000-0657,25.860935,90.289652,4.74,27.27,clay,34.06,soilgrids_synthetic,simulated
ISRO-2013-0658,23.461453,91.563317,6.36,3.96,clay loam,32.55,soilgrids_synthetic,simulated
ISRO-2007-0659,27.074869,88.51394,5.84,16.0,loam,48.45,soilgrids_synthetic,simulated
ISRO-2018-0660,23.579855,92.640938,4.67,14.46,clay loam,83.35,soilgrids_synthetic,simulated
ISRO-2021-0661,26.401332,94.243081,5.13,54.03,clay loam,80.87,soilgrids_synthetic,simulated
ISRO-2005-0662,27.554225,88.316051,6.69,33.45,loam,78.28,soilgrids_synthetic,simulated
ISRO-2022-0663,25.970705,93.781146,5.26,52.62,silty clay loam,30.24,soilgrids_synthetic,simulated
ISRO-1998-0664,26.466115,93.049348,5.67,21.89,sandy loam,64.27,soilgrids_synthetic,simulated
ISRO-2006-0665,23.569103,91.522514,5.7,13.77,silty clay loam,52.87,soilgrids_synthetic,simulated
ISRO-2000-0666,25.367092,92.281912,5.39,27.97,clay loam,54.62,soilgrids_synthetic,simulated
ISRO-2008-0667,26.221903,94.83292,6.91,0.44,clay loam,38.11,soilgrids_synthetic,simulated
ISRO-2015-0668,25.482927,91.564714,6.13,7.82,clay,83.85,soilgrids_synthetic,simulated
ISRO-2005-0669,27.284708,88.511705,6.19,17.37,loam,57.59,soilgrids_synthetic,simulated
ISRO-2014-0670,25.575472,91.202179,6.53,4.13,silty clay loam,78.32,soilgrids_synthetic,simulated
ISRO-2014-0671,24.288633,93.721093,6.45,48.59,clay loam,80.25,soilgrids_synthetic,simulated
ISRO-2018-0672,28.007848,94.522669,5.67,14.5,sandy loam,53.44,soilgrids_synthetic,simulated
ISRO-2004-0673,26.21079,93.7582,5.46,32.99,loam,63.37,soilgrids_synthetic,simulated
ISRO-2003-0674,26.239552,93.692999,6.43,73.07,clay loam,59.01,soilgrids_synthetic,simulated
ISRO-2022-0675,27.281856,88.566867,5.96,47.02,loam,79.71,soilgrids_synthetic,simulated
ISRO-2015-0676,25.350602,90.942104,4.78,84.12,loam,60.13,soilgrids_synthetic,simulated
ISRO-2003-0677,26.659056,93.883824,5.7,53.06,clay loam,31.46,soilgrids_synthetic,simulated
ISRO-1998-0678,25.629971,91.223877,4.67,21.34,clay loam,34.48,soilgrids_synthetic,simulated
ISRO-2021-0679,27.272995,88.525324,5.25,24.01,silty clay loam,40.84,soilgrids_synthetic,simulated
ISRO-2014-0680,27.263466,88.715836,5.08,24.83,loam,40.52,soilgrids_synthetic,simulated
ISRO-2001-0681,28.255938,94.859351,5.14,1.36,clay,66.87,soilgrids_synthetic,simulated
ISRO-2011-0682,26.4728,93.752925,6.92,50.66,clay loam,68.21,soilgrids_synthetic,simulated
ISRO-2002-0683,26.472974,92.645961,4.56,0.98,clay loam,70.21,soilgrids_synthetic,simulated
ISRO-1999-0684,26.254885,94.048074,4.63,50.71,clay loam,53.15,soilgrids_synthetic,simulated
ISRO-2021-0685,23.253865,92.791447,5.73,5.33,sandy loam,54.08,soilgrids_synthetic,simulated
ISRO-1998-0686,26.250157,93.925184,5.11,4.79,clay loam,41.66,soilgrids_synthetic,simulated
ISRO-2008-0687,23.022943,92.706306,5.63,44.11,clay,71.64,soilgrids_synthetic,simulated
ISRO-2022-0688,27.10313,88.061764,6.86,45.74,clay loam,39.79,soilgrids_synthetic,simulated
ISRO-2019-0689,25.331259,91.234246,6.2,63.78,loam,70.45,soilgrids_synthetic,simulated
ISRO-2009-0690,27.213556,95.00508,6.39,10.7,clay loam,73.0,soilgrids_synthetic,simulated
ISRO-2009-0691,22.774779,92.764712,4.62,4.88,sandy clay loam,60.34,soilgrids_synthetic,simulated
ISRO-2021-0692,27.15528,92.921569,6.51,0.33,clay,77.43,soilgrids_synthetic,simulated
ISRO-2005-0693,25.053339,94.034695,6.12,38.29,loam,44.44,soilgrids_synthetic,simulated
ISRO-2011-0694,27.995024,94.935788,4.98,70.44,sandy clay loam,81.64,soilgrids_synthetic,simulated
ISRO-2006-0695,25.238049,91.481044,4.67,29.21,loam,57.91,soilgrids_synthetic,simulated
ISRO-2021-0696,25.431923,92.5006,6.78,88.13,sandy loam,73.42,soilgrids_synthetic,simulated
ISRO-2002-0697,26.689619,93.824017,6.8,115.77,clay,51.75,soilgrids_synthetic,simulated
ISRO-2022-0698,27.388369,95.375345,4.79,12.76,silty clay loam,78.89,soilgrids_synthetic,simulated
ISRO-2015-0699,26.725294,94.03433,6.77,9.59,sandy clay loam,78.36,soilgrids_synthetic,simulated
ISRO-2012-0700,25.854718,93.93492,5.04,47.53,sandy clay loam,57.09,soilgrids_synthetic,simulated
ISRO-2011-0701,23.283652,91.798642,5.24,16.35,loam,66.77,soilgrids_synthetic,simulated
ISRO-2008-0702,25.804522,90.073562,5.33,2.0,loam,80.76,soilgrids_synthetic,simulated
ISRO-2009-0703,27.167817,93.052796,6.77,77.81,clay loam,35.28,soilgrids_synthetic,simulated
ISRO-1998-0704,23.853848,91.417425,6.98,24.83,clay loam,44.72,soilgrids_synthetic,simulated
ISRO-2008-0705,23.285565,91.406609,5.41,18.85,clay,62.54,soilgrids_synthetic,simulated
ISRO-2007-0706,26.548486,92.941976,5.66,79.69,silty clay loam,58.62,soilgrids_synthetic,simulated
ISRO-2008-0707,23.341364,91.791691,5.52,108.11,clay,48.89,soilgrids_synthetic,simulated
ISRO-2020-0708,26.349733,94.316631,6.14,0.13,loam,57.37,soilgrids_synthetic,simulated
ISRO-2003-0709,28.19802,94.578571,5.21,14.08,sandy clay loam,66.59,soilgrids_synthetic,simulated
ISRO-2007-0710,23.72457,92.507945,6.74,12.71,clay loam,61.81,soilgrids_synthetic,simulated
ISRO-2019-0711,27.236507,88.436654,6.37,9.51,loam,57.89,soilgrids_synthetic,simulated
ISRO-2017-0712,23.69602,91.62282,4.8,4.36,clay loam,44.6,soilgrids_synthetic,simulated
ISRO-2001-0713,26.600341,92.977044,5.32,67.51,sandy clay loam,68.12,soilgrids_synthetic,simulated
ISRO-2011-0714,23.657274,92.701931,6.57,40.61,silty clay loam,38.02,soilgrids_synthetic,simulated
ISRO-2022-0715,25.493024,91.202072,6.75,9.96,sandy loam,77.45,soilgrids_synthetic,simulated
ISRO-2017-0716,26.282177,93.78428,4.65,1.44,sandy loam,78.05,soilgrids_synthetic,simulated
ISRO-2020-0717,24.399362,93.787755,4.57,17.64,sandy clay loam,52.1,soilgrids_synthetic,simulated
ISRO-2013-0718,27.284018,88.50703,6.49,77.27,loam,79.1,soilgrids_synthetic,simulated
ISRO-2015-0719,24.58382,94.24157,4.89,30.61,sandy clay loam,73.91,soilgrids_synthetic,simulated
ISRO-2016-0720,26.226443,93.692954,4.76,20.69,clay,80.6,soilgrids_synthetic,simulated
ISRO-2000-0721,23.905446,92.622323,5.97,9.74,sandy loam,72.45,soilgrids_synthetic,simulated
ISRO-2006-0722,23.023137,92.950659,5.54,44.94,clay loam,31.14,soilgrids_synthetic,simulated
ISRO-2015-0723,23.724491,92.611964,6.04,5.39,clay,52.0,soilgrids_synthetic,simulated
ISRO-2004-0724,25.618783,91.189613,4.75,6.85,loam,32.27,soilgrids_synthetic,simulated
ISRO-2001-0725,25.207092,91.535961,6.32,5.0,loam,65.71,soilgrids_synthetic,simulated
ISRO-2008-0726,27.252622,88.430138,4.82,0.01,clay loam,47.91,soilgrids_synthetic,simulated
ISRO-1999-0727,24.927476,94.40688,5.49,0.34,sandy loam,32.45,soilgrids_synthetic,simulated
ISRO-2005-0728,25.350954,92.625367,6.65,22.43,sandy loam,72.65,soilgrids_synthetic,simulated
ISRO-2007-0729,24.829207,94.193362,6.47,2.31,sandy clay loam,71.44,soilgrids_synthetic,simulated
ISRO-2006-0730,27.376682,88.624734,5.05,27.43,silty clay loam,47.05,soilgrids_synthetic,simulated
ISRO-2007-0731,26.016412,93.785368,5.01,26.0,loam,55.62,soilgrids_synthetic,simulated
ISRO-2000-0732,26.342669,94.747431,5.28,24.63,clay,33.69,soilgrids_synthetic,simulated
ISRO-2012-0733,27.306859,88.627225,4.82,19.51,clay,48.88,soilgrids_synthetic,simulated
ISRO-2014-0734,23.416059,91.763131,5.9,32.11,loam,73.02,soilgrids_synthetic,simulated
ISRO-2000-0735,25.527484,90.132809,6.14,21.46,silty clay loam,74.86,soilgrids_synthetic,simulated
ISRO-2005-0736,26.361749,94.342603,5.12,4.63,loam,84.43,soilgrids_synthetic,simulated
ISRO-2019-0737,26.292427,94.233238,5.74,8.26,loam,76.35,soilgrids_synthetic,simulated
ISRO-2000-0738,26.270389,93.914588,5.6,20.36,sandy loam,47.77,soilgrids_synthetic,simulated
ISRO-2009-0739,27.490694,88.667715,5.88,6.09,loam,40.18,soilgrids_synthetic,simulated
ISRO-2011-0740,25.586284,90.18207,6.12,66.79,clay loam,77.89,soilgrids_synthetic,simulated
ISRO-2009-0741,25.254667,91.123429,6.38,96.59,clay loam,63.15,soilgrids_synthetic,simulated
ISRO-2019-0742,22.672968,93.046229,4.75,6.18,clay,71.08,soilgrids_synthetic,simulated
ISRO-2003-0743,27.546886,91.877803,5.19,73.77,loam,75.17,soilgrids_synthetic,simulated
ISRO-1998-0744,27.082096,88.078529,4.55,4.08,sandy loam,58.02,soilgrids_synthetic,simulated
ISRO-2009-0745,25.27279,90.965113,5.03,4.12,loam,54.51,soilgrids_synthetic,simulated
ISRO-1998-0746,27.327798,88.39878,4.96,4.69,loam,57.41,soilgrids_synthetic,simulated
ISRO-2013-0747,24.949608,94.342778,6.96,40.76,silty clay loam,77.67,soilgrids_synthetic,simulated
ISRO-2016-0748,23.622476,92.330136,4.55,32.43,silty clay loam,61.59,soilgrids_synthetic,simulated
ISRO-2014-0749,22.833096,92.571362,6.51,15.6,sandy loam,30.9,soilgrids_synthetic,simulated
ISRO-2022-0750,23.903973,92.53598,5.28,4.41,clay loam,75.39,soilgrids_synthetic,simulated
ISRO-2009-0751,25.309429,91.034587,5.14,46.38,clay loam,51.71,soilgrids_synthetic,simulated
ISRO-2017-0752,24.97862,94.530034,6.29,7.14,loam,43.48,soilgrids_synthetic,simulated
ISRO-2001-0753,23.661646,91.721925,5.37,8.18,clay,66.17,soilgrids_synthetic,simulated
ISRO-2018-0754,27.185543,92.825843,6.77,6.75,sandy clay loam,73.45,soilgrids_synthetic,simulated
ISRO-2001-0755,25.260317,92.947045,6.36,15.08,loam,34.07,soilgrids_synthetic,simulated
ISRO-2009-0756,24.2528,94.039627,6.12,3.14,sandy clay loam,74.56,soilgrids_synthetic,simulated
ISRO-2004-0757,25.401066,91.365924,6.83,4.63,silty clay loam,53.39,soilgrids_synthetic,simulated
ISRO-2001-0758,23.835241,91.454092,4.99,82.47,clay,80.97,soilgrids_synthetic,simulated
ISRO-2006-0759,27.485013,88.59336,4.7,6.97,clay loam,39.91,soilgrids_synthetic,simulated
ISRO-1998-0760,24.841494,94.255437,5.47,1.31,sandy clay loam,54.23,soilgrids_synthetic,simulated
ISRO-2002-0761,27.86653,94.736352,4.97,42.78,sandy clay loam,79.32,soilgrids_synthetic,simulated
ISRO-2006-0762,27.61462,88.183177,5.6,8.38,sandy clay loam,42.6,soilgrids_synthetic,simulated
ISRO-1999-0763,25.018769,94.169173,5.76,2.46,loam,56.38,soilgrids_synthetic,simulated
ISRO-2008-0764,26.433372,94.739887,4.68,32.87,clay loam,53.28,soilgrids_synthetic,simulated
