event_id,latitude,longitude,date,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,data_source,data_quality
ISRO-2004-0456,22.665105,92.957917,2004-03-05,0.04,0.03,0.38,0.96,1.09,3.65,0.042,gpm_synthetic,simulated
ISRO-2004-0457,26.279589,93.798665,2004-07-06,1.81,0.92,11.34,29.33,38.79,120.55,1.808,gpm_synthetic,simulated
ISRO-2001-0458,25.458526,91.189733,2001-06-02,8.5,20.43,10.78,69.71,205.25,857.09,8.498,gpm_synthetic,simulated
ISRO-2004-0459,24.459905,93.75561,2004-07-04,17.74,24.11,153.86,245.25,564.69,756.56,17.742,gpm_synthetic,simulated
ISRO-2005-0460,26.422925,94.145337,2005-07-24,0.52,2.0,28.05,79.22,83.96,119.05,0.524,gpm_synthetic,simulated
ISRO-2016-0461,27.935502,94.662856,2016-06-14,1.66,8.43,18.89,21.78,27.51,62.67,1.663,gpm_synthetic,simulated
ISRO-2013-0462,23.340705,92.469455,2013-04-17,0.01,1.03,0.48,5.19,6.46,15.87,0.014,gpm_synthetic,simulated
ISRO-2005-0463,25.873692,93.662389,2005-11-12,0.97,9.36,18.07,32.98,34.98,37.46,0.972,gpm_synthetic,simulated
ISRO-1999-0464,25.32655,90.915638,1999-07-19,1.4,2.65,4.58,41.12,55.63,99.43,1.404,gpm_synthetic,simulated
ISRO-2022-0465,23.927181,91.47609,2022-09-23,1.02,97.06,230.84,263.41,310.14,2013.48,1.022,gpm_synthetic,simulated
ISRO-2013-0466,26.40747,92.975518,2013-10-12,2.0,0.36,3.98,19.31,44.71,186.15,1.999,gpm_synthetic,simulated
ISRO-2015-0467,25.82846,90.518139,2015-08-25,3.62,0.85,0.43,28.53,37.43,76.28,3.62,gpm_synthetic,simulated
ISRO-2004-0468,26.612368,94.347898,2004-06-12,0.63,64.38,107.71,75.36,159.35,483.09,0.63,gpm_synthetic,simulated
ISRO-2000-0469,27.70851,91.675086,2000-07-24,0.22,10.24,3.34,39.73,45.32,97.27,0.224,gpm_synthetic,simulated
ISRO-2009-0470,26.625656,93.982301,2009-06-10,4.93,8.84,34.91,55.69,142.36,504.82,4.932,gpm_synthetic,simulated
ISRO-2022-0471,26.91346,92.794195,2022-03-07,1.46,4.65,11.4,20.95,39.27,77.71,1.455,gpm_synthetic,simulated
ISRO-2014-0472,26.565323,94.419936,2014-09-26,0.11,3.26,24.73,14.3,22.34,24.6,0.112,gpm_synthetic,simulated
ISRO-2015-0473,25.08913,92.229011,2015-04-26,0.08,11.18,21.14,35.85,58.49,59.23,0.076,gpm_synthetic,simulated
ISRO-2011-0474,25.013929,94.630113,2011-07-04,0.08,0.25,1.03,2.88,4.39,4.7,0.078,gpm_synthetic,simulated
ISRO-1998-0475,27.426761,91.831165,1998-08-18,0.58,16.07,2.14,16.63,27.93,144.31,0.577,gpm_synthetic,simulated
ISRO-1998-0476,26.853315,92.906194,1998-02-05,0.14,0.38,2.04,2.9,5.84,6.78,0.145,gpm_synthetic,simulated
ISRO-2021-0477,23.049084,92.833878,2021-08-04,1.84,89.65,3.47,107.71,147.44,1393.52,1.845,gpm_synthetic,simulated
ISRO-2008-0478,23.389913,91.692915,2008-09-23,0.04,0.1,0.33,1.03,1.12,7.79,0.037,gpm_synthetic,simulated
ISRO-2016-0479,25.722491,90.185371,2016-12-09,0.1,3.04,0.24,1.91,2.36,7.93,0.099,gpm_synthetic,simulated
ISRO-2008-0480,26.285091,94.595155,2008-09-12,0.08,0.14,0.29,1.42,2.56,2.79,0.076,gpm_synthetic,simulated
ISRO-2015-0481,24.871363,94.476314,2015-12-17,0.06,1.11,0.14,1.58,2.07,2.12,0.06,gpm_synthetic,simulated
ISRO-2003-0482,25.391653,90.962009,2003-07-08,1.05,21.93,48.79,50.29,75.93,420.08,1.051,gpm_synthetic,simulated
ISRO-2018-0483,24.768768,94.503122,2018-07-03,1.25,11.28,27.77,71.79,160.06,396.52,1.248,gpm_synthetic,simulated
ISRO-2021-0484,26.412062,94.231903,2021-08-07,17.89,9.58,60.38,226.45,232.85,1266.58,17.887,gpm_synthetic,simulated
ISRO-2000-0485,26.20994,93.04952,2000-01-12,0.01,0.12,1.26,0.43,1.35,1.5,0.011,gpm_synthetic,simulated
ISRO-2015-0486,25.0073,94.506443,2015-12-13,0.19,0.28,6.14,6.81,12.04,21.52,0.192,gpm_synthetic,simulated
ISRO-2021-0487,27.177386,88.421229,2021-08-18,5.24,49.59,126.38,203.17,239.92,380.41,5.242,gpm_synthetic,simulated
ISRO-2005-0488,26.450033,93.816748,2005-05-06,0.38,0.64,10.59,17.05,19.42,46.25,0.376,gpm_synthetic,simulated
ISRO-2007-0489,27.384247,95.356453,2007-08-24,0.48,2.34,8.8,7.31,10.75,68.29,0.476,gpm_synthetic,simulated
ISRO-2019-0490,27.243187,88.547956,2019-08-09,0.25,1.1,1.89,6.06,8.8,39.8,0.248,gpm_synthetic,simulated
ISRO-2003-0491,25.483421,92.023,2003-06-25,1.15,8.88,15.85,47.56,48.26,109.39,1.15,gpm_synthetic,simulated
ISRO-2001-0492,27.504969,95.215714,2001-08-16,45.78,148.58,84.2,255.5,628.42,946.52,45.782,gpm_synthetic,simulated
ISRO-2006-0493,25.074551,94.098849,2006-04-03,0.84,1.14,32.07,20.58,34.11,120.5,0.835,gpm_synthetic,simulated
ISRO-2002-0494,27.49086,88.45488,2002-10-03,0.87,2.34,0.5,5.5,5.9,28.67,0.865,gpm_synthetic,simulated
ISRO-2021-0495,23.007458,92.584469,2021-12-17,0.04,6.27,0.88,4.72,10.85,25.93,0.038,gpm_synthetic,simulated
ISRO-2005-0496,25.214864,91.497399,2005-07-08,3.82,8.13,61.62,99.44,155.56,566.97,3.818,gpm_synthetic,simulated
ISRO-2008-0497,26.221671,93.026925,2008-08-04,8.27,8.18,33.11,25.1,49.34,98.48,8.267,gpm_synthetic,simulated
ISRO-1999-0498,27.019699,88.296742,1999-04-18,0.89,0.35,0.29,14.88,17.92,36.07,0.892,gpm_synthetic,simulated
ISRO-2007-0499,27.385917,91.660066,2007-12-13,0.0,0.01,0.26,0.14,0.22,0.39,0.002,gpm_synthetic,simulated
ISRO-2000-0500,26.111787,94.368857,2000-04-01,1.39,28.43,3.09,30.41,55.76,60.49,1.393,gpm_synthetic,simulated
ISRO-2015-0501,22.828558,92.975934,2015-08-07,0.05,0.02,0.16,0.66,0.77,1.02,0.052,gpm_synthetic,simulated
ISRO-2002-0502,24.556112,93.781893,2002-11-05,0.45,0.76,0.86,4.6,6.06,9.14,0.447,gpm_synthetic,simulated
ISRO-2004-0503,22.876386,92.593869,2004-06-20,0.7,2.78,3.93,11.52,23.25,24.88,0.705,gpm_synthetic,simulated
ISRO-2017-0504,26.723446,94.075981,2017-08-18,7.91,4.12,0.35,58.23,63.65,223.35,7.914,gpm_synthetic,simulated
ISRO-2014-0505,26.32307,94.51201,2014-07-11,0.02,1.75,0.05,5.9,6.12,17.76,0.019,gpm_synthetic,simulated
ISRO-2009-0506,27.32675,88.117641,2009-08-25,0.1,43.36,6.78,64.14,87.91,188.29,0.098,gpm_synthetic,simulated
ISRO-2007-0507,25.50876,91.624802,2007-08-19,0.47,5.36,12.72,12.34,14.09,57.42,0.474,gpm_synthetic,simulated
ISRO-2005-0508,26.62671,92.747558,2005-12-22,0.46,1.82,1.16,7.3,9.23,27.16,0.463,gpm_synthetic,simulated
ISRO-2000-0509,26.644571,94.090658,2000-11-19,0.52,2.88,2.29,6.22,8.39,20.82,0.521,gpm_synthetic,simulated
ISRO-2008-0510,23.237409,92.464536,2008-08-11,0.82,3.2,229.67,141.44,203.57,299.64,0.822,gpm_synthetic,simulated
ISRO-2007-0511,26.287101,92.914636,2007-08-09,1.21,2.27,9.41,58.11,63.8,269.96,1.209,gpm_synthetic,simulated
ISRO-1999-0512,26.839067,92.800476,1999-10-21,0.05,0.24,0.59,2.13,2.3,8.83,0.047,gpm_synthetic,simulated
ISRO-2012-0513,26.560898,94.293377,2012-07-25,0.96,15.79,49.18,53.01,137.7,414.52,0.959,gpm_synthetic,simulated
ISRO-2020-0514,25.197742,91.506001,2020-11-20,0.05,0.44,2.95,3.19,4.72,15.74,0.047,gpm_synthetic,simulated
ISRO-2017-0515,27.200158,88.433929,2017-08-08,33.33,103.61,32.26,276.89,335.7,843.7,33.329,gpm_synthetic,simulated
ISRO-2021-0516,26.349106,94.69352,2021-12-11,11.57,32.15,65.86,121.0,174.68,350.68,11.574,gpm_synthetic,simulated
ISRO-2017-0517,25.904309,90.41557,2017-07-17,0.45,0.05,5.71,10.07,26.87,30.49,0.45,gpm_synthetic,simulated
ISRO-2010-0518,27.177985,93.104637,2010-07-22,3.87,9.37,59.7,103.51,111.09,257.46,3.867,gpm_synthetic,simulated
ISRO-2009-0519,25.377604,90.76562,2009-07-19,21.2,23.71,76.61,204.22,301.14,308.45,21.197,gpm_synthetic,simulated
ISRO-2008-0520,25.386992,91.440436,2008-11-01,0.55,1.1,0.25,7.67,14.68,33.46,0.548,gpm_synthetic,simulated
ISRO-2011-0521,23.590115,92.680003,2011-08-11,2.28,9.87,46.08,50.44,88.09,88.24,2.276,gpm_synthetic,simulated
ISRO-2011-0522,24.479774,94.131007,2011-12-20,0.13,1.93,6.02,13.04,24.64,74.04,0.127,gpm_synthetic,simulated
ISRO-2013-0523,25.642927,91.476994,2013-09-25,2.61,20.52,7.02,28.96,52.17,59.81,2.61,gpm_synthetic,simulated
ISRO-2020-0524,25.453417,91.902067,2020-03-04,0.01,0.02,0.03,0.11,0.14,0.15,0.011,gpm_synthetic,simulated
ISRO-2011-0525,23.667943,91.489898,2011-05-15,0.56,59.23,11.54,49.02,73.31,323.94,0.56,gpm_synthetic,simulated
ISRO-2003-0526,23.853116,92.302907,2003-09-17,0.28,0.36,1.27,3.86,8.48,15.74,0.283,gpm_synthetic,simulated
ISRO-2009-0527,25.351243,91.099635,2009-07-10,0.07,0.11,0.04,3.64,4.88,7.32,0.066,gpm_synthetic,simulated
ISRO-2014-0528,27.085584,95.437947,2014-06-19,1.67,2.24,100.04,62.73,69.3,183.48,1.668,gpm_synthetic,simulated
ISRO-2003-0529,27.486375,88.651602,2003-08-05,0.25,5.57,9.72,33.09,33.15,189.0,0.248,gpm_synthetic,simulated
ISRO-2016-0530,25.436499,91.883581,2016-07-05,2.97,26.39,158.94,161.23,409.96,1639.66,2.966,gpm_synthetic,simulated
ISRO-2017-0531,23.064061,92.788142,2017-09-14,2.81,15.35,56.71,41.56,53.43,149.0,2.808,gpm_synthetic,simulated
ISRO-2002-0532,23.6501,91.520129,2002-06-05,11.59,6.3,28.66,73.91,167.4,267.96,11.587,gpm_synthetic,simulated
ISRO-1998-0533,27.282584,88.828094,1998-12-08,0.17,1.51,0.48,13.93,32.59,36.49,0.175,gpm_synthetic,simulated
ISRO-2015-0534,23.805911,91.261458,2015-10-23,0.34,1.37,0.28,14.4,18.79,31.54,0.344,gpm_synthetic,simulated
ISRO-2018-0535,27.181239,92.855801,2018-07-02,0.26,2.79,3.99,14.43,29.96,32.81,0.265,gpm_synthetic,simulated
ISRO-1998-0536,23.427682,91.657758,1998-11-04,1.85,23.6,22.63,47.6,61.84,379.13,1.846,gpm_synthetic,simulated
ISRO-2022-0537,23.452374,92.492172,2022-04-02,4.21,49.78,17.16,42.55,48.28,71.82,4.214,gpm_synthetic,simulated
ISRO-2009-0538,26.544644,94.21652,2009-08-19,7.84,4.91,62.65,117.36,205.21,240.81,7.837,gpm_synthetic,simulated
ISRO-1998-0539,26.012813,94.526757,1998-12-10,8.32,40.41,8.68,63.34,85.98,136.04,8.32,gpm_synthetic,simulated
ISRO-2004-0540,25.659869,92.451531,2004-12-17,0.02,0.03,0.49,0.74,0.97,2.96,0.019,gpm_synthetic,simulated
ISRO-2018-0541,23.425416,92.75927,2018-06-02,0.74,10.54,6.33,21.29,62.42,86.16,0.74,gpm_synthetic,simulated
ISRO-2019-0542,25.010181,94.200884,2019-03-26,0.18,0.33,20.49,19.71,48.32,165.32,0.184,gpm_synthetic,simulated
ISRO-1998-0543,25.262474,92.705635,1998-05-22,3.43,24.39,12.87,31.19,34.11,71.22,3.429,gpm_synthetic,simulated
ISRO-2016-0544,25.724818,91.133017,2016-08-24,2.05,3.77,6.36,20.52,38.06,117.59,2.046,gpm_synthetic,simulated
ISRO-2014-0545,25.975976,94.696241,2014-12-19,3.66,6.83,112.23,32.0,50.45,265.11,3.658,gpm_synthetic,simulated
ISRO-2004-0546,26.220924,94.579734,2004-09-27,0.05,0.85,2.02,6.0,10.53,32.75,0.046,gpm_synthetic,simulated
ISRO-2001-0547,24.965983,93.992003,2001-08-04,5.05,1.23,0.05,43.17,81.15,183.84,5.049,gpm_synthetic,simulated
ISRO-2016-0548,24.847621,94.298143,2016-08-01,4.07,288.5,11.04,291.76,533.88,2415.06,4.072,gpm_synthetic,simulated
ISRO-2019-0549,27.507639,95.101624,2019-09-05,1.6,0.01,4.54,9.74,11.99,31.95,1.6,gpm_synthetic,simulated
ISRO-2010-0550,25.576698,92.62967,2010-06-12,0.05,9.12,2.27,7.1,7.42,13.08,0.054,gpm_synthetic,simulated
ISRO-2017-0551,23.8233,92.259711,2017-07-08,5.75,52.31,166.23,72.27,72.93,118.87,5.753,gpm_synthetic,simulated
ISRO-2019-0552,24.631715,94.33564,2019-09-02,8.2,13.24,42.73,107.69,117.43,458.17,8.205,gpm_synthetic,simulated
ISRO-2011-0553,23.556986,91.051118,2011-07-14,0.46,14.49,3.34,64.25,113.02,224.59,0.455,gpm_synthetic,simulated
ISRO-2012-0554,24.739633,94.243373,2012-06-04,0.73,37.11,50.29,54.65,68.09,141.19,0.727,gpm_synthetic,simulated
ISRO-2018-0555,26.236002,94.737917,2018-10-16,0.01,0.3,0.03,0.34,0.76,0.79,0.009,gpm_synthetic,simulated
ISRO-1999-0556,24.907344,94.288957,1999-04-25,0.04,0.24,0.47,1.37,3.75,4.44,0.037,gpm_synthetic,simulated
ISRO-2011-0557,25.860129,94.071121,2011-09-27,4.19,3.84,60.97,140.72,180.23,365.04,4.191,gpm_synthetic,simulated
ISRO-2001-0558,23.742032,92.272471,2001-07-23,0.01,1.32,6.75,25.15,27.05,138.63,0.008,gpm_synthetic,simulated
ISRO-2002-0559,23.525654,92.332766,2002-12-18,1.08,0.19,4.75,6.41,7.09,10.23,1.077,gpm_synthetic,simulated
ISRO-2014-0560,27.370249,91.797827,2014-08-18,11.98,34.59,20.46,108.81,115.19,148.48,11.984,gpm_synthetic,simulated
ISRO-2009-0561,25.06796,94.245207,2009-10-07,0.37,12.32,10.21,19.56,22.09,29.8,0.368,gpm_synthetic,simulated
ISRO-2005-0562,26.51681,94.012461,2005-12-23,0.07,1.8,2.81,10.15,15.24,25.88,0.068,gpm_synthetic,simulated
ISRO-2009-0563,23.496955,91.778098,2009-01-21,0.09,0.2,0.43,1.79,3.02,8.11,0.094,gpm_synthetic,simulated
ISRO-2001-0564,27.548737,91.755828,2001-09-06,6.78,118.9,558.35,297.04,354.88,1398.56,6.778,gpm_synthetic,simulated
ISRO-2019-0565,27.311007,88.207132,2019-07-09,0.3,0.43,0.23,3.94,4.45,29.08,0.297,gpm_synthetic,simulated
ISRO-2000-0566,26.4569,94.13669,2000-09-23,3.52,1.26,11.69,18.88,26.83,86.82,3.517,gpm_synthetic,simulated
ISRO-2003-0567,27.325379,88.735305,2003-09-09,0.27,1.46,5.97,12.88,19.51,28.77,0.268,gpm_synthetic,simulated
ISRO-2014-0568,27.782844,91.620716,2014-03-10,0.24,5.07,0.25,19.7,41.9,74.01,0.238,gpm_synthetic,simulated
ISRO-2006-0569,26.887439,93.240006,2006-09-07,0.04,36.73,3.56,40.0,58.01,60.39,0.038,gpm_synthetic,simulated
ISRO-1998-0570,25.587874,92.575188,1998-09-21,0.77,8.51,6.48,18.68,26.39,174.78,0.77,gpm_synthetic,simulated
ISRO-2022-0571,22.771313,92.687119,2022-05-22,0.09,1.5,3.16,9.95,19.24,20.25,0.094,gpm_synthetic,simulated
ISRO-2011-0572,22.937939,92.701721,2011-05-24,0.13,0.59,8.56,3.48,4.14,9.22,0.135,gpm_synthetic,simulated
ISRO-2018-0573,25.889535,93.894615,2018-09-03,2.17,2.69,25.21,29.0,65.14,74.14,2.165,gpm_synthetic,simulated
ISRO-2014-0574,23.834531,92.502879,2014-08-25,0.54,5.31,3.07,15.05,16.7,112.45,0.545,gpm_synthetic,simulated
ISRO-2016-0575,23.351361,91.45567,2016-07-27,6.27,13.91,52.11,79.05,252.01,362.34,6.266,gpm_synthetic,simulated
ISRO-2013-0576,25.211507,94.343295,2013-09-18,7.66,39.89,196.5,212.85,352.43,412.56,7.662,gpm_synthetic,simulated
ISRO-2000-0577,26.436628,94.682069,2000-09-09,1.34,0.92,2.57,14.65,20.48,36.08,1.341,gpm_synthetic,simulated
ISRO-2001-0578,23.424659,92.673298,2001-06-14,0.77,1.63,30.86,22.38,23.62,53.53,0.769,gpm_synthetic,simulated
ISRO-2000-0579,25.561425,91.174731,2000-06-09,1.41,21.11,8.07,25.81,42.15,61.31,1.414,gpm_synthetic,simulated
ISRO-2006-0580,22.785637,92.874256,2006-07-02,1.0,7.03,4.77,6.54,7.23,9.34,0.997,gpm_synthetic,simulated
ISRO-2003-0581,25.450463,90.286884,2003-06-02,0.47,3.24,3.34,23.55,57.57,62.17,0.473,gpm_synthetic,simulated
ISRO-2005-0582,26.481852,94.172207,2005-05-22,0.54,0.94,5.77,4.99,6.14,11.39,0.538,gpm_synthetic,simulated
ISRO-2020-0583,24.303683,93.937149,2020-09-05,0.3,48.77,106.71,35.29,50.93,143.65,0.297,gpm_synthetic,simulated
ISRO-2012-0584,24.954258,94.255449,2012-10-10,2.18,16.42,17.33,73.19,158.03,294.25,2.178,gpm_synthetic,simulated
ISRO-1998-0585,23.390623,91.680059,1998-05-04,0.12,3.11,6.45,9.55,17.96,30.77,0.124,gpm_synthetic,simulated
ISRO-2021-0586,25.973281,94.630036,2021-12-20,0.1,0.33,0.41,2.7,4.45,12.9,0.105,gpm_synthetic,simulated
ISRO-2019-0587,24.614297,93.885812,2019-09-07,0.3,0.1,0.29,2.61,3.35,11.69,0.298,gpm_synthetic,simulated
ISRO-2008-0588,24.489247,93.912455,2008-12-21,0.07,0.27,0.77,1.63,1.86,1.92,0.07,gpm_synthetic,simulated
ISRO-2001-0589,25.398469,92.493224,2001-05-12,1.23,5.82,41.33,64.68,77.81,171.26,1.229,gpm_synthetic,simulated
ISRO-2013-0590,25.700591,92.733465,2013-07-06,2.12,40.08,19.4,95.28,107.24,185.5,2.122,gpm_synthetic,simulated
ISRO-2009-0591,24.521533,93.783666,2009-04-17,0.69,3.34,7.67,13.73,21.43,59.54,0.689,gpm_synthetic,simulated
ISRO-2013-0592,28.055015,94.60823,2013-07-25,0.49,19.81,7.62,28.08,67.39,82.59,0.491,gpm_synthetic,simulated
ISRO-2015-0593,26.274767,93.815602,2015-06-18,21.33,28.82,70.69,97.66,324.3,357.85,21.333,gpm_synthetic,simulated
ISRO-1999-0594,25.468216,90.271589,1999-10-17,0.04,0.39,5.19,7.05,16.26,18.97,0.045,gpm_synthetic,simulated
ISRO-2007-0595,27.591269,92.012062,2007-07-15,0.46,5.87,4.65,16.65,22.09,52.18,0.458,gpm_synthetic,simulated
ISRO-2010-0596,25.401878,91.610982,2010-07-14,0.1,0.28,59.07,35.03,40.94,376.38,0.1,gpm_synthetic,simulated
ISRO-2003-0597,26.604706,94.072043,2003-01-11,0.39,2.04,3.53,8.2,10.18,18.15,0.394,gpm_synthetic,simulated
ISRO-2008-0598,25.09096,91.987833,2008-07-18,0.01,0.51,0.08,2.3,4.77,7.58,0.01,gpm_synthetic,simulated
ISRO-2022-0599,24.684009,93.809449,2022-05-21,0.27,3.77,0.84,11.12,33.84,34.02,0.274,gpm_synthetic,simulated
ISRO-2004-0600,26.727691,93.907916,2004-06-05,0.01,2.28,0.22,1.85,2.28,8.03,0.007,gpm_synthetic,simulated
ISRO-2008-0601,25.554363,90.073032,2008-10-13,0.2,0.4,5.18,5.83,8.84,11.09,0.2,gpm_synthetic,simulated
ISRO-2008-0602,25.039508,94.108753,2008-08-19,12.77,39.31,78.24,161.51,199.85,661.75,12.774,gpm_synthetic,simulated
ISRO-2003-0603,26.500303,94.220286,2003-09-15,2.12,3.07,19.51,57.24,158.43,196.11,2.118,gpm_synthetic,simulated
ISRO-2008-0604,23.451085,91.439462,2008-09-12,7.26,32.08,9.97,83.05,114.99,282.79,7.259,gpm_synthetic,simulated
ISRO-2015-0605,28.220073,94.616106,2015-04-23,0.04,1.07,1.28,2.22,2.61,8.03,0.042,gpm_synthetic,simulated
ISRO-2019-0606,27.562491,91.687466,2019-07-12,1.4,11.73,27.44,203.98,304.75,510.14,1.395,gpm_synthetic,simulated
ISRO-2001-0607,25.137712,93.950844,2001-10-20,1.28,3.5,16.53,11.69,25.35,42.97,1.277,gpm_synthetic,simulated
ISRO-2009-0608,25.565118,90.76163,2009-08-08,3.1,6.22,205.24,81.0,93.58,681.83,3.1,gpm_synthetic,simulated
ISRO-2014-0609,27.307635,88.296688,2014-07-07,24.43,20.05,50.23,192.16,194.58,374.58,24.433,gpm_synthetic,simulated
ISRO-2015-0610,25.542236,91.009657,2015-06-15,1.03,3.37,2.47,42.58,61.59,164.33,1.031,gpm_synthetic,simulated
ISRO-2001-0611,23.448419,92.751332,2001-10-10,0.72,4.4,5.82,10.41,12.54,25.75,0.722,gpm_synthetic,simulated
ISRO-2007-0612,27.549857,88.462512,2007-07-08,1.19,12.3,1.54,26.64,43.47,49.37,1.187,gpm_synthetic,simulated
ISRO-2003-0613,28.103187,94.894394,2003-08-22,2.27,8.54,2.33,14.49,16.55,19.51,2.271,gpm_synthetic,simulated
ISRO-2015-0614,27.036082,93.189717,2015-09-04,1.9,4.19,1.99,48.14,64.8,139.75,1.904,gpm_synthetic,simulated
ISRO-2007-0615,28.320587,94.61199,2007-09-23,22.2,85.29,159.11,224.77,363.47,1126.68,22.201,gpm_synthetic,simulated
ISRO-2007-0616,23.330474,91.487881,2007-08-24,11.86,19.22,50.82,159.57,212.59,333.73,11.859,gpm_synthetic,simulated
ISRO-2015-0617,25.293346,91.528858,2015-09-18,0.87,3.38,9.56,31.39,44.0,84.35,0.871,gpm_synthetic,simulated
ISRO-2007-0618,26.41218,94.765834,2007-10-06,0.85,12.43,7.85,32.58,61.01,78.3,0.848,gpm_synthetic,simulated
ISRO-2011-0619,23.950336,91.34759,2011-09-22,6.0,80.7,13.43,64.46,68.31,228.54,6.003,gpm_synthetic,simulated
ISRO-2003-0620,23.14032,92.663894,2003-10-07,0.01,1.77,0.15,23.63,55.54,65.83,0.015,gpm_synthetic,simulated
ISRO-2001-0621,26.329536,94.193179,2001-06-07,8.23,17.86,5.4,59.23,62.24,90.64,8.229,gpm_synthetic,simulated
ISRO-1998-0622,23.460617,92.763328,1998-07-02,0.38,8.5,66.09,53.3,84.88,208.76,0.379,gpm_synthetic,simulated
ISRO-2009-0623,27.95414,94.855941,2009-11-25,0.51,3.49,0.4,7.61,9.63,9.8,0.511,gpm_synthetic,simulated
ISRO-2005-0624,25.416403,92.766553,2005-11-06,0.05,7.16,3.44,31.09,43.32,55.18,0.049,gpm_synthetic,simulated
ISRO-2015-0625,25.42768,92.74775,2015-05-07,0.91,1.4,4.12,7.67,9.57,10.8,0.914,gpm_synthetic,simulated
ISRO-2003-0626,25.481464,91.533431,2003-03-05,0.0,1.1,0.04,5.09,6.08,8.81,0.004,gpm_synthetic,simulated
ISRO-2015-0627,27.25142,88.467473,2015-06-15,4.0,6.77,10.59,96.87,125.95,311.69,4.001,gpm_synthetic,simulated
ISRO-2010-0628,27.493355,88.450425,2010-11-12,0.1,14.06,33.59,26.62,39.75,100.13,0.097,gpm_synthetic,simulated
ISRO-2013-0629,25.454599,91.367442,2013-08-09,0.31,5.36,281.23,250.6,631.53,639.81,0.312,gpm_synthetic,simulated
ISRO-1999-0630,28.112398,94.757494,1999-11-06,0.0,0.04,0.09,0.38,0.62,1.34,0.0,gpm_synthetic,simulated
ISRO-2004-0631,26.825372,92.908116,2004-06-11,0.48,1.15,4.54,7.17,8.02,13.59,0.475,gpm_synthetic,simulated
ISRO-2001-0632,23.740122,91.462762,2001-08-12,0.02,3.93,9.19,44.04,60.05,73.22,0.016,gpm_synthetic,simulated
ISRO-2011-0633,28.124817,94.75132,2011-05-02,0.28,4.85,7.62,3.31,5.1,5.32,0.279,gpm_synthetic,simulated
ISRO-2021-0634,26.506477,94.261788,2021-06-10,0.02,0.04,0.07,0.63,1.02,3.98,0.016,gpm_synthetic,simulated
ISRO-2009-0635,26.502867,94.442157,2009-08-07,3.07,3.61,6.68,41.6,45.23,167.14,3.066,gpm_synthetic,simulated
ISRO-2002-0636,27.340676,88.558351,2002-12-02,0.03,1.96,0.67,12.68,13.0,16.21,0.033,gpm_synthetic,simulated
ISRO-2021-0637,26.395235,93.956115,2021-07-21,1.07,24.23,51.02,91.88,114.8,846.76,1.071,gpm_synthetic,simulated
ISRO-2015-0638,27.671731,91.963962,2015-08-24,1.2,6.8,4.96,26.43,31.88,111.57,1.201,gpm_synthetic,simulated
ISRO-2018-0639,26.47527,93.832353,2018-08-08,2.27,32.96,36.74,142.07,186.98,283.92,2.27,gpm_synthetic,simulated
ISRO-2016-0640,26.718024,93.808352,2016-08-26,4.61,9.96,95.02,242.99,369.08,2024.0,4.611,gpm_synthetic,simulated
ISRO-2013-0641,26.103417,94.465825,2013-08-15,0.87,1.62,17.94,87.58,102.84,189.03,0.869,gpm_synthetic,simulated
ISRO-2020-0642,26.53829,94.599823,2020-06-05,0.64,7.22,69.17,27.27,29.38,79.33,0.639,gpm_synthetic,simulated
ISRO-1999-0643,25.269943,90.863695,1999-08-23,1.23,13.12,10.93,71.68,128.82,185.4,1.233,gpm_synthetic,simulated
ISRO-2006-0644,25.667472,92.897952,2006-11-14,1.26,30.48,53.16,68.42,97.44,160.58,1.259,gpm_synthetic,simulated
ISRO-2009-0645,23.358666,91.381382,2009-07-01,0.71,10.85,33.43,39.75,59.5,126.14,0.713,gpm_synthetic,simulated
ISRO-2022-0646,23.719763,91.412827,2022-08-12,0.21,3.09,12.33,8.8,9.79,14.08,0.212,gpm_synthetic,simulated
ISRO-2001-0647,25.415906,92.808217,2001-10-17,0.89,0.97,5.62,36.4,182.58,191.92,0.89,gpm_synthetic,simulated
ISRO-2002-0648,25.252141,92.702105,2002-09-15,3.34,7.14,19.34,25.98,79.73,90.07,3.337,gpm_synthetic,simulated
ISRO-1999-0649,25.583085,91.161327,1999-11-15,0.2,0.72,1.2,17.34,27.85,33.51,0.199,gpm_synthetic,simulated
ISRO-2001-0650,26.587464,94.190177,2001-07-27,2.31,4.53,127.63,131.65,224.09,261.94,2.314,gpm_synthetic,simulated
ISRO-2004-0651,23.336079,91.435115,2004-06-13,0.72,2.43,1.51,18.58,25.9,84.29,0.723,gpm_synthetic,simulated
ISRO-1999-0652,26.18659,92.775594,1999-12-07,1.55,6.78,10.58,49.68,50.43,211.55,1.554,gpm_synthetic,simulated
ISRO-2007-0653,25.268933,92.596423,2007-04-04,0.0,0.03,0.01,0.04,0.05,0.11,0.003,gpm_synthetic,simulated
ISRO-2010-0654,24.971141,93.918817,2010-06-01,0.51,3.52,17.22,17.49,25.78,60.78,0.506,gpm_synthetic,simulated
ISRO-2008-0655,26.452513,94.306241,2008-06-17,0.06,0.12,0.88,6.59,13.62,32.38,0.056,gpm_synthetic,simulated
ISRO-2001-0656,25.996637,93.802971,2001-07-08,1.85,2.78,19.73,29.51,38.83,65.43,1.847,gpm_synthetic,simulated
