event_id,latitude,longitude,elevation,slope,aspect,curvature,terrain_ruggedness,data_source,data_quality
ISRO-2002-0494,27.49086,88.45488,3551.3,26.71,197.41,-0.1057,100.08,dem_synthetic,simulated
ISRO-2021-0495,23.007458,92.584469,50.0,15.55,185.38,0.019,24.99,dem_synthetic,simulated
ISRO-2005-0496,25.214864,91.497399,2428.4,12.72,226.21,0.0298,1.76,dem_synthetic,simulated
ISRO-2008-0497,26.221671,93.026925,2290.0,33.31,17.08,-0.0018,122.27,dem_synthetic,simulated
ISRO-1999-0498,27.019699,88.296742,2698.8,33.37,227.69,0.0001,98.29,dem_synthetic,simulated
ISRO-2007-0499,27.385917,91.660066,4060.0,32.14,99.03,0.0361,16.17,dem_synthetic,simulated
ISRO-2000-0500,26.111787,94.368857,2505.7,34.51,124.05,0.0952,118.71,dem_synthetic,simulated
ISRO-2015-0501,22.828558,92.975934,505.6,31.0,87.98,0.0879,73.64,dem_synthetic,simulated
ISRO-2002-0502,24.556112,93.781893,927.8,32.08,316.46,0.0011,68.83,dem_synthetic,simulated
ISRO-2004-0503,22.876386,92.593869,664.8,27.31,53.44,0.019,21.19,dem_synthetic,simulated
ISRO-2017-0504,26.723446,94.075981,1949.8,30.19,175.9,0.0278,142.83,dem_synthetic,simulated
ISRO-2014-0505,26.32307,94.51201,2213.4,34.35,179.1,-0.0435,78.66,dem_synthetic,simulated
ISRO-2009-0506,27.32675,88.117641,3182.0,34.55,206.29,0.0655,69.21,dem_synthetic,simulated
ISRO-2007-0507,25.50876,91.624802,1724.0,40.18,144.6,0.0632,13.1,dem_synthetic,simulated
ISRO-2005-0508,26.62671,92.747558,2052.3,35.61,42.36,-0.0336,30.67,dem_synthetic,simulated
ISRO-2000-0509,26.644571,94.090658,2473.9,35.86,176.56,0.1517,25.25,dem_synthetic,simulated
ISRO-2008-0510,23.237409,92.464536,1033.9,34.43,353.73,0.0223,44.71,dem_synthetic,simulated
ISRO-2007-0511,26.287101,92.914636,1556.3,30.85,350.95,0.0688,100.5,dem_synthetic,simulated
ISRO-1999-0512,26.839067,92.800476,2184.8,33.51,40.15,-0.0601,19.18,dem_synthetic,simulated
ISRO-2012-0513,26.560898,94.293377,2722.3,29.6,64.68,0.0158,4.22,dem_synthetic,simulated
ISRO-2020-0514,25.197742,91.506001,925.1,35.96,149.05,-0.0419,73.95,dem_synthetic,simulated
ISRO-2017-0515,27.200158,88.433929,2927.7,43.56,331.12,-0.0738,55.63,dem_synthetic,simulated
ISRO-2021-0516,26.349106,94.69352,2006.0,25.42,79.71,-0.031,27.96,dem_synthetic,simulated
ISRO-2017-0517,25.904309,90.41557,1203.2,33.94,359.88,-0.0506,91.5,dem_synthetic,simulated
ISRO-2010-0518,27.177985,93.104637,2265.3,27.52,288.43,-0.0036,294.67,dem_synthetic,simulated
ISRO-2009-0519,25.377604,90.76562,1747.7,46.85,353.1,0.0746,14.76,dem_synthetic,simulated
ISRO-2008-0520,25.386992,91.440436,2272.7,41.0,227.66,-0.043,152.89,dem_synthetic,simulated
ISRO-2011-0521,23.590115,92.680003,493.3,21.66,306.47,-0.0484,65.69,dem_synthetic,simulated
ISRO-2011-0522,24.479774,94.131007,1002.9,19.58,306.71,0.0603,194.21,dem_synthetic,simulated
ISRO-2013-0523,25.642927,91.476994,1654.7,27.56,264.95,-0.0677,19.88,dem_synthetic,simulated
ISRO-2020-0524,25.453417,91.902067,1867.7,21.8,51.99,-0.0493,4.85,dem_synthetic,simulated
ISRO-2011-0525,23.667943,91.489898,1237.0,35.47,335.78,0.013,29.13,dem_synthetic,simulated
ISRO-2003-0526,23.853116,92.302907,2013.6,24.0,192.19,-0.0325,74.67,dem_synthetic,simulated
ISRO-2009-0527,25.351243,91.099635,1592.9,27.22,142.91,0.0331,19.41,dem_synthetic,simulated
ISRO-2014-0528,27.085584,95.437947,1972.9,29.06,42.24,0.0112,65.85,dem_synthetic,simulated
ISRO-2003-0529,27.486375,88.651602,2021.4,38.61,336.39,0.0236,37.8,dem_synthetic,simulated
ISRO-2016-0530,25.436499,91.883581,1676.4,30.17,298.05,0.0433,42.85,dem_synthetic,simulated
ISRO-2017-0531,23.064061,92.788142,1039.2,42.99,315.28,0.0182,21.23,dem_synthetic,simulated
ISRO-2002-0532,23.6501,91.520129,1137.8,19.23,29.98,-0.0797,36.75,dem_synthetic,simulated
ISRO-1998-0533,27.282584,88.828094,549.1,40.99,119.27,-0.0998,63.76,dem_synthetic,simulated
ISRO-2015-0534,23.805911,91.261458,1535.3,32.4,17.23,0.0752,0.02,dem_synthetic,simulated
ISRO-2018-0535,27.181239,92.855801,2673.2,14.39,50.09,0.0199,94.32,dem_synthetic,simulated
ISRO-1998-0536,23.427682,91.657758,1206.3,32.35,89.03,-0.0453,24.25,dem_synthetic,simulated
ISRO-2022-0537,23.452374,92.492172,974.7,32.99,70.67,0.0164,125.65,dem_synthetic,simulated
ISRO-2009-0538,26.544644,94.21652,2917.4,26.65,160.38,-0.0121,33.27,dem_synthetic,simulated
ISRO-1998-0539,26.012813,94.526757,2129.2,36.79,329.82,-0.0342,32.7,dem_synthetic,simulated
ISRO-2004-0540,25.659869,92.451531,1417.6,12.38,128.61,-0.0188,189.36,dem_synthetic,simulated
ISRO-2018-0541,23.425416,92.75927,1208.4,36.95,4.26,-0.0331,20.78,dem_synthetic,simulated
ISRO-2019-0542,25.010181,94.200884,1815.8,21.63,235.95,-0.0811,57.14,dem_synthetic,simulated
ISRO-1998-0543,25.262474,92.705635,1420.0,39.59,260.18,0.0737,217.44,dem_synthetic,simulated
ISRO-2016-0544,25.724818,91.133017,2339.3,21.58,56.81,-0.0674,62.8,dem_synthetic,simulated
ISRO-2014-0545,25.975976,94.696241,1243.3,40.5,294.5,0.001,17.09,dem_synthetic,simulated
ISRO-2004-0546,26.220924,94.579734,1259.1,41.96,342.91,-0.0061,179.05,dem_synthetic,simulated
ISRO-2001-0547,24.965983,93.992003,1503.3,35.36,186.56,0.0019,135.36,dem_synthetic,simulated
ISRO-2016-0548,24.847621,94.298143,2163.1,38.36,225.45,0.0496,12.6,dem_synthetic,simulated
ISRO-2019-0549,27.507639,95.101624,1890.4,40.74,104.64,-0.0564,0.68,dem_synthetic,simulated
ISRO-2010-0550,25.576698,92.62967,1721.4,35.64,54.66,-0.0232,5.62,dem_synthetic,simulated
ISRO-2017-0551,23.8233,92.259711,629.6,20.92,127.06,0.1047,32.57,dem_synthetic,simulated
ISRO-2019-0552,24.631715,94.33564,661.9,36.57,327.89,0.0027,13.28,dem_synthetic,simulated
ISRO-2011-0553,23.556986,91.051118,307.2,28.65,226.42,-0.0628,193.48,dem_synthetic,simulated
ISRO-2012-0554,24.739633,94.243373,1439.0,35.36,45.63,0.0086,4.46,dem_synthetic,simulated
ISRO-2018-0555,26.236002,94.737917,1647.5,38.24,334.41,0.0803,56.22,dem_synthetic,simulated
ISRO-1999-0556,24.907344,94.288957,1569.0,32.79,165.03,-0.0385,93.96,dem_synthetic,simulated
ISRO-2011-0557,25.860129,94.071121,2576.9,19.33,224.04,0.0461,87.18,dem_synthetic,simulated
ISRO-2001-0558,23.742032,92.272471,418.5,21.71,146.81,0.0245,47.84,dem_synthetic,simulated
ISRO-2002-0559,23.525654,92.332766,658.0,8.5,62.13,0.0337,8.69,dem_synthetic,simulated
ISRO-2014-0560,27.370249,91.797827,2817.8,54.75,269.75,0.0206,35.24,dem_synthetic,simulated
ISRO-2009-0561,25.06796,94.245207,1432.9,21.9,207.7,0.0064,86.16,dem_synthetic,simulated
ISRO-2005-0562,26.51681,94.012461,2144.5,34.52,62.64,0.0851,105.98,dem_synthetic,simulated
ISRO-2009-0563,23.496955,91.778098,1774.9,35.59,93.91,0.0453,185.17,dem_synthetic,simulated
ISRO-2001-0564,27.548737,91.755828,2283.8,24.93,36.53,-0.0026,100.2,dem_synthetic,simulated
ISRO-2019-0565,27.311007,88.207132,1981.7,31.72,347.22,-0.0059,225.74,dem_synthetic,simulated
ISRO-2000-0566,26.4569,94.13669,1886.8,20.28,97.06,0.0152,11.14,dem_synthetic,simulated
ISRO-2003-0567,27.325379,88.735305,854.1,28.8,150.49,0.0161,8.44,dem_synthetic,simulated
ISRO-2014-0568,27.782844,91.620716,2571.2,38.41,139.96,0.0137,80.52,dem_synthetic,simulated
ISRO-2006-0569,26.887439,93.240006,2296.5,33.19,309.4,0.0499,30.29,dem_synthetic,simulated
ISRO-1998-0570,25.587874,92.575188,2080.6,27.2,37.53,0.099,126.96,dem_synthetic,simulated
ISRO-2022-0571,22.771313,92.687119,530.2,20.89,253.37,0.0293,9.57,dem_synthetic,simulated
ISRO-2011-0572,22.937939,92.701721,1023.6,26.32,90.51,0.0639,195.22,dem_synthetic,simulated
ISRO-2018-0573,25.889535,93.894615,1527.5,33.96,237.46,0.0407,106.56,dem_synthetic,simulated
ISRO-2014-0574,23.834531,92.502879,1248.3,18.55,277.26,0.0918,29.58,dem_synthetic,simulated
ISRO-2016-0575,23.351361,91.45567,597.7,31.66,177.6,0.007,0.71,dem_synthetic,simulated
ISRO-2013-0576,25.211507,94.343295,2076.9,38.07,200.99,0.026,30.18,dem_synthetic,simulated
ISRO-2000-0577,26.436628,94.682069,2114.6,34.47,112.33,0.0271,54.52,dem_synthetic,simulated
ISRO-2001-0578,23.424659,92.673298,1233.2,20.92,220.57,-0.0094,14.1,dem_synthetic,simulated
ISRO-2000-0579,25.561425,91.174731,2124.9,29.07,345.13,0.0373,2.97,dem_synthetic,simulated
ISRO-2006-0580,22.785637,92.874256,744.5,22.29,60.96,-0.0623,92.27,dem_synthetic,simulated
ISRO-2003-0581,25.450463,90.286884,1336.3,34.96,97.74,-0.064,70.91,dem_synthetic,simulated
ISRO-2005-0582,26.481852,94.172207,2155.6,35.25,40.7,-0.0292,32.17,dem_synthetic,simulated
ISRO-2020-0583,24.303683,93.937149,477.0,28.55,216.67,0.0877,34.36,dem_synthetic,simulated
ISRO-2012-0584,24.954258,94.255449,2797.5,42.84,216.76,-0.0419,76.6,dem_synthetic,simulated
ISRO-1998-0585,23.390623,91.680059,645.2,12.19,102.03,-0.0059,37.23,dem_synthetic,simulated
ISRO-2021-0586,25.973281,94.630036,2498.4,34.4,323.15,-0.0462,91.22,dem_synthetic,simulated
ISRO-2019-0587,24.614297,93.885812,622.6,23.75,166.02,-0.0243,8.71,dem_synthetic,simulated
ISRO-2008-0588,24.489247,93.912455,1318.9,25.02,53.4,-0.0215,1.6,dem_synthetic,simulated
ISRO-2001-0589,25.398469,92.493224,1909.5,38.01,63.25,0.0172,11.73,dem_synthetic,simulated
ISRO-2013-0590,25.700591,92.733465,3040.8,33.4,181.21,0.024,119.97,dem_synthetic,simulated
ISRO-2009-0591,24.521533,93.783666,1658.2,21.02,300.36,0.0669,11.39,dem_synthetic,simulated
ISRO-2013-0592,28.055015,94.60823,2041.2,54.03,344.63,-0.0163,34.38,dem_synthetic,simulated
ISRO-2015-0593,26.274767,93.815602,830.2,25.73,330.97,0.0087,85.16,dem_synthetic,simulated
ISRO-1999-0594,25.468216,90.271589,1457.8,23.99,218.04,-0.0061,98.36,dem_synthetic,simulated
ISRO-2007-0595,27.591269,92.012062,2508.7,51.28,251.2,-0.0787,102.58,dem_synthetic,simulated
ISRO-2010-0596,25.401878,91.610982,1424.5,33.3,341.14,-0.0297,23.35,dem_synthetic,simulated
ISRO-2003-0597,26.604706,94.072043,3836.6,42.31,185.81,0.0623,163.39,dem_synthetic,simulated
ISRO-2008-0598,25.09096,91.987833,825.2,31.67,238.4,-0.0194,76.41,dem_synthetic,simulated
ISRO-2022-0599,24.684009,93.809449,1470.6,35.78,14.33,-0.0447,14.8,dem_synthetic,simulated
ISRO-2004-0600,26.727691,93.907916,2242.5,43.96,220.85,0.081,119.42,dem_synthetic,simulated
ISRO-2008-0601,25.554363,90.073032,1232.0,33.11,282.07,0.063,42.57,dem_synthetic,simulated
ISRO-2008-0602,25.039508,94.108753,945.9,17.33,74.67,0.0887,181.85,dem_synthetic,simulated
ISRO-2003-0603,26.500303,94.220286,2675.6,35.71,347.33,0.0251,120.34,dem_synthetic,simulated
ISRO-2008-0604,23.451085,91.439462,50.0,29.47,258.74,-0.0389,160.86,dem_synthetic,simulated
ISRO-2015-0605,28.220073,94.616106,3605.6,37.97,221.46,0.0194,117.31,dem_synthetic,simulated
ISRO-2019-0606,27.562491,91.687466,3195.2,39.67,314.88,-0.0645,31.14,dem_synthetic,simulated
ISRO-2001-0607,25.137712,93.950844,1880.2,28.61,156.72,-0.0296,11.33,dem_synthetic,simulated
ISRO-2009-0608,25.565118,90.76163,1296.8,27.4,330.81,0.089,2.72,dem_synthetic,simulated
ISRO-2014-0609,27.307635,88.296688,3323.4,38.43,193.67,-0.053,196.6,dem_synthetic,simulated
ISRO-2015-0610,25.542236,91.009657,984.8,29.13,166.92,-0.0047,36.3,dem_synthetic,simulated
ISRO-2001-0611,23.448419,92.751332,932.5,41.07,314.85,0.0388,3.55,dem_synthetic,simulated
ISRO-2007-0612,27.549857,88.462512,2030.0,23.0,12.6,0.0618,329.19,dem_synthetic,simulated
ISRO-2003-0613,28.103187,94.894394,2974.0,35.88,320.94,-0.0457,68.94,dem_synthetic,simulated
ISRO-2015-0614,27.036082,93.189717,3737.2,36.86,190.03,0.0111,34.27,dem_synthetic,simulated
ISRO-2007-0615,28.320587,94.61199,2680.8,47.9,350.44,-0.0244,103.11,dem_synthetic,simulated
ISRO-2007-0616,23.330474,91.487881,1138.2,32.5,254.45,-0.0265,32.71,dem_synthetic,simulated
ISRO-2015-0617,25.293346,91.528858,860.0,19.77,354.71,0.0358,115.74,dem_synthetic,simulated
ISRO-2007-0618,26.41218,94.765834,2454.7,37.15,290.07,0.0101,17.73,dem_synthetic,simulated
ISRO-2011-0619,23.950336,91.34759,1338.7,36.34,314.08,0.0899,26.49,dem_synthetic,simulated
ISRO-2003-0620,23.14032,92.663894,429.1,15.47,226.93,0.028,18.52,dem_synthetic,simulated
ISRO-2001-0621,26.329536,94.193179,3003.4,19.76,220.95,0.0046,32.05,dem_synthetic,simulated
ISRO-1998-0622,23.460617,92.763328,472.2,30.93,184.42,-0.04,49.89,dem_synthetic,simulated
ISRO-2009-0623,27.95414,94.855941,4058.2,36.92,87.77,-0.0352,163.82,dem_synthetic,simulated
ISRO-2005-0624,25.416403,92.766553,813.0,54.28,104.29,0.0295,153.58,dem_synthetic,simulated
ISRO-2015-0625,25.42768,92.74775,1156.9,33.25,44.22,-0.0,30.74,dem_synthetic,simulated
ISRO-2003-0626,25.481464,91.533431,1766.8,28.36,312.1,-0.0109,59.2,dem_synthetic,simulated
ISRO-2015-0627,27.25142,88.467473,2226.9,40.8,331.63,-0.0076,49.28,dem_synthetic,simulated
ISRO-2010-0628,27.493355,88.450425,2847.7,40.82,110.77,0.0391,14.88,dem_synthetic,simulated
ISRO-2013-0629,25.454599,91.367442,2892.9,30.87,323.45,0.042,27.09,dem_synthetic,simulated
ISRO-1999-0630,28.112398,94.757494,3403.8,31.98,69.13,0.1154,68.81,dem_synthetic,simulated
ISRO-2004-0631,26.825372,92.908116,1000.8,22.04,157.66,-0.005,96.51,dem_synthetic,simulated
ISRO-2001-0632,23.740122,91.462762,1043.0,32.47,27.86,-0.1028,143.24,dem_synthetic,simulated
ISRO-2011-0633,28.124817,94.75132,3573.6,37.72,55.09,-0.0659,13.0,dem_synthetic,simulated
ISRO-2021-0634,26.506477,94.261788,1738.9,34.59,133.16,-0.0596,2.67,dem_synthetic,simulated
ISRO-2009-0635,26.502867,94.442157,1726.2,42.06,338.66,-0.0853,132.15,dem_synthetic,simulated
ISRO-2002-0636,27.340676,88.558351,2762.8,32.76,358.52,0.0406,83.17,dem_synthetic,simulated
ISRO-2021-0637,26.395235,93.956115,3624.3,44.58,185.99,0.0269,31.14,dem_synthetic,simulated
ISRO-2015-0638,27.671731,91.963962,1937.8,43.17,106.27,0.0075,141.82,dem_synthetic,simulated
ISRO-2018-0639,26.47527,93.832353,1918.4,28.85,49.52,0.0183,82.25,dem_synthetic,simulated
ISRO-2016-0640,26.718024,93.808352,2138.1,45.98,20.52,0.0434,39.89,dem_synthetic,simulated
ISRO-2013-0641,26.103417,94.465825,1727.4,41.54,242.51,-0.0326,20.24,dem_synthetic,simulated
ISRO-2020-0642,26.53829,94.599823,2607.6,33.27,49.0,-0.0423,268.39,dem_synthetic,simulated
ISRO-1999-0643,25.269943,90.863695,2395.2,30.47,149.26,-0.0123,49.5,dem_synthetic,simulated
ISRO-2006-0644,25.667472,92.897952,2172.6,27.66,111.72,-0.0138,45.75,dem_synthetic,simulated
ISRO-2009-0645,23.358666,91.381382,232.0,34.72,137.86,0.0763,2.89,dem_synthetic,simulated
ISRO-2022-0646,23.719763,91.412827,923.7,27.51,63.96,0.063,30.75,dem_synthetic,simulated
ISRO-2001-0647,25.415906,92.808217,1750.0,28.57,58.5,0.0734,45.29,dem_synthetic,simulated
ISRO-2002-0648,25.252141,92.702105,2045.8,37.77,229.39,0.017,34.57,dem_synthetic,simulated
ISRO-1999-0649,25.583085,91.161327,1584.5,38.97,66.68,0.0007,72.46,dem_synthetic,simulated
ISRO-2001-0650,26.587464,94.190177,2366.1,37.03,332.66,-0.0226,65.37,dem_synthetic,simulated
ISRO-2004-0651,23.336079,91.435115,1301.0,31.87,1.93,-0.0881,120.5,dem_synthetic,simulated
ISRO-1999-0652,26.18659,92.775594,1908.5,39.93,300.05,0.0739,107.45,dem_synthetic,simulated
ISRO-2007-0653,25.268933,92.596423,1179.3,35.72,258.72,-0.0435,153.05,dem_synthetic,simulated
ISRO-2010-0654,24.971141,93.918817,2437.8,27.11,33.3,0.0412,57.32,dem_synthetic,simulated
ISRO-2008-0655,26.452513,94.306241,2191.8,35.81,83.62,-0.0069,86.07,dem_synthetic,simulated
ISRO-2001-0656,25.996637,93.802971,1030.3,41.8,79.92,0.062,49.49,dem_synthetic,simulated
ISRO-2000-0657,25.860935,90.289652,2818.0,22.99,279.19,0.0583,193.37,dem_synthetic,simulated
ISRO-2013-0658,23.461453,91.563317,132.3,25.67,329.66,-0.0876,21.3,dem_synthetic,simulated
ISRO-2007-0659,27.074869,88.51394,2877.7,24.2,206.73,0.0334,23.17,dem_synthetic,simulated
ISRO-2018-0660,23.579855,92.640938,1364.4,29.9,187.62,0.0322,23.55,dem_synthetic,simulated
ISRO-2021-0661,26.401332,94.243081,1826.2,26.12,274.4,0.0525,36.6,dem_synthetic,simulated
ISRO-2005-0662,27.554225,88.316051,2337.7,38.07,320.77,-0.013,114.59,dem_synthetic,simulated
ISRO-2022-0663,25.970705,93.781146,1995.8,35.78,76.91,0.0849,79.34,dem_synthetic,simulated
ISRO-1998-0664,26.466115,93.049348,2167.1,43.17,166.6,0.0231,112.36,dem_synthetic,simulated
ISRO-2006-0665,23.569103,91.522514,1074.4,13.64,178.76,0.0065,31.74,dem_synthetic,simulated
ISRO-2000-0666,25.367092,92.281912,1723.7,35.0,185.44,0.0137,65.27,dem_synthetic,simulated
ISRO-2008-0667,26.221903,94.83292,2317.9,27.74,356.18,0.0697,93.77,dem_synthetic,simulated
ISRO-2015-0668,25.482927,91.564714,1819.4,30.26,111.62,0.0031,56.0,dem_synthetic,simulated
ISRO-2005-0669,27.284708,88.511705,1999.0,43.89,107.26,-0.017,27.65,dem_synthetic,simulated
ISRO-2014-0670,25.575472,91.202179,1619.0,41.26,183.96,-0.0333,13.11,dem_synthetic,simulated
ISRO-2014-0671,24.288633,93.721093,1400.7,49.61,78.13,-0.0176,93.99,dem_synthetic,simulated
ISRO-2018-0672,28.007848,94.522669,3406.3,50.35,311.39,-0.0357,232.71,dem_synthetic,simulated
ISRO-2004-0673,26.21079,93.7582,2492.6,23.38,331.73,0.1282,9.14,dem_synthetic,simulated
ISRO-2003-0674,26.239552,93.692999,1605.7,39.31,105.67,0.002,22.45,dem_synthetic,simulated
ISRO-2022-0675,27.281856,88.566867,3091.1,12.69,251.36,-0.0445,18.34,dem_synthetic,simulated
ISRO-2015-0676,25.350602,90.942104,636.7,26.37,286.06,0.0532,34.23,dem_synthetic,simulated
ISRO-2003-0677,26.659056,93.883824,1443.1,25.36,240.19,0.002,197.43,dem_synthetic,simulated
ISRO-1998-0678,25.629971,91.223877,3029.5,26.48,169.41,0.0071,54.14,dem_synthetic,simulated
ISRO-2021-0679,27.272995,88.525324,2980.8,46.27,143.79,-0.103,40.97,dem_synthetic,simulated
ISRO-2014-0680,27.263466,88.715836,2054.5,35.54,226.48,0.0432,72.52,dem_synthetic,simulated
ISRO-2001-0681,28.255938,94.859351,2017.1,42.07,114.22,-0.0583,324.49,dem_synthetic,simulated
ISRO-2011-0682,26.4728,93.752925,1435.5,46.98,117.76,0.0405,116.0,dem_synthetic,simulated
ISRO-2002-0683,26.472974,92.645961,1790.4,17.62,250.54,-0.0664,167.39,dem_synthetic,simulated
ISRO-1999-0684,26.254885,94.048074,1724.0,32.09,134.56,0.0186,259.63,dem_synthetic,simulated
ISRO-2021-0685,23.253865,92.791447,883.2,32.0,102.34,-0.0722,81.77,dem_synthetic,simulated
ISRO-1998-0686,26.250157,93.925184,2038.9,25.68,1.11,0.0781,19.06,dem_synthetic,simulated
ISRO-2008-0687,23.022943,92.706306,598.8,23.91,56.41,0.0584,16.8,dem_synthetic,simulated
ISRO-2022-0688,27.10313,88.061764,3244.5,28.75,154.53,-0.1073,25.17,dem_synthetic,simulated
ISRO-2019-0689,25.331259,91.234246,1631.2,46.7,201.33,-0.0508,80.0,dem_synthetic,simulated
ISRO-2009-0690,27.213556,95.00508,1198.1,38.19,226.32,0.0017,85.97,dem_synthetic,simulated
ISRO-2009-0691,22.774779,92.764712,734.7,27.66,181.12,0.0537,1.45,dem_synthetic,simulated
ISRO-2021-0692,27.15528,92.921569,2997.3,40.31,203.02,-0.0013,30.6,dem_synthetic,simulated
ISRO-2005-0693,25.053339,94.034695,1826.0,24.91,77.87,0.0429,46.52,dem_synthetic,simulated
ISRO-2011-0694,27.995024,94.935788,2586.5,47.31,119.98,0.0088,130.96,dem_synthetic,simulated
ISRO-2006-0695,25.238049,91.481044,956.6,29.21,173.75,0.0752,13.52,dem_synthetic,simulated
ISRO-2021-0696,25.431923,92.5006,1881.1,21.53,282.87,0.0677,23.45,dem_synthetic,simulated
ISRO-2002-0697,26.689619,93.824017,3060.3,36.15,118.55,0.0327,130.16,dem_synthetic,simulated
ISRO-2022-0698,27.388369,95.375345,2779.5,40.19,174.92,0.0725,185.96,dem_synthetic,simulated
ISRO-2015-0699,26.725294,94.03433,2733.1,45.09,281.67,0.0875,10.14,dem_synthetic,simulated
ISRO-2012-0700,25.854718,93.93492,2382.2,20.54,299.8,-0.0114,32.5,dem_synthetic,simulated
ISRO-2011-0701,23.283652,91.798642,597.4,28.95,331.78,-0.02,34.57,dem_synthetic,simulated
ISRO-2008-0702,25.804522,90.073562,2195.8,23.58,91.82,-0.0065,81.53,dem_synthetic,simulated
ISRO-2009-0703,27.167817,93.052796,2147.8,57.39,338.04,0.0879,38.74,dem_synthetic,simulated
ISRO-1998-0704,23.853848,91.417425,867.6,29.62,223.59,-0.0749,26.13,dem_synthetic,simulated
ISRO-2008-0705,23.285565,91.406609,363.1,30.08,136.69,0.0542,24.41,dem_synthetic,simulated
ISRO-2007-0706,26.548486,92.941976,1297.1,29.08,93.96,0.0571,37.52,dem_synthetic,simulated
ISRO-2008-0707,23.341364,91.791691,474.2,37.83,182.93,0.0047,17.34,dem_synthetic,simulated
ISRO-2020-0708,26.349733,94.316631,2741.8,34.86,315.03,0.0225,6.85,dem_synthetic,simulated
ISRO-2003-0709,28.19802,94.578571,3478.6,30.19,180.05,0.0742,113.47,dem_synthetic,simulated
ISRO-2007-0710,23.72457,92.507945,1646.9,26.59,322.41,0.0303,30.22,dem_synthetic,simulated
ISRO-2019-0711,27.236507,88.436654,2567.3,51.85,9.21,-0.0656,4.01,dem_synthetic,simulated
ISRO-2017-0712,23.69602,91.62282,1072.4,18.37,335.89,-0.0127,46.88,dem_synthetic,simulated
ISRO-2001-0713,26.600341,92.977044,2113.5,36.82,26.77,0.0718,122.54,dem_synthetic,simulated
ISRO-2011-0714,23.657274,92.701931,752.2,30.44,43.44,-0.0075,38.46,dem_synthetic,simulated
ISRO-2022-0715,25.493024,91.202072,930.5,27.66,279.54,0.036,130.38,dem_synthetic,simulated
ISRO-2017-0716,26.282177,93.78428,1470.2,23.7,103.56,0.0515,21.33,dem_synthetic,simulated
ISRO-2020-0717,24.399362,93.787755,1574.7,24.61,50.31,-0.0788,144.63,dem_synthetic,simulated
ISRO-2013-0718,27.284018,88.50703,2580.7,23.4,63.04,-0.0842,58.12,dem_synthetic,simulated
ISRO-2015-0719,24.58382,94.24157,1226.6,36.32,210.79,-0.045,89.35,dem_synthetic,simulated
ISRO-2016-0720,26.226443,93.692954,2032.2,29.77,218.35,-0.0702,14.3,dem_synthetic,simulated
ISRO-2000-0721,23.905446,92.622323,723.6,38.01,333.77,0.0956,2.78,dem_synthetic,simulated
ISRO-2006-0722,23.023137,92.950659,436.6,22.86,316.67,0.1009,5.14,dem_synthetic,simulated
ISRO-2015-0723,23.724491,92.611964,382.9,20.54,1.7,0.0702,123.18,dem_synthetic,simulated
ISRO-2004-0724,25.618783,91.189613,343.7,43.12,355.4,-0.0832,119.37,dem_synthetic,simulated
ISRO-2001-0725,25.207092,91.535961,2385.0,31.83,190.2,-0.0423,108.14,dem_synthetic,simulated
ISRO-2008-0726,27.252622,88.430138,2560.3,31.39,277.73,0.0433,8.03,dem_synthetic,simulated
ISRO-1999-0727,24.927476,94.40688,1847.2,20.7,301.49,0.0301,36.1,dem_synthetic,simulated
ISRO-2005-0728,25.350954,92.625367,2903.9,43.13,354.66,0.039,188.93,dem_synthetic,simulated
ISRO-2007-0729,24.829207,94.193362,1377.1,33.15,336.12,0.0824,76.3,dem_synthetic,simulated
ISRO-2006-0730,27.376682,88.624734,2482.6,50.87,78.99,-0.0509,64.98,dem_synthetic,simulated
ISRO-2007-0731,26.016412,93.785368,1864.5,31.55,343.18,-0.054,211.73,dem_synthetic,simulated
ISRO-2000-0732,26.342669,94.747431,1766.7,28.39,84.41,0.0707,68.69,dem_synthetic,simulated
ISRO-2012-0733,27.306859,88.627225,3483.3,35.98,299.15,0.0121,315.98,dem_synthetic,simulated
ISRO-2014-0734,23.416059,91.763131,1396.6,32.23,341.73,-0.044,13.89,dem_synthetic,simulated
ISRO-2000-0735,25.527484,90.132809,2171.0,40.98,218.39,-0.0105,95.05,dem_synthetic,simulated
ISRO-2005-0736,26.361749,94.342603,2073.2,29.25,47.6,0.0008,7.48,dem_synthetic,simulated
ISRO-2019-0737,26.292427,94.233238,2334.5,36.95,241.15,0.0599,10.15,dem_synthetic,simulated
ISRO-2000-0738,26.270389,93.914588,1801.5,25.62,248.27,-0.0177,150.02,dem_synthetic,simulated
ISRO-2009-0739,27.490694,88.667715,2412.6,40.35,141.12,-0.0173,28.5,dem_synthetic,simulated
ISRO-2011-0740,25.586284,90.18207,1648.0,34.13,183.95,0.0508,83.49,dem_synthetic,simulated
ISRO-2009-0741,25.254667,91.123429,1657.8,25.98,182.34,0.0092,72.25,dem_synthetic,simulated
ISRO-2019-0742,22.672968,93.046229,50.0,19.44,301.07,0.0747,65.69,dem_synthetic,simulated
ISRO-2003-0743,27.546886,91.877803,3048.0,39.54,198.29,-0.0414,8.1,dem_synthetic,simulated
ISRO-1998-0744,27.082096,88.078529,1947.5,32.62,223.52,-0.0358,0.3,dem_synthetic,simulated
ISRO-2009-0745,25.27279,90.965113,1328.1,27.53,110.19,-0.0622,125.71,dem_synthetic,simulated
ISRO-1998-0746,27.327798,88.39878,1932.4,33.95,29.46,0.033,131.26,dem_synthetic,simulated
