event_id,latitude,longitude,ground_displacement,displacement_class,data_source,data_quality
ISRO-2008-0326,25.083698,94.078373,105.46,active,sentinel1_synthetic,simulated
ISRO-2014-0327,26.225611,94.893323,8.35,active,sentinel1_synthetic,simulated
ISRO-2002-0328,26.280443,94.061534,20.76,creep,sentinel1_synthetic,simulated
ISRO-2012-0329,27.161248,88.330187,22.14,creep,sentinel1_synthetic,simulated
ISRO-2020-0330,27.365076,88.610488,20.16,creep,sentinel1_synthetic,simulated
ISRO-2015-0331,26.329993,94.537435,3.55,stable,sentinel1_synthetic,simulated
ISRO-2014-0332,27.773172,92.046549,0.6,stable,sentinel1_synthetic,simulated
ISRO-2007-0333,26.532733,94.002971,5.94,stable,sentinel1_synthetic,simulated
ISRO-2010-0334,26.552908,92.997582,0.59,stable,sentinel1_synthetic,simulated
ISRO-2007-0335,26.08594,93.941,1.57,stable,sentinel1_synthetic,simulated
ISRO-2018-0336,23.876825,92.326746,27.76,creep,sentinel1_synthetic,simulated
ISRO-2004-0337,26.405572,93.024323,48.59,active,sentinel1_synthetic,simulated
ISRO-2018-0338,26.066075,94.646651,5.3,creep,sentinel1_synthetic,simulated
ISRO-2015-0339,25.684203,90.496242,2.7,stable,sentinel1_synthetic,simulated
ISRO-2004-0340,25.919749,94.080282,3.03,stable,sentinel1_synthetic,simulated
ISRO-2010-0341,25.653724,90.927641,74.07,active,sentinel1_synthetic,simulated
ISRO-2007-0342,26.596452,92.551354,4.04,creep,sentinel1_synthetic,simulated
ISRO-2002-0343,26.314813,94.803348,0.45,stable,sentinel1_synthetic,simulated
ISRO-2007-0344,27.641381,88.253136,0.86,stable,sentinel1_synthetic,simulated
ISRO-2018-0345,25.290393,91.191039,4.88,stable,sentinel1_synthetic,simulated
ISRO-2014-0346,25.209555,93.900261,21.14,creep,sentinel1_synthetic,simulated
ISRO-2019-0347,28.3455,94.530891,24.58,creep,sentinel1_synthetic,simulated
ISRO-2014-0348,23.707024,92.379871,3.27,stable,sentinel1_synthetic,simulated
ISRO-2003-0349,25.495943,91.493425,2.93,stable,sentinel1_synthetic,simulated
ISRO-2016-0350,25.244224,94.273299,1.74,stable,sentinel1_synthetic,simulated
ISRO-2022-0351,25.396231,91.180652,5.44,creep,sentinel1_synthetic,simulated
ISRO-2002-0352,26.132876,94.472482,11.01,creep,sentinel1_synthetic,simulated
ISRO-2005-0353,25.548363,90.967302,3.1,stable,sentinel1_synthetic,simulated
ISRO-2022-0354,23.619537,91.582606,13.6,creep,sentinel1_synthetic,simulated
ISRO-2009-0355,25.863205,90.391922,69.98,active,sentinel1_synthetic,simulated
ISRO-2017-0356,26.366499,92.769119,4.38,stable,sentinel1_synthetic,simulated
ISRO-2017-0357,28.038235,94.640118,3.99,stable,sentinel1_synthetic,simulated
ISRO-2014-0358,25.265841,92.223895,60.65,active,sentinel1_synthetic,simulated
ISRO-2008-0359,24.311928,93.855221,1.75,stable,sentinel1_synthetic,simulated
ISRO-1998-0360,27.474774,91.609243,74.01,active,sentinel1_synthetic,simulated
ISRO-2002-0361,26.796783,93.024837,0.27,stable,sentinel1_synthetic,simulated
ISRO-2000-0362,24.313429,93.723273,2.07,stable,sentinel1_synthetic,simulated
ISRO-2022-0363,24.352007,93.961536,36.38,active,sentinel1_synthetic,simulated
ISRO-2007-0364,25.374387,92.333953,2.93,stable,sentinel1_synthetic,simulated
ISRO-2011-0365,25.586757,90.978124,9.76,creep,sentinel1_synthetic,simulated
ISRO-2022-0366,26.053741,94.530523,21.86,creep,sentinel1_synthetic,simulated
ISRO-2007-0367,25.398641,92.147147,17.75,creep,sentinel1_synthetic,simulated
ISRO-2006-0368,26.292943,93.872314,2.59,stable,sentinel1_synthetic,simulated
ISRO-2005-0369,23.659139,92.412203,1.82,stable,sentinel1_synthetic,simulated
ISRO-2001-0370,26.606691,92.808939,2.86,stable,sentinel1_synthetic,simulated
ISRO-2017-0371,27.234897,92.800381,0.15,stable,sentinel1_synthetic,simulated
ISRO-2012-0372,26.241659,92.784567,4.98,creep,sentinel1_synthetic,simulated
ISRO-2014-0373,26.605,94.308065,2.28,stable,sentinel1_synthetic,simulated
ISRO-1999-0374,26.370647,93.980354,31.89,active,sentinel1_synthetic,simulated
ISRO-2005-0375,27.024477,93.031505,1.68,stable,sentinel1_synthetic,simulated
ISRO-2018-0376,22.947048,92.672427,6.4,creep,sentinel1_synthetic,simulated
ISRO-1999-0377,25.525418,91.296468,1.21,stable,sentinel1_synthetic,simulated
ISRO-2021-0378,26.09578,94.613081,2.28,stable,sentinel1_synthetic,simulated
ISRO-2005-0379,26.220645,92.683467,20.83,creep,sentinel1_synthetic,simulated
ISRO-2004-0380,24.665052,94.642682,0.67,stable,sentinel1_synthetic,simulated
ISRO-2007-0381,27.41214,88.432362,51.69,active,sentinel1_synthetic,simulated
ISRO-2020-0382,23.574337,92.693279,77.42,active,sentinel1_synthetic,simulated
ISRO-2013-0383,24.825832,93.957785,3.09,stable,sentinel1_synthetic,simulated
ISRO-2007-0384,25.373016,91.354851,37.69,active,sentinel1_synthetic,simulated
ISRO-2018-0385,28.21178,94.884546,2.76,stable,sentinel1_synthetic,simulated
ISRO-2003-0386,25.306954,92.779657,0.95,stable,sentinel1_synthetic,simulated
ISRO-2011-0387,26.709544,94.187412,2.56,stable,sentinel1_synthetic,simulated
ISRO-2000-0388,25.445138,92.578844,1.84,stable,sentinel1_synthetic,simulated
ISRO-2014-0389,26.188009,93.815737,0.81,stable,sentinel1_synthetic,simulated
ISRO-2015-0390,24.878224,94.375649,2.84,stable,sentinel1_synthetic,simulated
ISRO-2002-0391,22.816189,92.715626,1.97,stable,sentinel1_synthetic,simulated
ISRO-2015-0392,23.121974,92.763398,0.91,stable,sentinel1_synthetic,simulated
ISRO-2019-0393,25.478409,90.438454,5.5,creep,sentinel1_synthetic,simulated
ISRO-2018-0394,26.169747,94.01754,1.52,stable,sentinel1_synthetic,simulated
ISRO-2006-0395,25.911894,93.743069,4.46,stable,sentinel1_synthetic,simulated
ISRO-2022-0396,26.532184,94.521286,66.86,active,sentinel1_synthetic,simulated
ISRO-1999-0397,25.752067,90.543296,2.75,stable,sentinel1_synthetic,simulated
ISRO-2019-0398,26.932339,92.752182,0.1,stable,sentinel1_synthetic,simulated
ISRO-1999-0399,27.390272,91.913505,0.32,stable,sentinel1_synthetic,simulated
ISRO-2011-0400,25.599961,92.773939,3.56,stable,sentinel1_synthetic,simulated
ISRO-2017-0401,25.71137,91.20834,0.17,stable,sentinel1_synthetic,simulated
ISRO-2000-0402,26.297677,94.125851,0.18,stable,sentinel1_synthetic,simulated
ISRO-2006-0403,25.256497,92.590294,16.07,creep,sentinel1_synthetic,simulated
ISRO-2001-0404,26.553917,92.888588,19.97,creep,sentinel1_synthetic,simulated
ISRO-2010-0405,26.799966,92.832127,11.88,creep,sentinel1_synthetic,simulated
ISRO-2020-0406,23.731483,92.70958,73.23,active,sentinel1_synthetic,simulated
ISRO-2019-0407,23.386287,92.93568,11.57,creep,sentinel1_synthetic,simulated
ISRO-2000-0408,27.204374,95.232658,6.39,creep,sentinel1_synthetic,simulated
ISRO-2006-0409,27.16404,88.444389,0.31,stable,sentinel1_synthetic,simulated
ISRO-2014-0410,26.504963,92.902059,12.96,creep,sentinel1_synthetic,simulated
ISRO-2014-0411,22.666805,92.687818,19.25,creep,sentinel1_synthetic,simulated
ISRO-2000-0412,27.566687,91.726372,0.74,stable,sentinel1_synthetic,simulated
ISRO-2016-0413,24.79849,94.389611,46.58,active,sentinel1_synthetic,simulated
ISRO-2015-0414,27.073682,94.980943,17.62,creep,sentinel1_synthetic,simulated
ISRO-2011-0415,25.558319,90.895947,18.72,creep,sentinel1_synthetic,simulated
ISRO-1998-0416,25.367018,91.50384,0.18,stable,sentinel1_synthetic,simulated
ISRO-2010-0417,27.061518,88.522073,2.59,stable,sentinel1_synthetic,simulated
ISRO-2011-0418,25.591563,91.296169,1.89,stable,sentinel1_synthetic,simulated
ISRO-2010-0419,26.285944,94.647763,0.85,stable,sentinel1_synthetic,simulated
ISRO-1998-0420,27.114472,88.297746,2.89,stable,sentinel1_synthetic,simulated
ISRO-2005-0421,27.423107,88.442574,5.15,creep,sentinel1_synthetic,simulated
ISRO-2001-0422,24.470521,94.096353,16.71,creep,sentinel1_synthetic,simulated
ISRO-1998-0423,23.607698,92.677463,39.01,active,sentinel1_synthetic,simulated
ISRO-2003-0424,25.592624,91.024489,11.5,creep,sentinel1_synthetic,simulated
ISRO-2022-0425,25.264172,92.820223,0.65,stable,sentinel1_synthetic,simulated
ISRO-1999-0426,27.667211,88.411712,11.29,creep,sentinel1_synthetic,simulated
ISRO-2010-0427,27.300406,88.479423,11.88,creep,sentinel1_synthetic,simulated
ISRO-2013-0428,25.143393,93.878651,2.27,stable,sentinel1_synthetic,simulated
ISRO-2001-0429,25.414331,91.19318,0.71,stable,sentinel1_synthetic,simulated
ISRO-2022-0430,27.073951,88.087974,0.18,stable,sentinel1_synthetic,simulated
ISRO-2004-0431,25.243929,91.170216,16.9,creep,sentinel1_synthetic,simulated
ISRO-2006-0432,25.66082,92.79594,15.01,creep,sentinel1_synthetic,simulated
ISRO-2021-0433,26.301152,93.660221,1.21,stable,sentinel1_synthetic,simulated
ISRO-2016-0434,26.64651,94.059857,0.79,stable,sentinel1_synthetic,simulated
ISRO-2011-0435,26.254751,94.726336,5.35,stable,sentinel1_synthetic,simulated
ISRO-2009-0436,26.20262,94.069162,1.57,stable,sentinel1_synthetic,simulated
ISRO-2003-0437,26.299187,94.744134,8.2,creep,sentinel1_synthetic,simulated
ISRO-2015-0438,25.62915,92.646021,15.03,creep,sentinel1_synthetic,simulated
ISRO-2015-0439,23.533555,91.598279,14.0,creep,sentinel1_synthetic,simulated
ISRO-2022-0440,27.235631,93.209455,19.79,creep,sentinel1_synthetic,simulated
ISRO-2011-0441,25.68412,90.804828,64.27,active,sentinel1_synthetic,simulated
ISRO-2018-0442,24.792192,94.174361,41.31,active,sentinel1_synthetic,simulated
ISRO-2003-0443,23.446088,92.527222,2.75,stable,sentinel1_synthetic,simulated
ISRO-2006-0444,26.985476,92.99004,3.11,stable,sentinel1_synthetic,simulated
ISRO-2006-0445,26.109613,93.796234,2.0,stable,sentinel1_synthetic,simulated
ISRO-2015-0446,25.501966,91.202253,3.33,stable,sentinel1_synthetic,simulated
ISRO-2018-0447,25.603387,90.430974,1.81,stable,sentinel1_synthetic,simulated
ISRO-2018-0448,26.878338,93.122641,1.02,stable,sentinel1_synthetic,simulated
ISRO-2020-0449,24.650356,93.845223,15.43,creep,sentinel1_synthetic,simulated
ISRO-2018-0450,26.2934,93.972199,3.49,stable,sentinel1_synthetic,simulated
ISRO-2005-0451,23.515012,92.500605,8.42,creep,sentinel1_synthetic,simulated
ISRO-2002-0452,23.262889,92.778024,0.02,stable,sentinel1_synthetic,simulated
ISRO-2007-0453,24.829869,94.010292,1.32,stable,sentinel1_synthetic,simulated
ISRO-2014-0454,24.530326,94.092581,82.58,active,sentinel1_synthetic,simulated
ISRO-2012-0455,25.457842,91.04451,1.69,stable,sentinel1_synthetic,simulated
ISRO-2004-0456,22.665105,92.957917,7.59,active,sentinel1_synthetic,simulated
ISRO-2004-0457,26.279589,93.798665,9.74,creep,sentinel1_synthetic,simulated
ISRO-2001-0458,25.458526,91.189733,0.16,stable,sentinel1_synthetic,simulated
ISRO-2004-0459,24.459905,93.75561,12.96,creep,sentinel1_synthetic,simulated
ISRO-2005-0460,26.422925,94.145337,36.17,active,sentinel1_synthetic,simulated
ISRO-2016-0461,27.935502,94.662856,24.37,creep,sentinel1_synthetic,simulated
ISRO-2013-0462,23.340705,92.469455,36.57,active,sentinel1_synthetic,simulated
ISRO-2005-0463,25.873692,93.662389,0.36,stable,sentinel1_synthetic,simulated
ISRO-1999-0464,25.32655,90.915638,17.9,creep,sentinel1_synthetic,simulated
ISRO-2022-0465,23.927181,91.47609,3.65,stable,sentinel1_synthetic,simulated
ISRO-2013-0466,26.40747,92.975518,4.0,stable,sentinel1_synthetic,simulated
ISRO-2015-0467,25.82846,90.518139,0.75,stable,sentinel1_synthetic,simulated
ISRO-2004-0468,26.612368,94.347898,16.64,creep,sentinel1_synthetic,simulated
ISRO-2000-0469,27.70851,91.675086,4.55,stable,sentinel1_synthetic,simulated
ISRO-2009-0470,26.625656,93.982301,2.26,stable,sentinel1_synthetic,simulated
ISRO-2022-0471,26.91346,92.794195,0.82,stable,sentinel1_synthetic,simulated
ISRO-2014-0472,26.565323,94.419936,23.6,creep,sentinel1_synthetic,simulated
ISRO-2015-0473,25.08913,92.229011,6.97,creep,sentinel1_synthetic,simulated
ISRO-2011-0474,25.013929,94.630113,2.66,stable,sentinel1_synthetic,simulated
ISRO-1998-0475,27.426761,91.831165,18.59,creep,sentinel1_synthetic,simulated
ISRO-1998-0476,26.853315,92.906194,22.3,creep,sentinel1_synthetic,simulated
ISRO-2021-0477,23.049084,92.833878,3.44,stable,sentinel1_synthetic,simulated
ISRO-2008-0478,23.389913,91.692915,2.7,creep,sentinel1_synthetic,simulated
ISRO-2016-0479,25.722491,90.185371,39.23,active,sentinel1_synthetic,simulated
ISRO-2008-0480,26.285091,94.595155,0.22,stable,sentinel1_synthetic,simulated
ISRO-2015-0481,24.871363,94.476314,17.22,creep,sentinel1_synthetic,simulated
ISRO-2003-0482,25.391653,90.962009,0.07,stable,sentinel1_synthetic,simulated
ISRO-2018-0483,24.768768,94.503122,2.95,stable,sentinel1_synthetic,simulated
ISRO-2021-0484,26.412062,94.231903,4.21,stable,sentinel1_synthetic,simulated
ISRO-2000-0485,26.20994,93.04952,61.79,active,sentinel1_synthetic,simulated
ISRO-2015-0486,25.0073,94.506443,14.49,creep,sentinel1_synthetic,simulated
ISRO-2021-0487,27.177386,88.421229,1.4,stable,sentinel1_synthetic,simulated
ISRO-2005-0488,26.450033,93.816748,0.51,stable,sentinel1_synthetic,simulated
ISRO-2007-0489,27.384247,95.356453,36.79,active,sentinel1_synthetic,simulated
ISRO-2019-0490,27.243187,88.547956,1.77,stable,sentinel1_synthetic,simulated
ISRO-2003-0491,25.483421,92.023,17.66,creep,sentinel1_synthetic,simulated
ISRO-2001-0492,27.504969,95.215714,0.76,stable,sentinel1_synthetic,simulated
ISRO-2006-0493,25.074551,94.098849,2.15,stable,sentinel1_synthetic,simulated
ISRO-2002-0494,27.49086,88.45488,16.32,creep,sentinel1_synthetic,simulated
ISRO-2021-0495,23.007458,92.584469,4.03,stable,sentinel1_synthetic,simulated
ISRO-2005-0496,25.214864,91.497399,1.01,stable,sentinel1_synthetic,simulated
ISRO-2008-0497,26.221671,93.026925,1.29,stable,sentinel1_synthetic,simulated
ISRO-1999-0498,27.019699,88.296742,22.75,creep,sentinel1_synthetic,simulated
ISRO-2007-0499,27.385917,91.660066,52.01,active,sentinel1_synthetic,simulated
ISRO-2000-0500,26.111787,94.368857,13.25,creep,sentinel1_synthetic,simulated
ISRO-2015-0501,22.828558,92.975934,16.75,creep,sentinel1_synthetic,simulated
ISRO-2002-0502,24.556112,93.781893,67.93,active,sentinel1_synthetic,simulated
ISRO-2004-0503,22.876386,92.593869,4.79,stable,sentinel1_synthetic,simulated
ISRO-2017-0504,26.723446,94.075981,2.03,stable,sentinel1_synthetic,simulated
ISRO-2014-0505,26.32307,94.51201,3.74,stable,sentinel1_synthetic,simulated
ISRO-2009-0506,27.32675,88.117641,12.35,creep,sentinel1_synthetic,simulated
ISRO-2007-0507,25.50876,91.624802,1.67,stable,sentinel1_synthetic,simulated
ISRO-2005-0508,26.62671,92.747558,1.96,stable,sentinel1_synthetic,simulated
ISRO-2000-0509,26.644571,94.090658,0.52,stable,sentinel1_synthetic,simulated
ISRO-2008-0510,23.237409,92.464536,1.95,stable,sentinel1_synthetic,simulated
ISRO-2007-0511,26.287101,92.914636,2.09,stable,sentinel1_synthetic,simulated
ISRO-1999-0512,26.839067,92.800476,23.86,creep,sentinel1_synthetic,simulated
ISRO-2012-0513,26.560898,94.293377,2.42,stable,sentinel1_synthetic,simulated
ISRO-2020-0514,25.197742,91.506001,2.15,stable,sentinel1_synthetic,simulated
ISRO-2017-0515,27.200158,88.433929,0.21,stable,sentinel1_synthetic,simulated
ISRO-2021-0516,26.349106,94.69352,3.52,stable,sentinel1_synthetic,simulated
ISRO-2017-0517,25.904309,90.41557,1.87,stable,sentinel1_synthetic,simulated
ISRO-2010-0518,27.177985,93.104637,1.22,stable,sentinel1_synthetic,simulated
ISRO-2009-0519,25.377604,90.76562,4.09,stable,sentinel1_synthetic,simulated
ISRO-2008-0520,25.386992,91.440436,3.4,stable,sentinel1_synthetic,simulated
ISRO-2011-0521,23.590115,92.680003,1.7,stable,sentinel1_synthetic,simulated
ISRO-2011-0522,24.479774,94.131007,15.21,creep,sentinel1_synthetic,simulated
ISRO-2013-0523,25.642927,91.476994,1.27,stable,sentinel1_synthetic,simulated
ISRO-2020-0524,25.453417,91.902067,3.07,stable,sentinel1_synthetic,simulated
ISRO-2011-0525,23.667943,91.489898,38.99,active,sentinel1_synthetic,simulated
ISRO-2003-0526,23.853116,92.302907,3.14,stable,sentinel1_synthetic,simulated
ISRO-2009-0527,25.351243,91.099635,0.01,stable,sentinel1_synthetic,simulated
ISRO-2014-0528,27.085584,95.437947,2.18,stable,sentinel1_synthetic,simulated
ISRO-2003-0529,27.486375,88.651602,2.35,stable,sentinel1_synthetic,simulated
ISRO-2016-0530,25.436499,91.883581,1.91,stable,sentinel1_synthetic,simulated
ISRO-2017-0531,23.064061,92.788142,20.4,creep,sentinel1_synthetic,simulated
ISRO-2002-0532,23.6501,91.520129,0.07,stable,sentinel1_synthetic,simulated
ISRO-1998-0533,27.282584,88.828094,2.33,stable,sentinel1_synthetic,simulated
ISRO-2015-0534,23.805911,91.261458,7.69,creep,sentinel1_synthetic,simulated
ISRO-2018-0535,27.181239,92.855801,15.48,creep,sentinel1_synthetic,simulated
ISRO-1998-0536,23.427682,91.657758,31.6,active,sentinel1_synthetic,simulated
ISRO-2022-0537,23.452374,92.492172,15.85,creep,sentinel1_synthetic,simulated
ISRO-2009-0538,26.544644,94.21652,25.95,creep,sentinel1_synthetic,simulated
ISRO-1998-0539,26.012813,94.526757,1.94,stable,sentinel1_synthetic,simulated
ISRO-2004-0540,25.659869,92.451531,1.3,stable,sentinel1_synthetic,simulated
ISRO-2018-0541,23.425416,92.75927,4.43,creep,sentinel1_synthetic,simulated
ISRO-2019-0542,25.010181,94.200884,1.64,stable,sentinel1_synthetic,simulated
ISRO-1998-0543,25.262474,92.705635,2.63,stable,sentinel1_synthetic,simulated
ISRO-2016-0544,25.724818,91.133017,15.3,creep,sentinel1_synthetic,simulated
ISRO-2014-0545,25.975976,94.696241,0.96,stable,sentinel1_synthetic,simulated
ISRO-2004-0546,26.220924,94.579734,1.1,creep,sentinel1_synthetic,simulated
ISRO-2001-0547,24.965983,93.992003,3.37,creep,sentinel1_synthetic,simulated
ISRO-2016-0548,24.847621,94.298143,0.92,stable,sentinel1_synthetic,simulated
ISRO-2019-0549,27.507639,95.101624,4.33,stable,sentinel1_synthetic,simulated
ISRO-2010-0550,25.576698,92.62967,11.69,creep,sentinel1_synthetic,simulated
ISRO-2017-0551,23.8233,92.259711,15.31,creep,sentinel1_synthetic,simulated
ISRO-2019-0552,24.631715,94.33564,22.85,creep,sentinel1_synthetic,simulated
ISRO-2011-0553,23.556986,91.051118,2.01,stable,sentinel1_synthetic,simulated
ISRO-2012-0554,24.739633,94.243373,68.16,active,sentinel1_synthetic,simulated
ISRO-2018-0555,26.236002,94.737917,49.23,active,sentinel1_synthetic,simulated
ISRO-1999-0556,24.907344,94.288957,2.53,stable,sentinel1_synthetic,simulated
ISRO-2011-0557,25.860129,94.071121,29.79,active,sentinel1_synthetic,simulated
ISRO-2001-0558,23.742032,92.272471,0.13,stable,sentinel1_synthetic,simulated
ISRO-2002-0559,23.525654,92.332766,4.61,stable,sentinel1_synthetic,simulated
ISRO-2014-0560,27.370249,91.797827,2.5,stable,sentinel1_synthetic,simulated
ISRO-2009-0561,25.06796,94.245207,3.19,stable,sentinel1_synthetic,simulated
ISRO-2005-0562,26.51681,94.012461,0.25,stable,sentinel1_synthetic,simulated
ISRO-2009-0563,23.496955,91.778098,2.63,stable,sentinel1_synthetic,simulated
ISRO-2001-0564,27.548737,91.755828,2.92,stable,sentinel1_synthetic,simulated
ISRO-2019-0565,27.311007,88.207132,19.96,creep,sentinel1_synthetic,simulated
ISRO-2000-0566,26.4569,94.13669,1.15,stable,sentinel1_synthetic,simulated
ISRO-2003-0567,27.325379,88.735305,6.86,creep,sentinel1_synthetic,simulated
ISRO-2014-0568,27.782844,91.620716,26.82,creep,sentinel1_synthetic,simulated
ISRO-2006-0569,26.887439,93.240006,0.32,stable,sentinel1_synthetic,simulated
ISRO-1998-0570,25.587874,92.575188,12.81,creep,sentinel1_synthetic,simulated
ISRO-2022-0571,22.771313,92.687119,2.43,stable,sentinel1_synthetic,simulated
ISRO-2011-0572,22.937939,92.701721,1.07,stable,sentinel1_synthetic,simulated
ISRO-2018-0573,25.889535,93.894615,1.81,stable,sentinel1_synthetic,simulated
ISRO-2014-0574,23.834531,92.502879,47.29,active,sentinel1_synthetic,simulated
ISRO-2016-0575,23.351361,91.45567,17.94,creep,sentinel1_synthetic,simulated
ISRO-2013-0576,25.211507,94.343295,16.61,creep,sentinel1_synthetic,simulated
ISRO-2000-0577,26.436628,94.682069,3.83,stable,sentinel1_synthetic,simulated
ISRO-2001-0578,23.424659,92.673298,26.59,creep,sentinel1_synthetic,simulated
ISRO-2000-0579,25.561425,91.174731,3.28,stable,sentinel1_synthetic,simulated
ISRO-2006-0580,22.785637,92.874256,0.48,stable,sentinel1_synthetic,simulated
ISRO-2003-0581,25.450463,90.286884,2.8,stable,sentinel1_synthetic,simulated
ISRO-2005-0582,26.481852,94.172207,2.83,stable,sentinel1_synthetic,simulated
ISRO-2020-0583,24.303683,93.937149,1.68,stable,sentinel1_synthetic,simulated
ISRO-2012-0584,24.954258,94.255449,12.31,creep,sentinel1_synthetic,simulated
ISRO-1998-0585,23.390623,91.680059,2.33,creep,sentinel1_synthetic,simulated
ISRO-2021-0586,25.973281,94.630036,74.21,active,sentinel1_synthetic,simulated
ISRO-2019-0587,24.614297,93.885812,18.48,creep,sentinel1_synthetic,simulated
ISRO-2008-0588,24.489247,93.912455,2.19,stable,sentinel1_synthetic,simulated
ISRO-2001-0589,25.398469,92.493224,50.14,active,sentinel1_synthetic,simulated
ISRO-2013-0590,25.700591,92.733465,19.17,creep,sentinel1_synthetic,simulated
ISRO-2009-0591,24.521533,93.783666,3.81,stable,sentinel1_synthetic,simulated
ISRO-2013-0592,28.055015,94.60823,1.46,stable,sentinel1_synthetic,simulated
ISRO-2015-0593,26.274767,93.815602,0.32,stable,sentinel1_synthetic,simulated
ISRO-1999-0594,25.468216,90.271589,6.33,creep,sentinel1_synthetic,simulated
ISRO-2007-0595,27.591269,92.012062,24.14,creep,sentinel1_synthetic,simulated
ISRO-2010-0596,25.401878,91.610982,7.54,stable,sentinel1_synthetic,simulated
ISRO-2003-0597,26.604706,94.072043,2.05,stable,sentinel1_synthetic,simulated
ISRO-2008-0598,25.09096,91.987833,1.92,stable,sentinel1_synthetic,simulated
ISRO-2022-0599,24.684009,93.809449,58.89,active,sentinel1_synthetic,simulated
ISRO-2004-0600,26.727691,93.907916,0.99,stable,sentinel1_synthetic,simulated
ISRO-2008-0601,25.554363,90.073032,20.11,creep,sentinel1_synthetic,simulated
ISRO-2008-0602,25.039508,94.108753,2.71,creep,sentinel1_synthetic,simulated
ISRO-2003-0603,26.500303,94.220286,0.73,creep,sentinel1_synthetic,simulated
ISRO-2008-0604,23.451085,91.439462,1.18,stable,sentinel1_synthetic,simulated
ISRO-2015-0605,28.220073,94.616106,2.72,creep,sentinel1_synthetic,simulated
ISRO-2019-0606,27.562491,91.687466,70.98,active,sentinel1_synthetic,simulated
ISRO-2001-0607,25.137712,93.950844,16.89,creep,sentinel1_synthetic,simulated
ISRO-2009-0608,25.565118,90.76163,3.16,stable,sentinel1_synthetic,simulated
ISRO-2014-0609,27.307635,88.296688,6.8,creep,sentinel1_synthetic,simulated
ISRO-2015-0610,25.542236,91.009657,17.08,active,sentinel1_synthetic,simulated
ISRO-2001-0611,23.448419,92.751332,17.27,creep,sentinel1_synthetic,simulated
ISRO-2007-0612,27.549857,88.462512,17.52,creep,sentinel1_synthetic,simulated
ISRO-2003-0613,28.103187,94.894394,31.14,creep,sentinel1_synthetic,simulated
ISRO-2015-0614,27.036082,93.189717,2.63,stable,sentinel1_synthetic,simulated
ISRO-2007-0615,28.320587,94.61199,15.45,creep,sentinel1_synthetic,simulated
ISRO-2007-0616,23.330474,91.487881,12.64,creep,sentinel1_synthetic,simulated
ISRO-2015-0617,25.293346,91.528858,2.17,stable,sentinel1_synthetic,simulated
ISRO-2007-0618,26.41218,94.765834,3.83,stable,sentinel1_synthetic,simulated
ISRO-2011-0619,23.950336,91.34759,4.07,stable,sentinel1_synthetic,simulated
ISRO-2003-0620,23.14032,92.663894,8.2,creep,sentinel1_synthetic,simulated
ISRO-2001-0621,26.329536,94.193179,10.24,creep,sentinel1_synthetic,simulated
ISRO-1998-0622,23.460617,92.763328,2.09,stable,sentinel1_synthetic,simulated
ISRO-2009-0623,27.95414,94.855941,73.43,active,sentinel1_synthetic,simulated
ISRO-2005-0624,25.416403,92.766553,12.0,creep,sentinel1_synthetic,simulated
ISRO-2015-0625,25.42768,92.74775,14.52,creep,sentinel1_synthetic,simulated
ISRO-2003-0626,25.481464,91.533431,23.7,creep,sentinel1_synthetic,simulated
ISRO-2015-0627,27.25142,88.467473,3.16,stable,sentinel1_synthetic,simulated
ISRO-2010-0628,27.493355,88.450425,2.57,stable,sentinel1_synthetic,simulated
ISRO-2013-0629,25.454599,91.367442,1.84,stable,sentinel1_synthetic,simulated
ISRO-1999-0630,28.112398,94.757494,3.5,stable,sentinel1_synthetic,simulated
ISRO-2004-0631,26.825372,92.908116,2.49,stable,sentinel1_synthetic,simulated
ISRO-2001-0632,23.740122,91.462762,20.28,creep,sentinel1_synthetic,simulated
ISRO-2011-0633,28.124817,94.75132,2.39,creep,sentinel1_synthetic,simulated
ISRO-2021-0634,26.506477,94.261788,10.17,creep,sentinel1_synthetic,simulated
ISRO-2009-0635,26.502867,94.442157,6.31,creep,sentinel1_synthetic,simulated
ISRO-2002-0636,27.340676,88.558351,3.87,stable,sentinel1_synthetic,simulated
ISRO-2021-0637,26.395235,93.956115,4.74,creep,sentinel1_synthetic,simulated
ISRO-2015-0638,27.671731,91.963962,1.64,stable,sentinel1_synthetic,simulated
ISRO-2018-0639,26.47527,93.832353,1.9,stable,sentinel1_synthetic,simulated
ISRO-2016-0640,26.718024,93.808352,22.19,active,sentinel1_synthetic,simulated
ISRO-2013-0641,26.103417,94.465825,1.51,stable,sentinel1_synthetic,simulated
ISRO-2020-0642,26.53829,94.599823,64.21,active,sentinel1_synthetic,simulated
ISRO-1999-0643,25.269943,90.863695,1.92,stable,sentinel1_synthetic,simulated
ISRO-2006-0644,25.667472,92.897952,22.13,active,sentinel1_synthetic,simulated
ISRO-2009-0645,23.358666,91.381382,18.15,creep,sentinel1_synthetic,simulated
ISRO-2022-0646,23.719763,91.412827,0.43,stable,sentinel1_synthetic,simulated
ISRO-2001-0647,25.415906,92.808217,3.37,stable,sentinel1_synthetic,simulated
ISRO-2002-0648,25.252141,92.702105,4.26,stable,sentinel1_synthetic,simulated
ISRO-1999-0649,25.583085,91.161327,0.46,stable,sentinel1_synthetic,simulated
ISRO-2001-0650,26.587464,94.190177,53.01,active,sentinel1_synthetic,simulated
