event_id,latitude,longitude,date,trigger,event_type,severity,state,district,source_name,source_link,data_source,data_quality,license
COOLR-SYN-0133,26.324344,93.716718,2010-10-20,rain,translational_slide,small,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0134,25.966183,90.342803,2015-08-24,monsoonal_rain,translational_slide,large,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0135,24.077844,91.238811,2013-07-01,unknown,rockfall,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0136,25.264855,92.435652,2016-06-17,rain,debris_flow,small,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0137,23.546136,92.524373,2017-02-26,human_activity,rockfall,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0138,26.496954,92.815188,2010-08-11,rain_and_snowmelt,translational_slide,small,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0139,25.26115,90.842607,2015-09-23,rain,rockfall,large,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0140,25.534792,90.796421,2009-07-10,earthquake,rockfall,small,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0141,26.514564,94.787125,2018-10-18,earthquake,rotational_slide,very_large,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0142,26.182656,92.753921,2008-07-12,monsoonal_rain,rotational_slide,small,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0143,26.206664,93.717797,2009-09-08,rain,mudflow,small,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0144,26.233692,94.745267,2011-07-26,rain_and_snowmelt,mudflow,medium,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0145,26.289796,93.800872,2016-06-17,unknown,rotational_slide,small,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0146,25.246616,93.950517,2021-06-13,earthquake,rockfall,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0147,28.025338,94.709516,2017-07-27,rain_and_snowmelt,translational_slide,very_large,Arunachal Pradesh,Upper Siang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0148,22.853782,92.661744,2017-07-06,rain,translational_slide,large,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0149,25.501521,90.43235,2014-06-24,rain,mudflow,medium,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0150,26.442687,94.366423,2020-07-16,unknown,debris_flow,large,Assam,Dima Hasao,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0151,26.681546,92.790107,2009-08-11,monsoonal_rain,debris_flow,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0152,27.461159,88.250311,2014-04-04,rain,translational_slide,medium,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0153,25.419819,91.574478,2021-12-04,monsoonal_rain,mudflow,very_large,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0154,28.114142,94.648165,2009-09-23,earthquake,mudflow,medium,Arunachal Pradesh,Upper Siang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0155,25.4771,91.634503,2017-08-14,rain,translational_slide,small,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0156,27.309174,91.527416,2022-01-06,unknown,rotational_slide,large,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0157,23.943682,91.335958,2022-08-06,earthquake,debris_flow,small,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0158,23.136321,92.57049,2018-06-04,human_activity,rotational_slide,medium,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0159,24.076261,91.17854,2019-09-02,unknown,translational_slide,large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0160,26.427843,94.8464,2009-08-04,earthquake,rotational_slide,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0161,26.733922,94.296192,2014-05-03,human_activity,debris_flow,small,Assam,Dima Hasao,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0162,25.200684,90.953965,2015-10-17,rain,debris_flow,large,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0163,26.405311,93.761953,2010-07-04,rain,rockfall,large,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0164,26.256821,94.536556,2013-11-05,earthquake,mudflow,medium,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0165,25.937459,93.618759,2022-11-25,rain,translational_slide,small,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0166,26.55385,92.640725,2018-05-07,rain_and_snowmelt,debris_flow,large,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0167,23.715318,92.47366,2016-12-25,rain,rockfall,medium,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0168,26.781618,92.847414,2019-07-15,rain,rotational_slide,small,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0169,27.515853,88.365327,2013-07-07,rain,rockfall,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0170,25.210015,92.488329,2018-02-19,rain,translational_slide,very_large,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0171,23.311679,92.785538,2010-08-05,rain,mudflow,small,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0172,25.642824,90.384112,2012-08-02,earthquake,mudflow,small,Meghalaya,South Garo Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0173,27.114148,92.758747,2009-08-22,rain_and_snowmelt,rockfall,very_large,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0174,25.557863,90.847762,2018-05-02,rain,translational_slide,medium,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0175,27.734167,92.040014,2017-08-25,rain,mudflow,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0176,24.741144,94.309872,2014-08-12,monsoonal_rain,rotational_slide,medium,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0177,22.890431,93.080887,2007-03-21,rain,debris_flow,small,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0178,26.395312,94.734901,2014-07-22,rain,debris_flow,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0179,28.000074,94.905685,2014-08-18,human_activity,mudflow,medium,Arunachal Pradesh,Upper Siang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0180,27.347363,95.289079,2009-02-01,rain,translational_slide,small,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0181,27.819442,92.095571,2016-09-07,rain_and_snowmelt,mudflow,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0182,25.158865,91.612993,2007-07-26,rain,translational_slide,medium,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0183,26.608196,94.295294,2009-05-12,unknown,translational_slide,small,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0184,24.332141,93.874987,2018-11-18,human_activity,mudflow,medium,Manipur,Ukhrul,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0185,25.052412,92.318306,2011-02-10,rain,rockfall,small,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0186,23.968481,92.451709,2011-05-17,monsoonal_rain,mudflow,large,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0187,26.342886,94.491241,2017-09-07,rain,rockfall,medium,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0188,25.906954,93.614632,2017-10-13,earthquake,debris_flow,large,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0189,28.37987,94.536148,2009-07-19,rain,rockfall,small,Arunachal Pradesh,Upper Siang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0190,26.757169,93.802109,2018-11-01,rain,translational_slide,small,Nagaland,Dimapur,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0191,23.77777,91.540419,2014-08-15,rain,mudflow,small,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0192,23.814082,92.403043,2017-05-13,rain_and_snowmelt,debris_flow,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0193,23.291111,92.548473,2016-09-08,rain,mudflow,medium,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0194,23.62715,91.801019,2019-09-12,rain,rockfall,large,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0195,25.05046,93.868707,2022-09-07,unknown,translational_slide,small,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0196,25.627111,91.179204,2009-11-27,rain,rotational_slide,small,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0197,24.664102,94.295038,2007-09-20,monsoonal_rain,debris_flow,medium,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0198,23.159806,92.785666,2008-06-21,rain,debris_flow,medium,Mizoram,Lunglei,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0199,24.027094,91.445752,2018-08-02,rain,debris_flow,small,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0200,27.44369,95.212029,2014-11-16,rain,debris_flow,small,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0201,26.471519,94.429377,2017-09-24,monsoonal_rain,rockfall,small,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0202,24.771745,94.213224,2012-10-08,human_activity,translational_slide,small,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0203,25.301239,92.804486,2011-07-15,earthquake,translational_slide,small,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0204,25.273217,92.557225,2015-03-10,rain,translational_slide,large,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0205,26.338813,94.151934,2014-08-11,rain,rockfall,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0206,27.423853,88.168576,2011-08-22,rain,mudflow,small,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0207,25.556123,92.555088,2012-04-15,unknown,debris_flow,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0208,23.127361,92.62715,2010-11-25,unknown,debris_flow,small,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0209,25.72682,92.69056,2019-06-24,rain_and_snowmelt,rockfall,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0210,27.002463,95.376785,2007-01-27,rain_and_snowmelt,rockfall,small,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0211,25.609315,91.173782,2011-08-02,unknown,rotational_slide,small,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0212,26.274573,93.975554,2012-07-03,rain,translational_slide,medium,Assam,Karbi Anglong,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0213,26.314466,94.032862,2021-04-19,human_activity,debris_flow,small,Assam,Dima Hasao,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0214,26.427097,94.654647,2022-08-14,unknown,rockfall,large,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0215,26.228636,93.022561,2009-10-19,rain,translational_slide,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0216,25.411732,91.059169,2013-09-23,unknown,translational_slide,very_large,Meghalaya,West Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0217,25.507243,91.162111,2009-05-03,rain,rockfall,medium,Assam,Kamrup,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0218,25.50191,92.720002,2018-06-22,rain,rockfall,medium,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0219,23.100827,92.761805,2015-10-24,rain,rockfall,small,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0220,24.063971,91.249732,2019-09-03,rain_and_snowmelt,mudflow,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0221,27.325879,91.707225,2007-08-13,earthquake,translational_slide,small,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0222,27.65338,88.382327,2016-06-15,rain,rockfall,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0223,26.388929,94.82172,2022-08-10,rain,translational_slide,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0224,25.506381,92.223232,2017-08-16,rain,debris_flow,medium,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0225,27.237673,92.810639,2007-08-25,human_activity,mudflow,medium,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0226,26.573295,93.035681,2015-10-21,human_activity,mudflow,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0227,23.666028,91.68809,2012-09-14,unknown,debris_flow,medium,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0228,26.255556,94.878808,2020-11-10,human_activity,translational_slide,small,Nagaland,Mokokchung,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0229,26.758689,93.14014,2015-07-14,monsoonal_rain,mudflow,small,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0230,26.3349,92.662369,2020-11-19,rain,translational_slide,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0231,27.584749,95.162986,2009-09-06,rain,translational_slide,very_large,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0232,26.313511,94.666411,2016-05-08,rain,translational_slide,very_large,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0233,27.339109,88.255855,2017-07-23,human_activity,mudflow,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0234,27.553854,91.588331,2020-06-25,monsoonal_rain,translational_slide,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0235,27.581035,95.057585,2015-09-22,rain,translational_slide,medium,Arunachal Pradesh,Lohit,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0236,25.029545,92.184395,2011-07-15,rain,rotational_slide,medium,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0237,26.860379,92.809454,2020-08-19,human_activity,translational_slide,medium,Arunachal Pradesh,Papum Pare,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0238,26.667077,93.086934,2014-10-19,rain_and_snowmelt,rotational_slide,medium,Arunachal Pradesh,East Kameng,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0239,25.03829,92.207547,2015-09-15,rain,rotational_slide,small,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0240,25.127564,92.28039,2014-11-05,rain,translational_slide,small,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0241,23.680512,91.378246,2022-06-22,human_activity,translational_slide,small,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0242,23.564151,92.449125,2010-03-19,rain,translational_slide,large,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0243,27.048573,88.134658,2015-07-16,rain,rotational_slide,small,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0244,27.333727,88.577161,2021-07-27,rain,debris_flow,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0245,24.995418,94.402101,2018-09-18,unknown,rockfall,small,Manipur,Senapati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0246,23.931293,91.34985,2018-10-10,rain_and_snowmelt,debris_flow,medium,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0247,27.336963,91.569294,2010-08-07,rain,rotational_slide,medium,Arunachal Pradesh,Tawang,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0248,27.638671,88.643487,2010-10-26,monsoonal_rain,rockfall,very_large,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0249,27.651498,88.313254,2007-07-24,rain,rotational_slide,large,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0250,25.43432,92.319949,2008-11-25,rain,rotational_slide,small,Meghalaya,East Khasi Hills,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0251,27.072307,88.325602,2014-04-15,rain_and_snowmelt,rotational_slide,small,Sikkim,West Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0252,23.597016,92.987629,2014-08-13,human_activity,translational_slide,medium,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0253,27.455097,88.59613,2012-06-17,rain,rotational_slide,medium,Sikkim,North Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0254,23.88373,91.580353,2018-09-02,earthquake,debris_flow,large,Tripura,West Tripura,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0255,24.880962,93.956846,2009-01-06,monsoonal_rain,rotational_slide,very_large,Manipur,Chandel,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0256,27.313052,88.722607,2012-07-12,earthquake,mudflow,small,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0257,23.67983,92.278191,2015-04-13,rain_and_snowmelt,translational_slide,small,Mizoram,Champhai,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0258,23.40977,91.752041,2008-10-03,unknown,rotational_slide,large,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0259,27.411022,88.328546,2012-10-24,rain,mudflow,medium,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0260,25.623148,92.83717,2016-10-10,rain,debris_flow,large,Assam,Cachar,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0261,23.659064,92.454376,2016-10-17,unknown,debris_flow,small,Mizoram,Aizawl,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0262,26.161343,94.449677,2017-07-10,rain,translational_slide,medium,Nagaland,Kohima,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0263,27.175637,88.323937,2021-08-17,human_activity,debris_flow,large,Sikkim,East Sikkim,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
COOLR-SYN-0264,23.300929,91.562337,2011-10-07,rain,translational_slide,small,Tripura,Gomati,NASA COOLR (synthetic NER),,nasa_coolr_synthetic,simulated,NASA Open Data (synthetic representation only)
