canonical_event_id,latitude,longitude,date,state,district,event_type,trigger,severity,data_source,data_quality,landslide_event,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_7d,rainfall_intensity,rainfall_data_source,elevation,slope,aspect,curvature,terrain_ruggedness,soil_moisture,soil_texture,soil_ph,soil_organic_carbon,ndvi,land_cover,ground_displacement,historical_landslide_frequency,historical_landslide_distance,population_exposure,infrastructure_exposure,distance_to_road,distance_to_river,is_ner
CE-00665,25.367092,92.281912,2000-05-02,Meghalaya,East Khasi Hills,mudflow,human_activity,low,isro_atlas_synthetic,simulated,1,2.15,1.64,3.57,32.02,60.37,140.71,2.15,gpm_synthetic,,,,,,,,,,,,,5,0.0,504.0,0.57,0.34,2.79,1
CE-00666,26.221903,94.83292,2008-06-21,Nagaland,Mokokchung,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,5.05,7.4,33.55,161.62,233.28,308.9,5.054,gpm_synthetic,,,,,,,,,,,,,6,0.0,121.0,1.81,6.16,1.36,1
CE-00667,25.482927,91.564714,2015-07-08,Assam,Kamrup,translational_slide,rain,low,isro_atlas_synthetic,simulated,1,11.84,3.43,52.52,190.93,216.61,465.88,11.841,gpm_synthetic,,,,,,,,,,,,,9,0.0,289.0,11.68,0.32,2.48,1
CE-00668,27.284708,88.511705,2005-09-21,Sikkim,North Sikkim,rotational_slide,monsoonal_rain,low,isro_atlas_synthetic,simulated,1,0.0,0.02,0.01,0.13,0.31,0.69,0.002,gpm_synthetic,,,,,,,,,,,,,22,0.0,304.0,5.83,1.84,1.79,1
CE-00669,25.575472,91.202179,2014-08-26,Meghalaya,West Khasi Hills,translational_slide,rain,medium,isro_atlas_synthetic,simulated,1,0.19,12.17,142.22,108.87,113.53,139.54,0.191,gpm_synthetic,,,,,,,,,,,,,20,0.0,283.0,0.26,0.36,0.98,1
CE-00670,24.288633,93.721093,2014-11-25,Manipur,Ukhrul,rockfall,rain_and_snowmelt,very_high,isro_atlas_synthetic,simulated,1,0.35,7.06,8.02,10.2,38.81,76.06,0.352,gpm_synthetic,,,,,,,,,,,,,3,0.0,304.0,0.59,0.88,0.73,1
CE-00671,28.007848,94.522669,2018-02-27,Arunachal Pradesh,Upper Siang,debris_flow,human_activity,medium,isro_atlas_synthetic,simulated,1,4.26,10.07,17.34,45.64,62.94,79.79,4.258,gpm_synthetic,,,,,,,,,,,,,2,0.0,964.0,1.16,1.16,2.42,1
CE-00672,26.21079,93.7582,2004-06-23,Assam,Karbi Anglong,mudflow,unknown,medium,isro_atlas_synthetic,simulated,1,0.01,0.1,1.79,1.6,2.15,3.3,0.01,gpm_synthetic,,,,,,,,,,,,,19,0.0,467.0,2.62,4.57,0.99,1
CE-00673,26.239552,93.692999,2003-07-06,Assam,Karbi Anglong,rockfall,earthquake,very_high,isro_atlas_synthetic,simulated,1,0.12,7.39,0.91,12.77,14.48,22.4,0.125,gpm_synthetic,,,,,,,,,,,,,18,0.0,29.0,0.51,0.62,2.48,1
CE-00674,27.281856,88.566867,2022-07-12,Sikkim,East Sikkim,rockfall,human_activity,low,isro_atlas_synthetic,simulated,1,5.04,43.95,35.04,79.89,95.06,127.74,5.037,gpm_synthetic,,,,,,,,,,,,,20,0.0,146.0,7.55,0.8,0.16,1
CE-00675,25.350602,90.942104,2015-08-04,Meghalaya,West Khasi Hills,rotational_slide,rain,high,isro_atlas_synthetic,simulated,1,0.23,0.87,0.4,2.72,5.51,13.36,0.233,gpm_synthetic,,,,,,,,,,,,,8,0.0,272.0,6.09,0.62,1.22,1
CE-00676,26.659056,93.883824,2003-07-21,Nagaland,Dimapur,translational_slide,unknown,low,isro_atlas_synthetic,simulated,1,0.2,2.54,3.11,5.91,6.2,8.04,0.201,gpm_synthetic,,,,,,,,,,,,,10,0.0,12.0,2.81,6.56,1.94,1
CE-00677,25.629971,91.223877,1998-07-10,Assam,Kamrup,translational_slide,unknown,medium,isro_atlas_synthetic,simulated,1,5.32,0.34,12.16,44.85,77.68,222.76,5.319,gpm_synthetic,,,,,,,,,,,,,19,0.0,637.0,2.38,2.71,4.95,1
CE-00678,27.272995,88.525324,2021-11-23,Sikkim,West Sikkim,debris_flow,rain,medium,isro_atlas_synthetic,simulated,1,0.0,0.3,0.17,1.04,1.38,2.52,0.003,gpm_synthetic,,,,,,,,,,,,,20,0.0,1635.0,6.47,2.47,0.23,1
CE-00679,27.263466,88.715836,2014-10-03,Sikkim,East Sikkim,debris_flow,monsoonal_rain,low,isro_atlas_synthetic,simulated,1,0.1,0.02,0.22,1.77,2.23,3.29,0.104,gpm_synthetic,,,,,,,,,,,,,11,0.0,53.0,2.25,2.7,3.29,1
CE-00680,28.255938,94.859351,2001-12-20,Arunachal Pradesh,Upper Siang,rockfall,rain,low,isro_atlas_synthetic,simulated,1,7.75,10.65,18.75,34.64,35.09,81.83,7.755,gpm_synthetic,,,,,,,,,,,,,6,0.0,603.0,7.75,10.28,1.14,1
CE-00681,26.4728,93.752925,2011-09-16,Nagaland,Dimapur,mudflow,monsoonal_rain,low,isro_atlas_synthetic,simulated,1,0.06,43.38,0.09,24.32,38.64,45.6,0.061,gpm_synthetic,,,,,,,,,,,,,8,0.0,138.0,0.21,0.46,1.82,1
CE-00682,26.472974,92.645961,2002-09-02,Arunachal Pradesh,East Kameng,debris_flow,rain,low,isro_atlas_synthetic,simulated,1,15.06,6.55,115.61,252.63,337.26,816.48,15.06,gpm_synthetic,,,,,,,,,,,,,2,0.0,154.0,8.07,0.63,3.31,1
CE-00683,26.254885,94.048074,1999-08-04,Assam,Karbi Anglong,rockfall,human_activity,low,isro_atlas_synthetic,simulated,1,0.05,0.83,0.0,1.64,2.02,5.49,0.052,gpm_synthetic,,,,,,,,,,,,,20,0.0,37.0,3.69,0.69,5.1,1
CE-00684,23.253865,92.791447,2021-06-04,Mizoram,Aizawl,rotational_slide,earthquake,medium,isro_atlas_synthetic,simulated,1,0.26,0.57,1.27,1.43,2.77,9.31,0.261,gpm_synthetic,,,,,,,,,,,,,5,0.0,209.0,28.59,4.69,0.09,1
CE-00685,26.250157,93.925184,1998-11-10,Nagaland,Dimapur,translational_slide,rain,very_high,isro_atlas_synthetic,simulated,1,0.61,5.52,9.74,28.77,35.16,60.0,0.607,gpm_synthetic,,,,,,,,,,,,,9,0.0,358.0,2.78,1.76,0.28,1
CE-00686,23.022943,92.706306,2008-06-18,Mizoram,Lunglei,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.72,10.03,6.59,21.43,83.87,148.58,0.723,gpm_synthetic,,,,,,,,,,,,,9,0.0,453.0,0.2,4.5,3.66,1
CE-00687,27.10313,88.061764,2022-06-07,Sikkim,West Sikkim,translational_slide,rain,medium,isro_atlas_synthetic,simulated,1,1.29,0.65,6.04,18.16,20.92,49.81,1.287,gpm_synthetic,,,,,,,,,,,,,5,0.0,467.0,10.06,4.08,1.82,1
CE-00688,25.331259,91.234246,2019-09-11,Assam,Kamrup,rotational_slide,rain,medium,isro_atlas_synthetic,simulated,1,2.84,99.73,28.91,124.54,131.47,187.23,2.836,gpm_synthetic,,,,,,,,,,,,,12,0.0,218.0,0.11,1.42,0.25,1
CE-00689,27.213556,95.00508,2009-06-27,Arunachal Pradesh,Lohit,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.88,1.89,3.95,23.16,86.89,103.82,0.877,gpm_synthetic,,,,,,,,,,,,,8,0.0,593.0,5.34,1.55,0.44,1
CE-00690,22.774779,92.764712,2009-06-19,Mizoram,Lunglei,mudflow,rain,very_high,isro_atlas_synthetic,simulated,1,0.72,8.35,7.92,34.41,45.66,50.43,0.718,gpm_synthetic,,,,,,,,,,,,,5,0.0,405.0,0.21,2.39,0.16,1
CE-00691,27.15528,92.921569,2021-08-23,Arunachal Pradesh,Papum Pare,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,1.7,26.34,165.47,156.82,268.31,516.44,1.705,gpm_synthetic,,,,,,,,,,,,,9,0.0,513.0,2.29,1.25,1.35,1
CE-00692,25.053339,94.034695,2005-12-01,Manipur,Chandel,debris_flow,earthquake,medium,isro_atlas_synthetic,simulated,1,0.16,4.31,9.63,33.15,37.77,188.63,0.164,gpm_synthetic,,,,,,,,,,,,,9,0.0,601.0,3.87,1.09,1.94,1
CE-00693,27.995024,94.935788,2011-09-17,Arunachal Pradesh,Upper Siang,mudflow,rain,medium,isro_atlas_synthetic,simulated,1,2.83,21.13,31.02,84.99,190.36,698.01,2.833,gpm_synthetic,,,,,,,,,,,,,5,0.0,45.0,0.14,4.41,0.54,1
CE-00694,25.238049,91.481044,2006-07-24,Assam,Kamrup,rockfall,human_activity,low,isro_atlas_synthetic,simulated,1,14.96,181.18,216.4,324.52,336.74,1889.27,14.965,gpm_synthetic,,,,,,,,,,,,,14,0.0,2040.0,4.63,4.77,2.57,1
CE-00695,25.431923,92.5006,2021-12-05,Assam,Cachar,translational_slide,human_activity,low,isro_atlas_synthetic,simulated,1,0.1,0.29,0.48,2.56,3.55,5.77,0.099,gpm_synthetic,,,,,,,,,,,,,10,0.0,63.0,12.24,1.43,0.71,1
CE-00696,26.689619,93.824017,2002-08-01,Nagaland,Dimapur,mudflow,rain,high,isro_atlas_synthetic,simulated,1,0.57,8.47,19.78,15.77,30.65,60.36,0.575,gpm_synthetic,,,,,,,,,,,,,9,0.0,651.0,0.12,0.2,5.63,1
CE-00697,27.388369,95.375345,2022-09-21,Arunachal Pradesh,Lohit,rotational_slide,rain,medium,isro_atlas_synthetic,simulated,1,0.4,2.95,14.81,42.43,58.49,171.96,0.397,gpm_synthetic,,,,,,,,,,,,,6,0.0,255.0,1.71,0.43,0.27,1
CE-00698,26.725294,94.03433,2015-08-08,Nagaland,Dimapur,rotational_slide,rain_and_snowmelt,medium,isro_atlas_synthetic,simulated,1,0.6,11.44,29.25,31.83,42.95,126.68,0.601,gpm_synthetic,,,,,,,,,,,,,13,0.0,297.0,21.82,3.74,0.01,1
CE-00699,25.854718,93.93492,2012-11-18,Assam,Karbi Anglong,debris_flow,earthquake,medium,isro_atlas_synthetic,simulated,1,4.04,9.33,22.79,63.78,68.88,119.34,4.043,gpm_synthetic,,,,,,,,,,,,,3,0.0,297.0,5.84,2.8,1.21,1
CE-00700,23.283652,91.798642,2011-08-25,Tripura,Gomati,debris_flow,rain,medium,isro_atlas_synthetic,simulated,1,1.62,16.95,76.61,219.4,244.17,321.89,1.62,gpm_synthetic,,,,,,,,,,,,,5,0.0,380.0,3.29,3.76,1.16,1
CE-00701,25.804522,90.073562,2008-06-20,Meghalaya,South Garo Hills,rotational_slide,human_activity,medium,isro_atlas_synthetic,simulated,1,0.06,83.6,334.72,220.37,220.75,315.44,0.06,gpm_synthetic,,,,,,,,,,,,,5,0.0,287.0,2.82,5.16,0.5,1
CE-00702,27.167817,93.052796,2009-07-02,Arunachal Pradesh,Papum Pare,rotational_slide,human_activity,low,isro_atlas_synthetic,simulated,1,1.73,1.03,19.75,37.83,103.82,144.41,1.734,gpm_synthetic,,,,,,,,,,,,,6,0.0,592.0,2.33,3.07,0.81,1
CE-00703,23.853848,91.417425,1998-03-21,Tripura,West Tripura,rockfall,rain_and_snowmelt,low,isro_atlas_synthetic,simulated,1,0.35,3.11,1.27,4.41,5.85,7.94,0.353,gpm_synthetic,,,,,,,,,,,,,10,0.0,228.0,10.01,4.59,0.19,1
CE-00704,23.285565,91.406609,2008-06-19,Tripura,Gomati,rotational_slide,rain,high,isro_atlas_synthetic,simulated,1,1.82,0.58,1.97,12.12,18.68,96.72,1.819,gpm_synthetic,,,,,,,,,,,,,6,0.0,48.0,0.76,0.88,5.95,1
CE-00705,26.548486,92.941976,2007-08-11,Arunachal Pradesh,East Kameng,translational_slide,earthquake,low,isro_atlas_synthetic,simulated,1,0.77,2.67,29.79,12.07,40.27,70.85,0.766,gpm_synthetic,,,,,,,,,,,,,7,0.0,245.0,1.14,0.24,2.35,1
CE-00706,23.341364,91.791691,2008-08-13,Tripura,Gomati,rockfall,rain,medium,isro_atlas_synthetic,simulated,1,2.21,18.45,9.42,199.62,256.27,295.38,2.205,gpm_synthetic,,,,,,,,,,,,,7,0.0,359.0,12.2,0.24,0.81,1
CE-00707,26.349733,94.316631,2020-07-21,Nagaland,Kohima,rockfall,earthquake,low,isro_atlas_synthetic,simulated,1,0.57,1.89,68.41,165.72,344.61,360.89,0.57,gpm_synthetic,,,,,,,,,,,,,10,0.0,469.0,11.63,0.58,0.04,1
CE-00708,28.19802,94.578571,2003-09-25,Arunachal Pradesh,Upper Siang,mudflow,human_activity,high,isro_atlas_synthetic,simulated,1,1.02,18.24,1.9,55.27,56.19,631.19,1.025,gpm_synthetic,,,,,,,,,,,,,3,0.0,666.0,7.75,2.02,0.76,1
CE-00709,23.72457,92.507945,2007-05-25,Mizoram,Champhai,rockfall,unknown,medium,isro_atlas_synthetic,simulated,1,5.86,15.02,104.47,67.18,71.79,102.64,5.864,gpm_synthetic,,,,,,,,,,,,,7,0.0,693.0,5.5,0.03,2.0,1
CE-00710,27.236507,88.436654,2019-07-16,Sikkim,East Sikkim,translational_slide,rain,low,isro_atlas_synthetic,simulated,1,1.16,7.3,33.86,62.72,95.47,171.39,1.162,gpm_synthetic,,,,,,,,,,,,,18,0.0,1400.0,16.61,0.89,7.96,1
CE-00711,23.69602,91.62282,2017-08-03,Tripura,Gomati,debris_flow,unknown,high,isro_atlas_synthetic,simulated,1,0.98,3.19,1.01,18.5,24.88,41.53,0.98,gpm_synthetic,,,,,,,,,,,,,7,0.0,5.0,2.16,6.82,1.45,1
CE-00712,26.600341,92.977044,2001-10-02,Arunachal Pradesh,East Kameng,mudflow,rain,low,isro_atlas_synthetic,simulated,1,0.01,0.32,0.35,9.68,10.04,22.51,0.014,gpm_synthetic,,,,,,,,,,,,,9,0.0,247.0,9.38,0.67,1.99,1
CE-00713,23.657274,92.701931,2011-03-23,Mizoram,Champhai,rotational_slide,unknown,medium,isro_atlas_synthetic,simulated,1,0.08,0.26,0.41,0.87,2.13,2.99,0.083,gpm_synthetic,,,,,,,,,,,,,10,0.0,889.0,1.7,1.25,1.15,1
CE-00714,25.493024,91.202072,2022-10-06,Assam,Kamrup,debris_flow,rain,very_high,isro_atlas_synthetic,simulated,1,0.96,2.56,0.23,76.5,100.91,265.51,0.961,gpm_synthetic,,,,,,,,,,,,,17,0.0,516.0,14.14,0.2,2.56,1
CE-00715,26.282177,93.78428,2017-10-24,Nagaland,Dimapur,translational_slide,human_activity,high,isro_atlas_synthetic,simulated,1,3.84,9.6,13.35,44.62,127.79,153.72,3.837,gpm_synthetic,,,,,,,,,,,,,18,0.0,369.0,20.3,3.18,1.97,1
CE-00716,24.399362,93.787755,2020-09-24,Manipur,Ukhrul,translational_slide,rain,high,isro_atlas_synthetic,simulated,1,1.21,4.31,11.42,15.35,20.1,20.57,1.206,gpm_synthetic,,,,,,,,,,,,,6,0.0,161.0,3.23,3.28,0.01,1
CE-00717,27.284018,88.50703,2013-09-11,Sikkim,West Sikkim,mudflow,unknown,medium,isro_atlas_synthetic,simulated,1,1.82,13.96,12.89,45.11,52.99,70.5,1.816,gpm_synthetic,,,,,,,,,,,,,22,0.0,60.0,2.95,0.31,0.34,1
CE-00718,24.58382,94.24157,2015-12-26,Manipur,Senapati,rockfall,rain,very_high,isro_atlas_synthetic,simulated,1,0.17,0.59,2.89,6.74,14.44,54.4,0.17,gpm_synthetic,,,,,,,,,,,,,5,0.0,70.0,2.31,0.04,0.3,1
CE-00719,26.226443,93.692954,2016-05-17,Assam,Karbi Anglong,rotational_slide,rain,medium,isro_atlas_synthetic,simulated,1,1.21,0.26,2.65,19.73,27.99,32.19,1.214,gpm_synthetic,,,,,,,,,,,,,16,0.0,1004.0,5.06,1.59,0.19,1
CE-00720,23.905446,92.622323,2000-07-26,Mizoram,Champhai,mudflow,rain,medium,isro_atlas_synthetic,simulated,1,0.18,0.69,1.03,4.91,9.89,16.28,0.181,gpm_synthetic,,,,,,,,,,,,,3,0.0,705.0,0.56,3.51,1.72,1
CE-00721,23.023137,92.950659,2006-06-24,Mizoram,Lunglei,rockfall,rain,medium,isro_atlas_synthetic,simulated,1,0.38,7.0,10.76,17.54,20.48,46.35,0.378,gpm_synthetic,,,,,,,,,,,,,5,0.0,290.0,3.93,4.39,2.84,1
CE-00722,23.724491,92.611964,2015-12-03,Mizoram,Champhai,debris_flow,rain_and_snowmelt,very_high,isro_atlas_synthetic,simulated,1,0.0,1.51,5.92,22.02,50.64,94.31,0.002,gpm_synthetic,,,,,,,,,,,,,6,0.0,281.0,0.21,1.29,4.62,1
CE-00723,25.618783,91.189613,2004-10-22,Meghalaya,West Khasi Hills,translational_slide,rain,medium,isro_atlas_synthetic,simulated,1,0.0,0.14,0.6,5.04,5.39,11.97,0.003,gpm_synthetic,,,,,,,,,,,,,17,0.0,385.0,10.39,0.16,3.22,1
CE-00724,25.207092,91.535961,2001-08-17,Assam,Kamrup,rotational_slide,human_activity,very_high,isro_atlas_synthetic,simulated,1,9.3,97.75,31.69,126.54,358.97,526.48,9.302,gpm_synthetic,,,,,,,,,,,,,12,0.0,2176.0,0.04,0.05,0.04,1
CE-00725,27.252622,88.430138,2008-08-16,Sikkim,West Sikkim,mudflow,unknown,high,isro_atlas_synthetic,simulated,1,1.33,2.24,10.35,49.02,57.21,64.87,1.328,gpm_synthetic,,,,,,,,,,,,,19,0.0,657.0,7.21,1.86,1.92,1
CE-00726,24.927476,94.40688,1999-09-03,Manipur,Senapati,rotational_slide,earthquake,high,isro_atlas_synthetic,simulated,1,3.58,59.5,8.98,138.19,339.82,644.81,3.577,gpm_synthetic,,,,,,,,,,,,,8,0.0,93.0,10.64,1.49,0.2,1
CE-00727,25.350954,92.625367,2005-09-12,Assam,Cachar,rotational_slide,unknown,high,isro_atlas_synthetic,simulated,1,0.91,0.63,1.18,12.1,20.31,38.96,0.907,gpm_synthetic,,,,,,,,,,,,,7,0.0,0.0,0.99,0.04,5.24,1
CE-00728,24.829207,94.193362,2007-08-07,Manipur,Chandel,rockfall,human_activity,high,isro_atlas_synthetic,simulated,1,1.57,11.94,8.98,69.19,259.25,454.5,1.572,gpm_synthetic,,,,,,,,,,,,,14,0.0,304.0,2.27,3.26,0.99,1
CE-00729,27.376682,88.624734,2006-10-03,Sikkim,East Sikkim,mudflow,rain_and_snowmelt,medium,isro_atlas_synthetic,simulated,1,1.21,3.04,12.27,25.04,36.38,56.7,1.214,gpm_synthetic,,,,,,,,,,,,,14,0.0,1146.0,14.26,4.14,1.84,1
CE-00730,26.016412,93.785368,2007-07-16,Assam,Karbi Anglong,translational_slide,monsoonal_rain,high,isro_atlas_synthetic,simulated,1,0.27,2.74,8.5,36.09,122.03,160.01,0.273,gpm_synthetic,,,,,,,,,,,,,8,0.0,148.0,19.87,1.52,0.43,1
CE-00731,26.342669,94.747431,2000-02-24,Nagaland,Kohima,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,2.53,1.94,3.09,9.59,10.13,10.27,2.528,gpm_synthetic,,,,,,,,,,,,,11,0.0,67.0,7.53,2.53,2.51,1
CE-00732,27.306859,88.627225,2012-08-07,Sikkim,East Sikkim,rockfall,human_activity,low,isro_atlas_synthetic,simulated,1,0.65,4.86,15.41,10.82,13.28,69.36,0.654,gpm_synthetic,,,,,,,,,,,,,16,0.0,420.0,7.38,0.4,3.14,1
CE-00733,23.416059,91.763131,2014-05-20,Tripura,Gomati,translational_slide,human_activity,low,isro_atlas_synthetic,simulated,1,1.55,1.65,3.64,12.91,15.57,166.72,1.548,gpm_synthetic,,,,,,,,,,,,,12,0.0,262.0,8.39,0.25,0.13,1
CE-00734,25.527484,90.132809,2000-08-13,Meghalaya,South Garo Hills,debris_flow,unknown,low,isro_atlas_synthetic,simulated,1,10.52,3.49,456.69,270.19,447.77,1683.17,10.52,gpm_synthetic,,,,,,,,,,,,,7,0.0,101.0,5.05,1.72,1.13,1
CE-00735,26.361749,94.342603,2005-08-26,Assam,Dima Hasao,rockfall,rain,low,isro_atlas_synthetic,simulated,1,0.52,9.12,4.84,13.79,28.93,45.44,0.521,gpm_synthetic,,,,,,,,,,,,,9,0.0,523.0,0.79,4.65,1.04,1
CE-00736,26.292427,94.233238,2019-08-16,Nagaland,Dimapur,rotational_slide,rain,high,isro_atlas_synthetic,simulated,1,6.51,38.15,20.96,76.34,97.18,198.16,6.506,gpm_synthetic,,,,,,,,,,,,,8,0.0,519.0,7.35,5.6,1.26,1
CE-00737,26.270389,93.914588,2000-10-02,Assam,Karbi Anglong,translational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.44,30.97,13.05,33.25,57.51,156.07,0.438,gpm_synthetic,,,,,,,,,,,,,11,0.0,41.0,3.8,4.9,3.34,1
CE-00738,27.490694,88.667715,2009-07-17,Sikkim,East Sikkim,translational_slide,monsoonal_rain,low,isro_atlas_synthetic,simulated,1,13.89,1.05,0.39,182.91,273.14,490.65,13.894,gpm_synthetic,,,,,,,,,,,,,6,0.0,95.0,7.05,3.63,0.41,1
CE-00739,25.586284,90.18207,2011-10-17,Meghalaya,South Garo Hills,translational_slide,rain,high,isro_atlas_synthetic,simulated,1,0.66,8.87,35.81,62.96,167.7,266.91,0.659,gpm_synthetic,,,,,,,,,,,,,8,0.0,679.0,0.46,1.43,0.92,1
CE-00740,25.254667,91.123429,2009-08-09,Meghalaya,West Khasi Hills,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.92,70.92,75.78,198.63,250.01,583.34,0.923,gpm_synthetic,,,,,,,,,,,,,9,0.0,519.0,11.41,8.29,0.03,1
CE-00741,22.672968,93.046229,2019-07-07,Mizoram,Lunglei,debris_flow,rain,low,isro_atlas_synthetic,simulated,1,1.08,14.09,224.72,97.23,154.52,169.49,1.085,gpm_synthetic,,,,,,,,,,,,,7,0.0,147.0,0.95,1.35,2.16,1
CE-00742,27.546886,91.877803,2003-09-23,Arunachal Pradesh,Tawang,translational_slide,rain,medium,isro_atlas_synthetic,simulated,1,5.19,17.16,2.61,34.43,76.82,107.69,5.188,gpm_synthetic,,,,,,,,,,,,,5,0.0,1146.0,0.12,1.6,5.52,1
CE-00743,27.082096,88.078529,1998-07-19,Sikkim,West Sikkim,mudflow,rain,medium,isro_atlas_synthetic,simulated,1,1.37,9.17,141.86,87.88,189.49,618.29,1.368,gpm_synthetic,,,,,,,,,,,,,7,0.0,2151.0,10.65,1.81,1.42,1
CE-00744,25.27279,90.965113,2009-08-18,Meghalaya,West Khasi Hills,rotational_slide,human_activity,low,isro_atlas_synthetic,simulated,1,0.18,0.83,11.51,56.68,71.94,147.87,0.18,gpm_synthetic,,,,,,,,,,,,,7,0.0,139.0,2.54,1.27,1.38,1
CE-00745,27.327798,88.39878,1998-09-09,Sikkim,North Sikkim,debris_flow,unknown,low,isro_atlas_synthetic,simulated,1,2.43,13.5,4.71,34.94,49.71,59.86,2.426,gpm_synthetic,,,,,,,,,,,,,12,0.0,226.0,3.29,4.27,4.75,1
CE-00746,24.949608,94.342778,2013-08-02,Manipur,Senapati,debris_flow,monsoonal_rain,very_high,isro_atlas_synthetic,simulated,1,0.42,6.32,30.55,30.96,52.63,65.83,0.418,gpm_synthetic,,,,,,,,,,,,,13,0.0,744.0,7.93,2.75,2.61,1
CE-00747,23.622476,92.330136,2016-08-18,Mizoram,Champhai,rockfall,rain,medium,isro_atlas_synthetic,simulated,1,0.84,6.34,2.59,16.79,17.28,18.75,0.841,gpm_synthetic,,,,,,,,,,,,,6,0.0,588.0,3.8,1.29,0.93,1
CE-00748,22.833096,92.571362,2014-12-11,Mizoram,Lunglei,translational_slide,rain,medium,isro_atlas_synthetic,simulated,1,0.09,1.3,0.71,8.21,13.15,23.27,0.092,gpm_synthetic,,,,,,,,,,,,,2,0.0,456.0,2.21,0.27,0.04,1
CE-00749,23.903973,92.53598,2022-08-11,Mizoram,Champhai,debris_flow,rain,high,isro_atlas_synthetic,simulated,1,0.22,1.3,7.2,9.81,14.25,24.11,0.219,gpm_synthetic,,,,,,,,,,,,,6,0.0,1215.0,6.24,9.79,3.36,1
CE-00750,25.309429,91.034587,2009-03-05,Meghalaya,West Khasi Hills,translational_slide,human_activity,medium,isro_atlas_synthetic,simulated,1,0.02,2.61,2.97,9.28,12.7,18.95,0.024,gpm_synthetic,,,,,,,,,,,,,7,0.0,397.0,11.66,1.96,1.23,1
CE-00751,24.97862,94.530034,2017-01-19,Manipur,Senapati,rotational_slide,rain,medium,isro_atlas_synthetic,simulated,1,2.53,0.33,3.53,11.67,12.49,24.43,2.535,gpm_synthetic,,,,,,,,,,,,,7,0.0,314.0,7.12,1.51,0.47,1
CE-00752,23.661646,91.721925,2001-12-26,Tripura,Gomati,translational_slide,rain,high,isro_atlas_synthetic,simulated,1,0.97,0.44,18.5,27.62,29.93,75.1,0.966,gpm_synthetic,,,,,,,,,,,,,10,0.0,639.0,2.18,6.05,0.26,1
CE-00753,27.185543,92.825843,2018-11-04,Arunachal Pradesh,Papum Pare,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,1.34,6.53,23.65,29.56,44.35,65.05,1.342,gpm_synthetic,,,,,,,,,,,,,10,0.0,687.0,14.62,0.09,2.26,1
CE-00754,25.260317,92.947045,2001-11-24,Assam,Cachar,translational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.07,3.45,1.93,4.48,5.02,15.7,0.068,gpm_synthetic,,,,,,,,,,,,,3,0.0,238.0,3.79,7.44,0.02,1
CE-00755,24.2528,94.039627,2009-08-27,Manipur,Ukhrul,mudflow,rain,medium,isro_atlas_synthetic,simulated,1,9.47,67.46,63.84,218.0,333.68,583.34,9.469,gpm_synthetic,,,,,,,,,,,,,3,0.0,238.0,3.93,4.62,1.43,1
CE-00756,25.401066,91.365924,2004-10-15,Assam,Kamrup,rockfall,rain,low,isro_atlas_synthetic,simulated,1,0.19,2.58,9.79,12.65,15.49,32.06,0.191,gpm_synthetic,,,,,,,,,,,,,7,0.0,483.0,10.07,1.49,2.08,1
CE-00757,23.835241,91.454092,2001-08-24,Tripura,West Tripura,rockfall,rain,medium,isro_atlas_synthetic,simulated,1,0.96,0.82,0.3,4.28,11.49,21.5,0.964,gpm_synthetic,,,,,,,,,,,,,6,0.0,6.0,0.93,2.86,0.74,1
CE-00758,27.485013,88.59336,2006-06-07,Sikkim,East Sikkim,rockfall,monsoonal_rain,low,isro_atlas_synthetic,simulated,1,0.55,21.15,5.92,29.14,46.61,84.52,0.554,gpm_synthetic,,,,,,,,,,,,,11,0.0,401.0,1.88,11.54,1.83,1
CE-00759,24.841494,94.255437,1998-08-15,Manipur,Chandel,mudflow,rain,medium,isro_atlas_synthetic,simulated,1,4.97,8.32,53.26,123.62,223.11,288.23,4.97,gpm_synthetic,,,,,,,,,,,,,14,0.0,779.0,23.74,3.96,0.22,1
CE-00760,27.86653,94.736352,2002-04-03,Arunachal Pradesh,Upper Siang,rotational_slide,rain_and_snowmelt,high,isro_atlas_synthetic,simulated,1,0.53,0.65,2.46,3.74,6.29,18.04,0.526,gpm_synthetic,,,,,,,,,,,,,3,0.0,499.0,0.87,1.03,0.05,1
CE-00761,27.61462,88.183177,2006-08-04,Sikkim,North Sikkim,debris_flow,monsoonal_rain,medium,isro_atlas_synthetic,simulated,1,5.24,39.1,13.12,164.22,165.65,210.29,5.239,gpm_synthetic,,,,,,,,,,,,,5,0.0,1057.0,3.68,1.81,0.05,1
CE-00762,25.018769,94.169173,1999-08-04,Manipur,Chandel,rotational_slide,rain,low,isro_atlas_synthetic,simulated,1,0.06,1.05,0.29,4.84,7.13,8.75,0.064,gpm_synthetic,,,,,,,,,,,,,11,0.0,505.0,27.0,2.06,0.29,1
