event_id,latitude,longitude,ndvi,land_cover,data_source,data_quality
ISRO-2012-0307,27.542596,88.478667,0.363,degraded_forest,sentinel2_synthetic,simulated
ISRO-2013-0308,27.400597,91.686578,0.058,bare_soil,sentinel2_synthetic,simulated
ISRO-2003-0309,26.517008,92.96372,0.563,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0310,27.609877,91.734116,0.062,built_up,sentinel2_synthetic,simulated
ISRO-2010-0311,24.66742,94.202875,0.81,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0312,25.75433,90.529548,0.639,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0313,23.355871,91.759725,0.416,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0314,25.976663,94.720176,0.234,scrubland,sentinel2_synthetic,simulated
ISRO-2000-0315,27.298376,88.266366,0.265,grassland,sentinel2_synthetic,simulated
ISRO-2002-0316,24.831658,94.334047,0.779,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0317,23.865643,91.360073,0.681,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0318,26.338641,92.556199,0.811,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0319,26.937639,93.234966,0.899,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0320,27.525001,95.092611,0.327,grassland,sentinel2_synthetic,simulated
ISRO-2013-0321,27.389155,88.723366,0.611,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0322,25.247778,93.857902,0.579,degraded_forest,sentinel2_synthetic,simulated
ISRO-2015-0323,25.679483,92.511145,0.771,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0324,24.772628,94.31718,0.738,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0325,26.112205,94.597695,0.49,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0326,25.083698,94.078373,0.767,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0327,26.225611,94.893323,0.615,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0328,26.280443,94.061534,0.841,dense_forest,sentinel2_synthetic,simulated
ISRO-2012-0329,27.161248,88.330187,0.627,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0330,27.365076,88.610488,0.314,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0331,26.329993,94.537435,0.246,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0332,27.773172,92.046549,0.896,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0333,26.532733,94.002971,0.746,dense_forest,sentinel2_synthetic,simulated
ISRO-2010-0334,26.552908,92.997582,0.624,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0335,26.08594,93.941,0.021,built_up,sentinel2_synthetic,simulated
ISRO-2018-0336,23.876825,92.326746,0.468,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0337,26.405572,93.024323,-0.09,water,sentinel2_synthetic,simulated
ISRO-2018-0338,26.066075,94.646651,0.627,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0339,25.684203,90.496242,0.486,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0340,25.919749,94.080282,0.627,degraded_forest,sentinel2_synthetic,simulated
ISRO-2010-0341,25.653724,90.927641,0.445,agriculture,sentinel2_synthetic,simulated
ISRO-2007-0342,26.596452,92.551354,0.522,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0343,26.314813,94.803348,0.409,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0344,27.641381,88.253136,0.302,scrubland,sentinel2_synthetic,simulated
ISRO-2018-0345,25.290393,91.191039,0.367,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0346,25.209555,93.900261,0.632,agriculture,sentinel2_synthetic,simulated
ISRO-2019-0347,28.3455,94.530891,0.239,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0348,23.707024,92.379871,0.858,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0349,25.495943,91.493425,0.556,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0350,25.244224,94.273299,0.433,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0351,25.396231,91.180652,0.507,degraded_forest,sentinel2_synthetic,simulated
ISRO-2002-0352,26.132876,94.472482,0.8,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0353,25.548363,90.967302,0.607,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0354,23.619537,91.582606,0.396,agriculture,sentinel2_synthetic,simulated
ISRO-2009-0355,25.863205,90.391922,0.371,grassland,sentinel2_synthetic,simulated
ISRO-2017-0356,26.366499,92.769119,0.489,scrubland,sentinel2_synthetic,simulated
ISRO-2017-0357,28.038235,94.640118,0.764,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0358,25.265841,92.223895,0.204,scrubland,sentinel2_synthetic,simulated
ISRO-2008-0359,24.311928,93.855221,0.804,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0360,27.474774,91.609243,0.173,grassland,sentinel2_synthetic,simulated
ISRO-2002-0361,26.796783,93.024837,0.613,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0362,24.313429,93.723273,0.795,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0363,24.352007,93.961536,0.309,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0364,25.374387,92.333953,0.208,agriculture,sentinel2_synthetic,simulated
ISRO-2011-0365,25.586757,90.978124,0.371,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0366,26.053741,94.530523,0.819,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0367,25.398641,92.147147,0.424,agriculture,sentinel2_synthetic,simulated
ISRO-2006-0368,26.292943,93.872314,0.269,agriculture,sentinel2_synthetic,simulated
ISRO-2005-0369,23.659139,92.412203,0.447,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0370,26.606691,92.808939,0.695,agriculture,sentinel2_synthetic,simulated
ISRO-2017-0371,27.234897,92.800381,0.558,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0372,26.241659,92.784567,0.497,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0373,26.605,94.308065,0.466,agriculture,sentinel2_synthetic,simulated
ISRO-1999-0374,26.370647,93.980354,0.49,scrubland,sentinel2_synthetic,simulated
ISRO-2005-0375,27.024477,93.031505,0.462,degraded_forest,sentinel2_synthetic,simulated
ISRO-2018-0376,22.947048,92.672427,0.411,degraded_forest,sentinel2_synthetic,simulated
ISRO-1999-0377,25.525418,91.296468,0.259,scrubland,sentinel2_synthetic,simulated
ISRO-2021-0378,26.09578,94.613081,0.28,agriculture,sentinel2_synthetic,simulated
ISRO-2005-0379,26.220645,92.683467,0.68,agriculture,sentinel2_synthetic,simulated
ISRO-2004-0380,24.665052,94.642682,0.744,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0381,27.41214,88.432362,0.373,degraded_forest,sentinel2_synthetic,simulated
ISRO-2020-0382,23.574337,92.693279,0.783,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0383,24.825832,93.957785,0.661,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0384,25.373016,91.354851,0.289,grassland,sentinel2_synthetic,simulated
ISRO-2018-0385,28.21178,94.884546,0.85,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0386,25.306954,92.779657,0.273,agriculture,sentinel2_synthetic,simulated
ISRO-2011-0387,26.709544,94.187412,0.635,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0388,25.445138,92.578844,0.65,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0389,26.188009,93.815737,0.896,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0390,24.878224,94.375649,0.631,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0391,22.816189,92.715626,0.738,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0392,23.121974,92.763398,0.836,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0393,25.478409,90.438454,0.294,scrubland,sentinel2_synthetic,simulated
ISRO-2018-0394,26.169747,94.01754,0.651,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0395,25.911894,93.743069,0.271,agriculture,sentinel2_synthetic,simulated
ISRO-2022-0396,26.532184,94.521286,0.093,bare_soil,sentinel2_synthetic,simulated
ISRO-1999-0397,25.752067,90.543296,0.551,degraded_forest,sentinel2_synthetic,simulated
ISRO-2019-0398,26.932339,92.752182,0.004,water,sentinel2_synthetic,simulated
ISRO-1999-0399,27.390272,91.913505,0.354,grassland,sentinel2_synthetic,simulated
ISRO-2011-0400,25.599961,92.773939,0.031,water,sentinel2_synthetic,simulated
ISRO-2017-0401,25.71137,91.20834,0.617,degraded_forest,sentinel2_synthetic,simulated
ISRO-2000-0402,26.297677,94.125851,0.629,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0403,25.256497,92.590294,0.666,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0404,26.553917,92.888588,0.217,grassland,sentinel2_synthetic,simulated
ISRO-2010-0405,26.799966,92.832127,0.09,bare_soil,sentinel2_synthetic,simulated
ISRO-2020-0406,23.731483,92.70958,0.836,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0407,23.386287,92.93568,0.539,degraded_forest,sentinel2_synthetic,simulated
ISRO-2000-0408,27.204374,95.232658,0.498,degraded_forest,sentinel2_synthetic,simulated
ISRO-2006-0409,27.16404,88.444389,0.237,agriculture,sentinel2_synthetic,simulated
ISRO-2014-0410,26.504963,92.902059,0.253,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0411,22.666805,92.687818,0.875,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0412,27.566687,91.726372,0.545,agriculture,sentinel2_synthetic,simulated
ISRO-2016-0413,24.79849,94.389611,0.34,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0414,27.073682,94.980943,0.416,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0415,25.558319,90.895947,0.249,agriculture,sentinel2_synthetic,simulated
ISRO-1998-0416,25.367018,91.50384,0.224,scrubland,sentinel2_synthetic,simulated
ISRO-2010-0417,27.061518,88.522073,0.85,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0418,25.591563,91.296169,0.1,bare_soil,sentinel2_synthetic,simulated
ISRO-2010-0419,26.285944,94.647763,0.197,built_up,sentinel2_synthetic,simulated
ISRO-1998-0420,27.114472,88.297746,0.773,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0421,27.423107,88.442574,0.211,grassland,sentinel2_synthetic,simulated
ISRO-2001-0422,24.470521,94.096353,-0.041,water,sentinel2_synthetic,simulated
ISRO-1998-0423,23.607698,92.677463,0.485,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0424,25.592624,91.024489,0.474,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0425,25.264172,92.820223,0.731,dense_forest,sentinel2_synthetic,simulated
ISRO-1999-0426,27.667211,88.411712,0.465,degraded_forest,sentinel2_synthetic,simulated
ISRO-2010-0427,27.300406,88.479423,0.885,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0428,25.143393,93.878651,0.866,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0429,25.414331,91.19318,0.314,agriculture,sentinel2_synthetic,simulated
ISRO-2022-0430,27.073951,88.087974,0.361,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0431,25.243929,91.170216,0.18,built_up,sentinel2_synthetic,simulated
ISRO-2006-0432,25.66082,92.79594,0.854,dense_forest,sentinel2_synthetic,simulated
ISRO-2021-0433,26.301152,93.660221,0.469,degraded_forest,sentinel2_synthetic,simulated
ISRO-2016-0434,26.64651,94.059857,0.75,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0435,26.254751,94.726336,0.78,dense_forest,sentinel2_synthetic,simulated
ISRO-2009-0436,26.20262,94.069162,0.544,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0437,26.299187,94.744134,0.216,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0438,25.62915,92.646021,-0.081,water,sentinel2_synthetic,simulated
ISRO-2015-0439,23.533555,91.598279,0.605,agriculture,sentinel2_synthetic,simulated
ISRO-2022-0440,27.235631,93.209455,0.417,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0441,25.68412,90.804828,0.596,degraded_forest,sentinel2_synthetic,simulated
ISRO-2018-0442,24.792192,94.174361,0.505,agriculture,sentinel2_synthetic,simulated
ISRO-2003-0443,23.446088,92.527222,0.811,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0444,26.985476,92.99004,0.602,dense_forest,sentinel2_synthetic,simulated
ISRO-2006-0445,26.109613,93.796234,0.24,grassland,sentinel2_synthetic,simulated
ISRO-2015-0446,25.501966,91.202253,0.7,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0447,25.603387,90.430974,0.644,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0448,26.878338,93.122641,0.276,agriculture,sentinel2_synthetic,simulated
ISRO-2020-0449,24.650356,93.845223,0.243,scrubland,sentinel2_synthetic,simulated
ISRO-2018-0450,26.2934,93.972199,0.499,scrubland,sentinel2_synthetic,simulated
ISRO-2005-0451,23.515012,92.500605,0.498,scrubland,sentinel2_synthetic,simulated
ISRO-2002-0452,23.262889,92.778024,0.207,agriculture,sentinel2_synthetic,simulated
ISRO-2007-0453,24.829869,94.010292,0.597,degraded_forest,sentinel2_synthetic,simulated
ISRO-2014-0454,24.530326,94.092581,0.649,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0455,25.457842,91.04451,0.136,bare_soil,sentinel2_synthetic,simulated
ISRO-2004-0456,22.665105,92.957917,0.222,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0457,26.279589,93.798665,0.162,grassland,sentinel2_synthetic,simulated
ISRO-2001-0458,25.458526,91.189733,0.285,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0459,24.459905,93.75561,0.673,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0460,26.422925,94.145337,0.136,bare_soil,sentinel2_synthetic,simulated
ISRO-2016-0461,27.935502,94.662856,0.639,degraded_forest,sentinel2_synthetic,simulated
ISRO-2013-0462,23.340705,92.469455,0.64,dense_forest,sentinel2_synthetic,simulated
ISRO-2005-0463,25.873692,93.662389,0.665,dense_forest,sentinel2_synthetic,simulated
ISRO-1999-0464,25.32655,90.915638,0.68,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0465,23.927181,91.47609,0.813,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0466,26.40747,92.975518,0.699,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0467,25.82846,90.518139,0.731,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0468,26.612368,94.347898,0.281,grassland,sentinel2_synthetic,simulated
ISRO-2000-0469,27.70851,91.675086,0.405,grassland,sentinel2_synthetic,simulated
ISRO-2009-0470,26.625656,93.982301,0.503,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0471,26.91346,92.794195,0.862,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0472,26.565323,94.419936,0.78,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0473,25.08913,92.229011,0.635,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0474,25.013929,94.630113,0.716,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0475,27.426761,91.831165,0.604,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0476,26.853315,92.906194,0.432,grassland,sentinel2_synthetic,simulated
ISRO-2021-0477,23.049084,92.833878,0.681,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0478,23.389913,91.692915,0.073,bare_soil,sentinel2_synthetic,simulated
ISRO-2016-0479,25.722491,90.185371,0.79,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0480,26.285091,94.595155,0.709,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0481,24.871363,94.476314,0.547,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0482,25.391653,90.962009,-0.042,water,sentinel2_synthetic,simulated
ISRO-2018-0483,24.768768,94.503122,0.339,agriculture,sentinel2_synthetic,simulated
ISRO-2021-0484,26.412062,94.231903,0.344,grassland,sentinel2_synthetic,simulated
ISRO-2000-0485,26.20994,93.04952,0.209,scrubland,sentinel2_synthetic,simulated
ISRO-2015-0486,25.0073,94.506443,0.554,degraded_forest,sentinel2_synthetic,simulated
ISRO-2021-0487,27.177386,88.421229,0.568,agriculture,sentinel2_synthetic,simulated
ISRO-2005-0488,26.450033,93.816748,0.372,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0489,27.384247,95.356453,0.627,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0490,27.243187,88.547956,0.693,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0491,25.483421,92.023,0.108,bare_soil,sentinel2_synthetic,simulated
ISRO-2001-0492,27.504969,95.215714,0.441,scrubland,sentinel2_synthetic,simulated
ISRO-2006-0493,25.074551,94.098849,0.658,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0494,27.49086,88.45488,0.635,dense_forest,sentinel2_synthetic,simulated
ISRO-2021-0495,23.007458,92.584469,0.217,scrubland,sentinel2_synthetic,simulated
ISRO-2005-0496,25.214864,91.497399,0.73,dense_forest,sentinel2_synthetic,simulated
ISRO-2008-0497,26.221671,93.026925,0.265,grassland,sentinel2_synthetic,simulated
ISRO-1999-0498,27.019699,88.296742,0.616,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0499,27.385917,91.660066,0.61,degraded_forest,sentinel2_synthetic,simulated
ISRO-2000-0500,26.111787,94.368857,0.75,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0501,22.828558,92.975934,0.257,scrubland,sentinel2_synthetic,simulated
ISRO-2002-0502,24.556112,93.781893,0.803,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0503,22.876386,92.593869,0.669,dense_forest,sentinel2_synthetic,simulated
ISRO-2017-0504,26.723446,94.075981,0.384,grassland,sentinel2_synthetic,simulated
ISRO-2014-0505,26.32307,94.51201,0.277,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0506,27.32675,88.117641,0.605,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0507,25.50876,91.624802,0.443,agriculture,sentinel2_synthetic,simulated
ISRO-2005-0508,26.62671,92.747558,0.786,dense_forest,sentinel2_synthetic,simulated
ISRO-2000-0509,26.644571,94.090658,0.57,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0510,23.237409,92.464536,0.587,degraded_forest,sentinel2_synthetic,simulated
ISRO-2007-0511,26.287101,92.914636,0.155,built_up,sentinel2_synthetic,simulated
ISRO-1999-0512,26.839067,92.800476,0.177,built_up,sentinel2_synthetic,simulated
ISRO-2012-0513,26.560898,94.293377,0.782,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0514,25.197742,91.506001,0.364,scrubland,sentinel2_synthetic,simulated
ISRO-2017-0515,27.200158,88.433929,0.298,scrubland,sentinel2_synthetic,simulated
ISRO-2021-0516,26.349106,94.69352,0.481,scrubland,sentinel2_synthetic,simulated
ISRO-2017-0517,25.904309,90.41557,0.874,dense_forest,sentinel2_synthetic,simulated
ISRO-2010-0518,27.177985,93.104637,0.303,grassland,sentinel2_synthetic,simulated
ISRO-2009-0519,25.377604,90.76562,0.072,bare_soil,sentinel2_synthetic,simulated
ISRO-2008-0520,25.386992,91.440436,0.866,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0521,23.590115,92.680003,0.517,degraded_forest,sentinel2_synthetic,simulated
ISRO-2011-0522,24.479774,94.131007,0.586,degraded_forest,sentinel2_synthetic,simulated
ISRO-2013-0523,25.642927,91.476994,0.791,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0524,25.453417,91.902067,0.752,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0525,23.667943,91.489898,0.438,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0526,23.853116,92.302907,0.24,scrubland,sentinel2_synthetic,simulated
ISRO-2009-0527,25.351243,91.099635,0.779,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0528,27.085584,95.437947,0.898,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0529,27.486375,88.651602,0.466,agriculture,sentinel2_synthetic,simulated
ISRO-2016-0530,25.436499,91.883581,0.067,built_up,sentinel2_synthetic,simulated
ISRO-2017-0531,23.064061,92.788142,0.657,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0532,23.6501,91.520129,0.808,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0533,27.282584,88.828094,0.182,grassland,sentinel2_synthetic,simulated
ISRO-2015-0534,23.805911,91.261458,0.892,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0535,27.181239,92.855801,0.287,scrubland,sentinel2_synthetic,simulated
ISRO-1998-0536,23.427682,91.657758,0.703,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0537,23.452374,92.492172,0.544,agriculture,sentinel2_synthetic,simulated
ISRO-2009-0538,26.544644,94.21652,0.583,degraded_forest,sentinel2_synthetic,simulated
ISRO-1998-0539,26.012813,94.526757,0.742,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0540,25.659869,92.451531,0.323,grassland,sentinel2_synthetic,simulated
ISRO-2018-0541,23.425416,92.75927,0.632,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0542,25.010181,94.200884,0.413,scrubland,sentinel2_synthetic,simulated
ISRO-1998-0543,25.262474,92.705635,0.743,dense_forest,sentinel2_synthetic,simulated
ISRO-2016-0544,25.724818,91.133017,0.442,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0545,25.975976,94.696241,0.645,dense_forest,sentinel2_synthetic,simulated
ISRO-2004-0546,26.220924,94.579734,0.609,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0547,24.965983,93.992003,0.351,grassland,sentinel2_synthetic,simulated
ISRO-2016-0548,24.847621,94.298143,0.652,agriculture,sentinel2_synthetic,simulated
ISRO-2019-0549,27.507639,95.101624,0.508,degraded_forest,sentinel2_synthetic,simulated
ISRO-2010-0550,25.576698,92.62967,0.245,scrubland,sentinel2_synthetic,simulated
ISRO-2017-0551,23.8233,92.259711,0.673,agriculture,sentinel2_synthetic,simulated
ISRO-2019-0552,24.631715,94.33564,0.784,dense_forest,sentinel2_synthetic,simulated
ISRO-2011-0553,23.556986,91.051118,0.451,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0554,24.739633,94.243373,0.625,dense_forest,sentinel2_synthetic,simulated
ISRO-2018-0555,26.236002,94.737917,0.859,dense_forest,sentinel2_synthetic,simulated
ISRO-1999-0556,24.907344,94.288957,0.266,grassland,sentinel2_synthetic,simulated
ISRO-2011-0557,25.860129,94.071121,0.716,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0558,23.742032,92.272471,0.853,dense_forest,sentinel2_synthetic,simulated
ISRO-2002-0559,23.525654,92.332766,0.883,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0560,27.370249,91.797827,0.795,dense_forest,sentinel2_synthetic,simulated
ISRO-2009-0561,25.06796,94.245207,0.156,built_up,sentinel2_synthetic,simulated
ISRO-2005-0562,26.51681,94.012461,0.56,degraded_forest,sentinel2_synthetic,simulated
ISRO-2009-0563,23.496955,91.778098,0.807,dense_forest,sentinel2_synthetic,simulated
ISRO-2001-0564,27.548737,91.755828,0.106,bare_soil,sentinel2_synthetic,simulated
ISRO-2019-0565,27.311007,88.207132,0.441,grassland,sentinel2_synthetic,simulated
ISRO-2000-0566,26.4569,94.13669,0.648,degraded_forest,sentinel2_synthetic,simulated
ISRO-2003-0567,27.325379,88.735305,0.81,dense_forest,sentinel2_synthetic,simulated
ISRO-2014-0568,27.782844,91.620716,0.379,grassland,sentinel2_synthetic,simulated
ISRO-2006-0569,26.887439,93.240006,0.836,dense_forest,sentinel2_synthetic,simulated
ISRO-1998-0570,25.587874,92.575188,0.442,degraded_forest,sentinel2_synthetic,simulated
ISRO-2022-0571,22.771313,92.687119,0.022,water,sentinel2_synthetic,simulated
ISRO-2011-0572,22.937939,92.701721,0.32,scrubland,sentinel2_synthetic,simulated
ISRO-2018-0573,25.889535,93.894615,0.481,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0574,23.834531,92.502879,0.515,agriculture,sentinel2_synthetic,simulated
ISRO-2016-0575,23.351361,91.45567,0.685,dense_forest,sentinel2_synthetic,simulated
ISRO-2013-0576,25.211507,94.343295,0.65,agriculture,sentinel2_synthetic,simulated
ISRO-2000-0577,26.436628,94.682069,0.471,scrubland,sentinel2_synthetic,simulated
ISRO-2001-0578,23.424659,92.673298,0.436,scrubland,sentinel2_synthetic,simulated
ISRO-2000-0579,25.561425,91.174731,0.367,scrubland,sentinel2_synthetic,simulated
ISRO-2006-0580,22.785637,92.874256,0.75,dense_forest,sentinel2_synthetic,simulated
ISRO-2003-0581,25.450463,90.286884,0.368,scrubland,sentinel2_synthetic,simulated
ISRO-2005-0582,26.481852,94.172207,0.863,dense_forest,sentinel2_synthetic,simulated
ISRO-2020-0583,24.303683,93.937149,0.449,degraded_forest,sentinel2_synthetic,simulated
ISRO-2012-0584,24.954258,94.255449,0.473,scrubland,sentinel2_synthetic,simulated
ISRO-1998-0585,23.390623,91.680059,0.247,grassland,sentinel2_synthetic,simulated
ISRO-2021-0586,25.973281,94.630036,0.285,grassland,sentinel2_synthetic,simulated
ISRO-2019-0587,24.614297,93.885812,0.646,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0588,24.489247,93.912455,0.339,scrubland,sentinel2_synthetic,simulated
ISRO-2001-0589,25.398469,92.493224,0.164,grassland,sentinel2_synthetic,simulated
ISRO-2013-0590,25.700591,92.733465,0.815,dense_forest,sentinel2_synthetic,simulated
ISRO-2009-0591,24.521533,93.783666,0.22,grassland,sentinel2_synthetic,simulated
ISRO-2013-0592,28.055015,94.60823,0.603,degraded_forest,sentinel2_synthetic,simulated
ISRO-2015-0593,26.274767,93.815602,0.893,dense_forest,sentinel2_synthetic,simulated
ISRO-1999-0594,25.468216,90.271589,0.342,scrubland,sentinel2_synthetic,simulated
ISRO-2007-0595,27.591269,92.012062,0.864,dense_forest,sentinel2_synthetic,simulated
ISRO-2010-0596,25.401878,91.610982,0.22,scrubland,sentinel2_synthetic,simulated
ISRO-2003-0597,26.604706,94.072043,0.377,grassland,sentinel2_synthetic,simulated
ISRO-2008-0598,25.09096,91.987833,0.806,dense_forest,sentinel2_synthetic,simulated
ISRO-2022-0599,24.684009,93.809449,0.468,scrubland,sentinel2_synthetic,simulated
ISRO-2004-0600,26.727691,93.907916,0.582,agriculture,sentinel2_synthetic,simulated
ISRO-2008-0601,25.554363,90.073032,0.201,agriculture,sentinel2_synthetic,simulated
ISRO-2008-0602,25.039508,94.108753,0.133,bare_soil,sentinel2_synthetic,simulated
ISRO-2003-0603,26.500303,94.220286,0.383,degraded_forest,sentinel2_synthetic,simulated
ISRO-2008-0604,23.451085,91.439462,0.504,agriculture,sentinel2_synthetic,simulated
ISRO-2015-0605,28.220073,94.616106,0.64,dense_forest,sentinel2_synthetic,simulated
ISRO-2019-0606,27.562491,91.687466,0.474,degraded_forest,sentinel2_synthetic,simulated
ISRO-2001-0607,25.137712,93.950844,0.142,bare_soil,sentinel2_synthetic,simulated
ISRO-2009-0608,25.565118,90.76163,0.334,scrubland,sentinel2_synthetic,simulated
ISRO-2014-0609,27.307635,88.296688,0.847,dense_forest,sentinel2_synthetic,simulated
ISRO-2015-0610,25.542236,91.009657,0.313,grassland,sentinel2_synthetic,simulated
ISRO-2001-0611,23.448419,92.751332,0.813,dense_forest,sentinel2_synthetic,simulated
ISRO-2007-0612,27.549857,88.462512,0.445,degraded_forest,sentinel2_synthetic,simulated
