event_id,latitude,longitude,date,year,state,district,event_type,trigger,severity,inventory_type,data_source,data_quality,source_citation,license
ISRO-2016-0210,25.314147,91.140419,2016-09-26,2016,Meghalaya,West Khasi Hills,debris_flow,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0211,23.660253,91.724676,2016-05-08,2016,Tripura,Gomati,rockfall,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0212,25.447551,91.143446,2012-06-25,2012,Meghalaya,West Khasi Hills,rockfall,human_activity,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2002-0213,26.447616,94.930313,2002-11-20,2002,Nagaland,Mokokchung,rockfall,rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0214,23.943314,92.296904,2009-10-12,2009,Mizoram,Champhai,rotational_slide,unknown,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0215,23.591765,92.60066,2022-07-21,2022,Mizoram,Aizawl,rockfall,human_activity,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0216,23.660079,91.405959,1998-08-16,1998,Tripura,West Tripura,rotational_slide,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0217,26.448218,94.222574,1998-09-02,1998,Nagaland,Dimapur,rotational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0218,26.357962,94.015646,2020-06-22,2020,Nagaland,Dimapur,rotational_slide,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2015-0219,25.06778,94.221997,2015-08-15,2015,Manipur,Chandel,debris_flow,human_activity,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0220,27.755876,91.724782,2020-05-16,2020,Arunachal Pradesh,Tawang,debris_flow,monsoonal_rain,very_high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0221,27.134567,88.455886,2006-05-03,2006,Sikkim,East Sikkim,debris_flow,monsoonal_rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0222,27.763627,91.84012,2001-08-21,2001,Arunachal Pradesh,Tawang,rockfall,human_activity,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2015-0223,23.773696,91.223032,2015-05-13,2015,Tripura,West Tripura,translational_slide,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0224,26.671035,93.915101,2004-10-19,2004,Nagaland,Dimapur,mudflow,unknown,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0225,26.594451,94.204898,2003-08-08,2003,Nagaland,Dimapur,rockfall,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0226,25.061773,93.91754,2013-09-19,2013,Manipur,Chandel,translational_slide,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0227,27.893356,94.561184,2008-09-12,2008,Arunachal Pradesh,Upper Siang,mudflow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0228,27.586278,91.799597,2017-11-17,2017,Arunachal Pradesh,Tawang,mudflow,earthquake,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0229,23.285925,91.607844,2016-11-14,2016,Tripura,Gomati,rotational_slide,rain_and_snowmelt,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0230,25.340442,90.858458,2009-01-03,2009,Meghalaya,West Khasi Hills,rockfall,unknown,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0231,26.234991,94.327142,1998-05-26,1998,Nagaland,Kohima,debris_flow,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0232,25.529822,91.26534,2008-08-25,2008,Assam,Kamrup,rotational_slide,rain,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0233,26.193446,94.575217,2003-08-08,2003,Nagaland,Mokokchung,debris_flow,monsoonal_rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0234,25.579985,91.616467,2013-08-06,2013,Assam,Kamrup,rockfall,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0235,25.742523,92.903053,2022-06-22,2022,Assam,Cachar,translational_slide,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0236,26.468335,92.754162,2010-07-21,2010,Arunachal Pradesh,East Kameng,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0237,25.473141,90.863934,2019-08-21,2019,Meghalaya,West Khasi Hills,mudflow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2014-0238,25.387516,92.482473,2014-08-02,2014,Assam,Cachar,debris_flow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0239,25.472344,90.971426,2013-10-02,2013,Meghalaya,West Khasi Hills,debris_flow,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0240,23.424747,92.52502,2020-09-06,2020,Mizoram,Aizawl,debris_flow,earthquake,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0241,27.400136,88.388616,2010-06-10,2010,Sikkim,North Sikkim,debris_flow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0242,24.769589,94.472005,1998-09-17,1998,Manipur,Senapati,rockfall,unknown,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0243,27.551703,88.272783,2009-06-02,2009,Sikkim,North Sikkim,debris_flow,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0244,27.212843,92.850674,2018-01-26,2018,Arunachal Pradesh,Papum Pare,rotational_slide,monsoonal_rain,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0245,27.735101,88.602951,2017-08-27,2017,Sikkim,North Sikkim,debris_flow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0246,23.758627,91.335921,2013-09-05,2013,Tripura,West Tripura,translational_slide,unknown,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0247,25.504915,90.906107,2009-09-27,2009,Meghalaya,West Khasi Hills,mudflow,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0248,26.421284,94.617073,2009-10-06,2009,Nagaland,Kohima,debris_flow,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0249,23.613335,92.578947,2013-12-19,2013,Mizoram,Aizawl,rotational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0250,27.285622,88.387653,2006-06-21,2006,Sikkim,North Sikkim,debris_flow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0251,25.373195,91.626488,2019-05-18,2019,Assam,Kamrup,translational_slide,rain_and_snowmelt,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0252,26.193767,93.673686,2001-05-08,2001,Assam,Karbi Anglong,translational_slide,rain_and_snowmelt,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0253,25.266022,92.757193,2004-09-11,2004,Assam,Cachar,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0254,25.347036,91.555151,2009-08-11,2009,Assam,Kamrup,debris_flow,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0255,26.46064,93.800144,2006-12-22,2006,Nagaland,Dimapur,mudflow,human_activity,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0256,27.343778,88.366178,2005-12-26,2005,Sikkim,West Sikkim,rockfall,rain_and_snowmelt,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0257,25.418143,91.243824,2001-07-01,2001,Meghalaya,West Khasi Hills,rotational_slide,rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0258,26.987438,92.815461,2022-12-02,2022,Arunachal Pradesh,Papum Pare,translational_slide,earthquake,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0259,25.915053,90.301206,2008-06-27,2008,Meghalaya,South Garo Hills,translational_slide,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0260,27.177738,92.944945,2004-12-15,2004,Arunachal Pradesh,Papum Pare,translational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0261,24.350092,93.990017,2007-09-05,2007,Manipur,Ukhrul,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2015-0262,26.083255,93.830649,2015-08-24,2015,Assam,Karbi Anglong,debris_flow,monsoonal_rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0263,26.4973,93.811969,1998-09-07,1998,Nagaland,Dimapur,rockfall,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0264,26.60518,94.306793,2013-07-27,2013,Assam,Dima Hasao,debris_flow,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2002-0265,26.356555,94.457062,2002-06-26,2002,Nagaland,Mokokchung,mudflow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0266,25.166405,91.289677,2004-07-06,2004,Assam,Kamrup,mudflow,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0267,25.162602,91.251057,2000-12-21,2000,Assam,Kamrup,debris_flow,earthquake,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0268,23.93697,91.432378,2005-11-23,2005,Tripura,West Tripura,debris_flow,unknown,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0269,26.714621,93.797171,2005-09-27,2005,Nagaland,Dimapur,rockfall,human_activity,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0270,23.849611,92.551205,2017-04-24,2017,Mizoram,Champhai,mudflow,rain_and_snowmelt,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2009-0271,23.582607,92.446368,2009-10-12,2009,Mizoram,Champhai,mudflow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0272,26.501256,93.958872,2006-08-07,2006,Nagaland,Dimapur,translational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0273,25.861956,90.178361,2008-09-27,2008,Meghalaya,South Garo Hills,rotational_slide,rain,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0274,23.634989,91.459114,2011-06-16,2011,Tripura,West Tripura,mudflow,rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0275,24.579424,94.448928,2016-03-23,2016,Manipur,Senapati,rockfall,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0276,25.018526,94.597364,2000-07-06,2000,Manipur,Senapati,rockfall,unknown,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2001-0277,25.102076,92.349883,2001-10-13,2001,Meghalaya,East Khasi Hills,translational_slide,monsoonal_rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0278,27.414816,88.523747,2000-07-09,2000,Sikkim,West Sikkim,translational_slide,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0279,25.576654,90.402636,2020-02-02,2020,Meghalaya,South Garo Hills,debris_flow,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0280,25.224926,94.224257,2000-05-24,2000,Manipur,Chandel,mudflow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2005-0281,25.080315,92.034439,2005-07-07,2005,Meghalaya,East Khasi Hills,translational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0282,25.322692,91.416953,2007-07-21,2007,Assam,Kamrup,rockfall,monsoonal_rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0283,27.146836,92.779359,2020-09-12,2020,Arunachal Pradesh,Papum Pare,mudflow,rain_and_snowmelt,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0284,24.813282,94.22576,2012-09-14,2012,Manipur,Chandel,rotational_slide,human_activity,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0285,25.171228,94.284527,2016-08-01,2016,Manipur,Chandel,debris_flow,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0286,25.144052,92.019512,2008-06-20,2008,Meghalaya,East Khasi Hills,rotational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2002-0287,27.196156,95.436035,2002-08-20,2002,Arunachal Pradesh,Lohit,translational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0288,27.871588,94.452429,2016-12-20,2016,Arunachal Pradesh,Upper Siang,rockfall,rain_and_snowmelt,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2008-0289,27.412322,88.410857,2008-08-12,2008,Sikkim,North Sikkim,translational_slide,monsoonal_rain,high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0290,24.340353,93.82606,2007-06-08,2007,Manipur,Ukhrul,mudflow,rain_and_snowmelt,high,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1998-0291,27.083489,88.551637,1998-06-03,1998,Sikkim,East Sikkim,rockfall,rain,very_high,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0292,26.998999,93.040219,2012-10-11,2012,Arunachal Pradesh,Papum Pare,translational_slide,rain_and_snowmelt,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0293,26.434786,94.233873,2019-06-02,2019,Assam,Dima Hasao,rotational_slide,unknown,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0294,27.383199,91.981274,2016-04-23,2016,Arunachal Pradesh,Tawang,mudflow,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0295,26.524137,93.963122,2003-08-22,2003,Nagaland,Dimapur,mudflow,monsoonal_rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0296,25.475875,90.288824,2018-09-24,2018,Meghalaya,South Garo Hills,translational_slide,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2007-0297,28.110722,94.681114,2007-07-09,2007,Arunachal Pradesh,Upper Siang,mudflow,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2019-0298,26.35106,94.516893,2019-10-19,2019,Nagaland,Mokokchung,rotational_slide,rain,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-1999-0299,27.431126,95.443593,1999-09-02,1999,Arunachal Pradesh,Lohit,mudflow,earthquake,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0300,27.055467,88.647595,2006-06-27,2006,Sikkim,East Sikkim,rotational_slide,rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0301,23.546135,92.826537,2012-10-25,2012,Mizoram,Aizawl,rotational_slide,earthquake,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2006-0302,27.715972,88.490948,2006-07-27,2006,Sikkim,North Sikkim,mudflow,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0303,24.513818,93.683687,2003-05-26,2003,Manipur,Ukhrul,translational_slide,unknown,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2020-0304,27.11285,92.78431,2020-08-19,2020,Arunachal Pradesh,Papum Pare,debris_flow,rain,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0305,27.411232,88.498637,2012-08-26,2012,Sikkim,North Sikkim,rotational_slide,rain_and_snowmelt,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2022-0306,24.630195,94.251203,2022-08-15,2022,Manipur,Senapati,debris_flow,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2012-0307,27.542596,88.478667,2012-08-20,2012,Sikkim,North Sikkim,translational_slide,human_activity,high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2013-0308,27.400597,91.686578,2013-10-15,2013,Arunachal Pradesh,Tawang,rockfall,rain,medium,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2003-0309,26.517008,92.96372,2003-08-17,2003,Arunachal Pradesh,East Kameng,translational_slide,rain_and_snowmelt,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2016-0310,27.609877,91.734116,2016-05-02,2016,Arunachal Pradesh,Tawang,debris_flow,rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2010-0311,24.66742,94.202875,2010-10-10,2010,Manipur,Senapati,mudflow,unknown,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0312,25.75433,90.529548,2000-03-11,2000,Meghalaya,South Garo Hills,mudflow,rain,very_high,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0313,23.355871,91.759725,2011-02-14,2011,Tripura,Gomati,translational_slide,monsoonal_rain,medium,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2004-0314,25.976663,94.720176,2004-08-26,2004,Nagaland,Kohima,mudflow,rain_and_snowmelt,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2000-0315,27.298376,88.266366,2000-05-23,2000,Sikkim,North Sikkim,mudflow,earthquake,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2002-0316,24.831658,94.334047,2002-11-17,2002,Manipur,Senapati,mudflow,monsoonal_rain,low,route,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2018-0317,23.865643,91.360073,2018-09-18,2018,Tripura,West Tripura,debris_flow,monsoonal_rain,low,seasonal,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2017-0318,26.338641,92.556199,2017-08-14,2017,Arunachal Pradesh,East Kameng,rotational_slide,rain,medium,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
ISRO-2011-0319,26.937639,93.234966,2011-07-05,2011,Arunachal Pradesh,Papum Pare,rotational_slide,earthquake,low,event,isro_atlas_synthetic,simulated,NRSC/ISRO Landslide Atlas (synthetic NER representation — not official data),GODL-India/Research use — synthetic representation only
